"165","216","3","424","425","426","427","428","429","430","431","BLC","COM","IMP","NUL","REC","hora_proceso","numero","url"
2,1,11,7,8,1,20,4,19,18,77,26,0,0,9,0,"2023-04-20 14:00:02","758","https://rionegro.datosoficiales.com/resultados/RN/4/2837/4/758/LRP.json"
1,1,2,7,10,2,25,5,16,19,103,23,0,0,4,0,"2023-04-21 16:00:01","759","https://rionegro.datosoficiales.com/resultados/RN/4/2837/4/759/LRP.json"
2,3,19,5,2,2,14,7,17,12,100,21,0,0,1,0,"2023-04-21 09:50:01","740","https://rionegro.datosoficiales.com/resultados/RN/4/2837/5/740/LRP.json"
2,3,1,5,5,3,21,12,16,19,101,0,0,0,0,0,"2023-04-20 14:00:02","741","https://rionegro.datosoficiales.com/resultados/RN/4/2837/5/741/LRP.json"
3,4,9,6,4,4,22,7,32,18,86,25,0,0,6,0,"2023-04-20 15:25:01","742","https://rionegro.datosoficiales.com/resultados/RN/4/2837/5/742/LRP.json"
4,4,13,4,6,7,17,7,32,16,65,39,0,0,1,0,"2023-04-21 09:50:01","743","https://rionegro.datosoficiales.com/resultados/RN/4/2837/5/743/LRP.json"
2,3,11,10,7,2,23,9,28,10,47,23,0,0,0,0,"2023-04-20 15:25:01","744","https://rionegro.datosoficiales.com/resultados/RN/4/2837/5/744/LRP.json"
3,5,18,7,9,2,19,10,11,15,82,35,0,0,5,0,"2023-04-20 15:25:01","745","https://rionegro.datosoficiales.com/resultados/RN/4/2837/5/745/LRP.json"
3,3,7,8,11,2,13,12,19,21,67,35,0,0,1,0,"2023-04-20 15:50:01","746","https://rionegro.datosoficiales.com/resultados/RN/4/2837/5/746/LRP.json"
2,6,8,6,3,3,18,5,18,12,80,34,0,0,0,0,"2023-04-21 16:00:01","733","https://rionegro.datosoficiales.com/resultados/RN/4/2837/6/733/LRP.json"
2,0,8,4,11,3,18,3,12,12,91,22,0,0,4,0,"2023-04-21 15:25:01","734","https://rionegro.datosoficiales.com/resultados/RN/4/2837/6/734/LRP.json"
1,1,12,5,7,4,22,5,27,4,91,18,0,0,10,0,"2023-04-21 10:25:01","735","https://rionegro.datosoficiales.com/resultados/RN/4/2837/6/735/LRP.json"
2,1,19,2,2,4,14,5,18,11,77,47,0,0,0,0,"2023-04-21 10:25:01","736","https://rionegro.datosoficiales.com/resultados/RN/4/2837/6/736/LRP.json"
3,9,10,4,8,3,25,10,18,4,60,0,0,0,0,0,"2023-04-20 14:00:02","737","https://rionegro.datosoficiales.com/resultados/RN/4/2837/6/737/LRP.json"
3,4,14,6,8,0,13,9,18,13,91,37,0,0,0,0,"2023-04-20 14:00:02","738","https://rionegro.datosoficiales.com/resultados/RN/4/2837/6/738/LRP.json"
3,4,18,4,7,2,17,8,24,18,69,28,0,0,13,0,"2023-04-20 14:00:02","739","https://rionegro.datosoficiales.com/resultados/RN/4/2837/6/739/LRP.json"
2,0,9,6,7,4,17,12,18,27,80,36,0,0,2,0,"2023-04-20 09:25:01","717","https://rionegro.datosoficiales.com/resultados/RN/4/2837/7/717/LRP.json"
0,0,12,6,6,3,19,8,15,7,85,23,0,0,7,0,"2023-04-22 10:25:01","718","https://rionegro.datosoficiales.com/resultados/RN/4/2837/7/718/LRP.json"
2,1,13,5,2,3,26,7,21,8,91,21,0,0,2,0,"2023-04-22 10:25:01","719","https://rionegro.datosoficiales.com/resultados/RN/4/2837/7/719/LRP.json"
5,1,11,4,9,5,24,4,15,12,80,26,0,0,4,0,"2023-04-22 10:25:01","720","https://rionegro.datosoficiales.com/resultados/RN/4/2837/7/720/LRP.json"
1,2,11,2,2,1,21,10,16,10,126,19,0,0,0,0,"2023-04-22 10:25:01","721","https://rionegro.datosoficiales.com/resultados/RN/4/2837/7/721/LRP.json"
0,6,9,4,0,0,16,10,14,19,76,43,0,0,0,0,"2023-04-20 15:50:01","722","https://rionegro.datosoficiales.com/resultados/RN/4/2837/7/722/LRP.json"
1,5,13,6,6,4,23,9,17,10,64,34,0,0,2,0,"2023-04-22 10:25:01","723","https://rionegro.datosoficiales.com/resultados/RN/4/2837/7/723/LRP.json"
0,5,15,2,11,2,18,12,15,19,73,28,0,0,5,0,"2023-04-22 10:25:01","724","https://rionegro.datosoficiales.com/resultados/RN/4/2837/7/724/LRP.json"
1,4,10,3,3,2,18,3,25,13,77,36,0,0,5,0,"2023-04-20 15:25:01","725","https://rionegro.datosoficiales.com/resultados/RN/4/2837/8/725/LRP.json"
4,2,10,5,4,0,14,7,19,17,81,34,0,0,4,0,"2023-04-20 15:25:01","726","https://rionegro.datosoficiales.com/resultados/RN/4/2837/8/726/LRP.json"
2,4,13,5,13,1,18,3,31,20,69,37,0,0,0,0,"2023-04-20 12:25:01","727","https://rionegro.datosoficiales.com/resultados/RN/4/2837/8/727/LRP.json"
2,4,10,2,7,3,18,13,13,17,96,42,0,0,0,0,"2023-04-20 15:50:01","728","https://rionegro.datosoficiales.com/resultados/RN/4/2837/8/728/LRP.json"
0,2,12,4,5,0,13,7,18,21,82,27,0,0,2,0,"2023-04-20 09:25:01","729","https://rionegro.datosoficiales.com/resultados/RN/4/2837/8/729/LRP.json"
2,2,7,10,1,3,14,5,17,13,90,24,0,0,10,0,"2023-04-20 09:50:01","730","https://rionegro.datosoficiales.com/resultados/RN/4/2837/8/730/LRP.json"
1,4,8,6,5,5,11,7,21,20,60,33,0,0,7,0,"2023-04-21 10:25:01","731","https://rionegro.datosoficiales.com/resultados/RN/4/2837/8/731/LRP.json"
2,6,9,4,5,1,16,5,16,14,89,27,0,0,4,0,"2023-04-20 15:25:01","732","https://rionegro.datosoficiales.com/resultados/RN/4/2837/8/732/LRP.json"
2,3,7,3,1,4,8,6,14,11,133,12,0,0,3,0,"2023-04-22 10:50:01","398","https://rionegro.datosoficiales.com/resultados/RN/4/2838/1/398/LRP.json"
1,4,10,1,1,2,7,3,8,10,94,19,0,0,4,0,"2023-04-22 10:25:01","399","https://rionegro.datosoficiales.com/resultados/RN/4/2838/1/399/LRP.json"
5,22,12,4,10,11,18,13,46,18,45,6,0,0,13,0,"2023-04-20 13:00:01","707","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/707/LRP.json"
3,30,8,9,7,12,20,12,51,15,35,11,0,0,9,0,"2023-04-20 09:50:01","708","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/708/LRP.json"
2,19,16,3,14,14,17,9,57,9,41,5,0,0,8,0,"2023-04-20 09:25:01","709","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/709/LRP.json"
7,22,6,6,13,12,19,11,64,13,45,8,0,0,7,0,"2023-04-21 15:00:01","710","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/710/LRP.json"
5,14,16,5,11,11,19,8,57,20,43,9,0,0,12,0,"2023-04-21 14:25:01","711","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/711/LRP.json"
3,20,12,3,9,8,18,13,65,13,44,10,0,0,8,0,"2023-04-20 13:00:01","712","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/712/LRP.json"
6,27,13,3,13,11,22,6,62,16,30,5,0,0,8,0,"2023-04-20 10:25:02","713","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/713/LRP.json"
7,16,12,3,17,8,17,6,64,12,37,7,0,0,10,0,"2023-04-20 13:00:01","714","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/714/LRP.json"
4,23,6,2,9,5,13,12,53,8,21,4,0,0,3,0,"2023-04-20 09:25:01","715","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/715/LRP.json"
5,29,13,1,11,15,23,1,39,16,37,19,0,0,22,0,"2023-04-19 15:00:01","641","https://rionegro.datosoficiales.com/resultados/RN/4/2840/10/641/LRP.json"
6,22,14,9,14,6,28,13,29,22,49,13,0,0,0,0,"2023-04-19 15:00:01","642","https://rionegro.datosoficiales.com/resultados/RN/4/2840/10/642/LRP.json"
7,23,13,8,9,12,26,18,33,19,36,7,0,0,8,0,"2023-04-26 12:50:01","643","https://rionegro.datosoficiales.com/resultados/RN/4/2840/10/643/LRP.json"
12,15,10,10,14,18,13,39,17,43,0,35,0,0,16,0,"2023-04-19 15:25:01","644","https://rionegro.datosoficiales.com/resultados/RN/4/2840/10/644/LRP.json"
4,18,12,2,7,2,16,6,18,20,37,7,0,0,4,0,"2023-04-19 16:25:01","645","https://rionegro.datosoficiales.com/resultados/RN/4/2840/10/645/LRP.json"
3,17,16,9,4,8,14,6,33,14,31,3,0,0,0,0,"2023-04-19 15:00:01","646","https://rionegro.datosoficiales.com/resultados/RN/4/2840/10/646/LRP.json"
5,28,13,1,8,10,18,4,64,10,25,6,0,0,5,0,"2023-04-19 14:00:01","551","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/551/LRP.json"
5,18,7,5,9,16,19,12,49,11,43,13,0,0,0,0,"2023-04-19 15:00:01","552","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/552/LRP.json"
0,21,29,4,14,10,9,5,49,19,40,0,0,0,0,0,"2023-04-19 14:25:01","553","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/553/LRP.json"
7,23,0,5,13,7,10,7,57,15,42,2,0,0,8,0,"2023-04-19 15:00:01","554","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/554/LRP.json"
4,14,7,3,20,11,11,5,53,14,25,4,0,0,8,0,"2023-04-19 15:00:01","555","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/555/LRP.json"
3,20,13,1,9,7,6,4,29,9,17,1,0,0,11,0,"2023-04-19 15:00:01","556","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/556/LRP.json"
5,21,7,3,11,2,21,14,28,11,19,0,0,0,0,0,"2023-04-19 15:00:01","557","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/557/LRP.json"
9,21,23,7,6,8,12,12,27,18,50,3,0,0,18,0,"2023-04-19 15:00:01","576","https://rionegro.datosoficiales.com/resultados/RN/4/2840/12/576/LRP.json"
7,24,16,7,9,15,18,6,44,23,42,2,0,0,4,0,"2023-04-19 14:00:01","577","https://rionegro.datosoficiales.com/resultados/RN/4/2840/12/577/LRP.json"
6,24,10,9,9,9,18,5,48,21,39,2,0,0,8,0,"2023-04-19 16:00:01","578","https://rionegro.datosoficiales.com/resultados/RN/4/2840/12/578/LRP.json"
4,18,9,12,8,10,25,8,43,26,34,5,0,0,11,0,"2023-04-19 16:00:01","579","https://rionegro.datosoficiales.com/resultados/RN/4/2840/12/579/LRP.json"
11,25,12,9,11,12,16,8,41,19,39,8,0,0,8,0,"2023-04-19 16:00:01","580","https://rionegro.datosoficiales.com/resultados/RN/4/2840/12/580/LRP.json"
7,22,10,5,14,15,28,7,44,18,51,5,0,0,18,0,"2023-04-19 13:25:01","531","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/531/LRP.json"
9,34,7,10,13,9,24,14,32,25,47,6,0,0,8,0,"2023-04-19 13:25:01","532","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/532/LRP.json"
5,41,20,7,14,9,22,10,29,23,41,10,0,0,11,0,"2023-04-19 13:25:01","533","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/533/LRP.json"
7,31,21,9,12,8,16,9,35,19,57,9,0,0,10,0,"2023-04-19 14:00:01","534","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/534/LRP.json"
9,31,18,9,12,13,23,13,46,11,43,14,0,0,15,0,"2023-04-21 13:25:01","535","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/535/LRP.json"
8,28,13,8,20,16,16,13,34,14,50,2,0,0,14,0,"2023-04-19 14:00:01","536","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/536/LRP.json"
10,28,6,7,13,13,24,10,40,25,41,14,0,0,10,0,"2023-04-19 15:25:01","619","https://rionegro.datosoficiales.com/resultados/RN/4/2840/14/619/LRP.json"
5,18,0,5,12,13,19,16,23,23,53,46,0,0,2,0,"2023-04-19 15:25:01","620","https://rionegro.datosoficiales.com/resultados/RN/4/2840/14/620/LRP.json"
3,12,3,4,1,7,17,2,13,17,40,1,0,0,4,0,"2023-04-19 14:25:01","621","https://rionegro.datosoficiales.com/resultados/RN/4/2840/14/621/LRP.json"
3,20,10,1,4,8,14,6,19,12,32,4,0,0,6,0,"2023-04-19 15:25:01","622","https://rionegro.datosoficiales.com/resultados/RN/4/2840/14/622/LRP.json"
4,11,13,5,10,4,19,12,43,14,24,9,0,0,10,0,"2023-04-19 12:25:01","400","https://rionegro.datosoficiales.com/resultados/RN/4/2840/15/400/LRP.json"
8,31,13,6,10,11,19,12,16,22,45,10,0,0,13,0,"2023-04-19 14:00:01","512","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/512/LRP.json"
5,31,13,6,8,8,21,17,26,17,60,0,0,0,16,0,"2023-04-19 14:00:01","513","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/513/LRP.json"
10,24,19,6,15,5,25,14,23,18,40,15,0,0,9,0,"2023-04-19 15:00:01","514","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/514/LRP.json"
5,25,12,8,7,10,22,13,32,20,56,9,0,0,19,0,"2023-04-19 14:25:01","515","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/515/LRP.json"
7,26,19,7,9,7,25,12,29,23,47,8,0,0,16,0,"2023-04-19 14:25:01","516","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/516/LRP.json"
7,24,16,7,8,9,18,14,25,31,44,24,0,0,0,0,"2023-04-19 15:25:01","517","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/517/LRP.json"
5,29,13,14,19,7,17,13,18,20,49,20,0,0,17,0,"2023-04-19 14:00:01","518","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/518/LRP.json"
13,27,23,6,16,13,27,9,18,34,47,15,0,0,14,0,"2023-04-19 14:00:01","519","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/519/LRP.json"
5,20,10,6,9,12,17,9,65,11,22,5,0,0,3,0,"2023-04-19 13:25:01","537","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/537/LRP.json"
2,19,5,7,10,4,13,9,67,12,27,15,0,0,14,0,"2023-04-19 13:25:01","538","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/538/LRP.json"
3,13,7,4,11,6,9,6,66,13,18,6,0,0,7,0,"2023-04-19 13:25:01","539","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/539/LRP.json"
5,25,6,7,7,13,6,4,51,7,34,4,0,0,10,0,"2023-04-19 13:25:01","540","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/540/LRP.json"
2,17,11,3,12,11,18,7,59,14,24,3,0,0,6,0,"2023-04-19 12:50:01","541","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/541/LRP.json"
1,10,4,4,4,5,9,4,43,6,13,6,0,0,1,0,"2023-04-19 12:50:01","542","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/542/LRP.json"
1,10,8,2,3,8,6,3,38,6,26,0,0,0,8,0,"2023-04-19 13:25:01","543","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/543/LRP.json"
8,23,17,2,11,10,25,7,52,13,37,5,0,0,6,0,"2023-04-19 15:25:01","586","https://rionegro.datosoficiales.com/resultados/RN/4/2840/18/586/LRP.json"
9,20,15,4,13,6,21,12,44,17,39,7,0,0,9,0,"2023-04-26 08:50:01","587","https://rionegro.datosoficiales.com/resultados/RN/4/2840/18/587/LRP.json"
5,13,10,7,9,9,21,7,29,29,42,11,0,0,10,0,"2023-04-19 15:25:01","588","https://rionegro.datosoficiales.com/resultados/RN/4/2840/18/588/LRP.json"
16,19,17,7,11,13,17,4,37,15,32,3,0,0,11,0,"2023-04-19 15:25:01","589","https://rionegro.datosoficiales.com/resultados/RN/4/2840/18/589/LRP.json"
6,37,20,5,10,11,20,6,56,22,35,3,0,0,9,0,"2023-04-19 14:00:01","566","https://rionegro.datosoficiales.com/resultados/RN/4/2840/19/566/LRP.json"
4,18,15,4,6,17,11,14,38,19,52,2,0,0,9,0,"2023-04-26 08:50:01","567","https://rionegro.datosoficiales.com/resultados/RN/4/2840/19/567/LRP.json"
5,31,16,5,11,7,12,8,47,15,40,8,0,0,12,0,"2023-04-19 14:00:01","568","https://rionegro.datosoficiales.com/resultados/RN/4/2840/19/568/LRP.json"
5,20,18,7,12,16,17,11,53,19,24,20,0,0,0,0,"2023-04-19 14:25:01","569","https://rionegro.datosoficiales.com/resultados/RN/4/2840/19/569/LRP.json"
10,28,29,3,14,11,22,10,44,9,27,21,0,0,0,0,"2023-04-19 14:25:01","570","https://rionegro.datosoficiales.com/resultados/RN/4/2840/19/570/LRP.json"
3,18,7,1,5,13,8,1,35,14,27,5,0,0,4,0,"2023-04-19 16:00:01","571","https://rionegro.datosoficiales.com/resultados/RN/4/2840/19/571/LRP.json"
11,30,6,9,11,5,19,19,21,18,66,0,0,0,18,0,"2023-04-20 13:25:01","520","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/520/LRP.json"
3,27,20,12,9,11,28,15,27,28,40,25,0,0,0,0,"2023-04-19 14:00:01","521","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/521/LRP.json"
5,37,7,7,17,9,29,9,26,22,63,3,0,0,0,0,"2023-04-19 16:00:01","522","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/522/LRP.json"
9,18,17,6,14,7,29,19,20,31,52,6,0,0,11,0,"2023-04-19 12:50:01","523","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/523/LRP.json"
3,35,10,11,17,9,21,8,22,27,64,0,0,0,9,0,"2023-04-19 12:50:01","524","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/524/LRP.json"
0,20,0,2,8,6,16,13,11,5,23,18,0,0,6,0,"2023-04-20 12:25:01","525","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/525/LRP.json"
4,5,12,2,7,5,13,10,16,7,23,14,0,0,6,0,"2023-04-19 15:25:01","526","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/526/LRP.json"
6,19,19,5,7,14,24,13,42,19,37,15,0,0,17,0,"2023-04-20 14:00:02","595","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/595/LRP.json"
3,16,16,7,6,16,33,17,44,19,42,6,0,0,12,0,"2023-04-19 15:25:01","596","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/596/LRP.json"
3,22,11,6,11,17,38,10,39,14,52,4,0,0,10,0,"2023-04-19 16:00:01","597","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/597/LRP.json"
4,18,17,4,10,11,27,9,37,15,44,20,0,0,1,0,"2023-04-19 16:00:01","598","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/598/LRP.json"
9,12,18,4,11,10,18,15,22,29,57,7,0,0,15,0,"2023-04-19 16:00:01","599","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/599/LRP.json"
2,17,19,3,13,17,34,12,30,15,57,5,0,0,16,0,"2023-04-19 14:25:01","600","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/600/LRP.json"
4,24,16,7,18,9,24,12,34,17,53,7,0,0,18,0,"2023-04-19 16:00:01","601","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/601/LRP.json"
12,19,17,1,10,13,35,18,30,22,40,2,0,0,15,0,"2023-04-19 16:00:01","602","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/602/LRP.json"
4,19,10,5,15,7,18,5,21,15,41,10,0,0,8,0,"2023-04-19 14:25:01","603","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/603/LRP.json"
9,23,9,6,10,13,32,12,42,23,41,6,0,0,23,0,"2023-04-20 08:50:01","668","https://rionegro.datosoficiales.com/resultados/RN/4/2840/21/668/LRP.json"
10,21,17,8,12,12,28,7,25,19,67,17,0,0,0,0,"2023-04-20 08:50:01","669","https://rionegro.datosoficiales.com/resultados/RN/4/2840/21/669/LRP.json"
11,26,10,5,9,12,27,11,29,27,48,6,0,0,12,0,"2023-04-20 13:00:01","670","https://rionegro.datosoficiales.com/resultados/RN/4/2840/21/670/LRP.json"
4,30,17,10,7,6,35,6,29,14,54,0,0,0,0,0,"2023-04-20 09:50:01","671","https://rionegro.datosoficiales.com/resultados/RN/4/2840/21/671/LRP.json"
11,33,15,5,11,11,16,7,21,15,60,18,0,0,0,0,"2023-04-20 09:50:01","672","https://rionegro.datosoficiales.com/resultados/RN/4/2840/21/672/LRP.json"
11,24,16,6,11,5,21,11,25,13,63,7,0,0,0,0,"2023-04-20 09:25:01","673","https://rionegro.datosoficiales.com/resultados/RN/4/2840/21/673/LRP.json"
7,21,16,2,18,11,17,7,42,22,34,4,0,0,9,0,"2023-04-19 13:25:01","544","https://rionegro.datosoficiales.com/resultados/RN/4/2840/22/544/LRP.json"
5,21,14,6,16,14,14,4,66,11,27,7,0,0,7,0,"2023-04-19 13:25:01","545","https://rionegro.datosoficiales.com/resultados/RN/4/2840/22/545/LRP.json"
6,18,7,7,16,6,14,10,70,14,31,1,0,0,9,0,"2023-04-19 13:25:01","546","https://rionegro.datosoficiales.com/resultados/RN/4/2840/22/546/LRP.json"
1,19,11,3,10,15,12,14,63,13,30,6,0,0,10,0,"2023-04-19 16:00:01","547","https://rionegro.datosoficiales.com/resultados/RN/4/2840/22/547/LRP.json"
12,19,11,0,16,13,13,7,60,18,36,6,0,0,7,0,"2023-04-19 13:25:01","548","https://rionegro.datosoficiales.com/resultados/RN/4/2840/22/548/LRP.json"
5,17,9,5,13,13,18,7,57,19,39,1,0,0,8,0,"2023-04-19 13:25:01","549","https://rionegro.datosoficiales.com/resultados/RN/4/2840/22/549/LRP.json"
8,15,12,5,11,10,17,5,59,25,23,6,0,0,11,0,"2023-04-19 16:00:01","550","https://rionegro.datosoficiales.com/resultados/RN/4/2840/22/550/LRP.json"
6,23,13,11,12,4,33,13,26,21,61,10,0,0,8,0,"2023-04-19 15:00:01","623","https://rionegro.datosoficiales.com/resultados/RN/4/2840/23/623/LRP.json"
5,30,13,4,6,13,20,8,34,23,48,7,0,0,14,0,"2023-04-19 15:25:01","624","https://rionegro.datosoficiales.com/resultados/RN/4/2840/23/624/LRP.json"
7,24,11,4,8,6,24,9,34,19,60,7,0,0,8,0,"2023-04-19 14:00:01","625","https://rionegro.datosoficiales.com/resultados/RN/4/2840/23/625/LRP.json"
9,18,27,6,8,3,22,11,31,22,55,18,0,0,4,0,"2023-04-19 14:00:01","626","https://rionegro.datosoficiales.com/resultados/RN/4/2840/23/626/LRP.json"
7,19,11,12,6,6,39,8,25,21,53,5,0,0,4,0,"2023-04-19 14:00:01","627","https://rionegro.datosoficiales.com/resultados/RN/4/2840/23/627/LRP.json"
7,15,16,8,17,13,21,4,44,15,35,5,0,0,4,0,"2023-04-19 15:25:01","590","https://rionegro.datosoficiales.com/resultados/RN/4/2840/24/590/LRP.json"
4,22,13,7,6,9,23,7,41,18,32,12,0,0,16,0,"2023-04-25 13:25:01","591","https://rionegro.datosoficiales.com/resultados/RN/4/2840/24/591/LRP.json"
1,20,24,3,7,11,21,7,51,25,38,7,0,0,4,0,"2023-04-19 15:25:01","592","https://rionegro.datosoficiales.com/resultados/RN/4/2840/24/592/LRP.json"
5,22,6,0,11,8,26,7,50,17,37,3,0,0,6,0,"2023-04-19 16:00:01","593","https://rionegro.datosoficiales.com/resultados/RN/4/2840/24/593/LRP.json"
10,23,13,5,13,9,16,11,34,12,32,7,0,0,13,0,"2023-04-19 16:00:01","594","https://rionegro.datosoficiales.com/resultados/RN/4/2840/24/594/LRP.json"
6,31,20,9,8,14,23,11,31,21,31,5,0,0,7,0,"2023-04-19 15:00:01","647","https://rionegro.datosoficiales.com/resultados/RN/4/2840/25/647/LRP.json"
10,28,11,6,7,8,20,11,47,17,62,6,0,0,12,0,"2023-04-19 16:00:01","648","https://rionegro.datosoficiales.com/resultados/RN/4/2840/25/648/LRP.json"
9,19,22,9,9,14,22,14,36,17,66,2,0,0,15,0,"2023-04-19 16:00:01","649","https://rionegro.datosoficiales.com/resultados/RN/4/2840/25/649/LRP.json"
5,20,17,14,7,27,12,39,12,16,56,3,0,0,13,0,"2023-04-19 16:00:01","650","https://rionegro.datosoficiales.com/resultados/RN/4/2840/25/650/LRP.json"
7,20,30,8,5,25,10,25,21,21,60,24,0,0,10,0,"2023-04-20 09:50:01","651","https://rionegro.datosoficiales.com/resultados/RN/4/2840/25/651/LRP.json"
3,32,24,2,6,12,23,12,0,27,46,28,0,0,16,0,"2023-04-20 09:50:01","652","https://rionegro.datosoficiales.com/resultados/RN/4/2840/25/652/LRP.json"
0,15,11,7,12,8,16,9,31,15,38,5,0,0,6,0,"2023-04-20 09:50:01","653","https://rionegro.datosoficiales.com/resultados/RN/4/2840/25/653/LRP.json"
8,24,4,4,16,14,29,19,13,20,50,11,0,0,9,0,"2023-04-19 14:00:01","633","https://rionegro.datosoficiales.com/resultados/RN/4/2840/26/633/LRP.json"
7,17,15,13,7,9,34,15,15,22,51,9,0,0,10,0,"2023-04-19 14:00:01","634","https://rionegro.datosoficiales.com/resultados/RN/4/2840/26/634/LRP.json"
3,13,16,7,17,11,29,16,22,17,55,7,0,0,13,0,"2023-04-19 14:00:01","635","https://rionegro.datosoficiales.com/resultados/RN/4/2840/26/635/LRP.json"
5,21,13,6,18,12,36,12,15,23,61,4,0,0,12,0,"2023-04-19 15:25:01","636","https://rionegro.datosoficiales.com/resultados/RN/4/2840/26/636/LRP.json"
7,10,15,7,13,7,25,16,17,24,52,20,0,0,0,0,"2023-04-19 14:25:01","637","https://rionegro.datosoficiales.com/resultados/RN/4/2840/26/637/LRP.json"
7,17,15,9,8,11,35,9,33,35,50,6,0,0,15,0,"2023-04-19 16:00:01","638","https://rionegro.datosoficiales.com/resultados/RN/4/2840/26/638/LRP.json"
4,4,13,5,10,5,10,4,18,10,36,16,0,0,0,0,"2023-04-19 14:00:01","639","https://rionegro.datosoficiales.com/resultados/RN/4/2840/26/639/LRP.json"
3,18,13,9,6,5,12,8,15,10,32,3,0,0,11,0,"2023-04-19 14:00:01","640","https://rionegro.datosoficiales.com/resultados/RN/4/2840/26/640/LRP.json"
1,16,13,10,18,8,18,11,57,13,13,9,0,0,4,0,"2023-04-19 12:50:01","464","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/464/LRP.json"
5,13,8,6,12,8,16,5,69,9,23,8,0,0,5,0,"2023-04-19 12:25:01","465","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/465/LRP.json"
4,11,7,5,15,6,17,21,73,11,22,5,0,0,6,0,"2023-04-19 13:25:01","466","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/466/LRP.json"
3,21,6,7,6,7,13,11,74,16,22,3,0,0,7,0,"2023-04-19 13:25:01","467","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/467/LRP.json"
8,13,8,5,6,6,17,8,83,16,24,9,0,0,5,0,"2023-04-19 12:25:01","468","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/468/LRP.json"
4,18,10,4,15,7,18,7,63,11,27,5,0,0,4,0,"2023-04-19 16:00:01","469","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/469/LRP.json"
3,16,10,7,8,7,14,6,70,6,26,7,0,0,5,0,"2023-04-19 12:25:01","470","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/470/LRP.json"
4,16,7,11,11,9,13,4,76,8,22,7,0,0,4,0,"2023-04-19 12:25:01","471","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/471/LRP.json"
3,20,9,5,21,10,14,12,61,21,18,6,0,0,2,0,"2023-04-19 12:25:01","472","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/472/LRP.json"
