"165","216","3","424","425","426","427","428","429","430","431","BLC","COM","IMP","NUL","REC","hora_proceso","numero","url"
1,33,11,2,7,4,16,1,106,6,54,5,0,0,5,0,"2023-04-21 12:00:01","1544","https://rionegro.datosoficiales.com/resultados/RN/3/2898/14/1544/LRP.json"
0,24,12,2,2,0,33,3,117,8,44,7,0,0,0,0,"2023-04-21 10:25:01","1545","https://rionegro.datosoficiales.com/resultados/RN/3/2898/14/1545/LRP.json"
1,13,11,3,2,1,18,1,87,7,44,0,0,0,0,0,"2023-04-21 12:00:01","1546","https://rionegro.datosoficiales.com/resultados/RN/3/2898/14/1546/LRP.json"
2,17,5,2,4,0,9,4,71,6,42,4,0,0,0,0,"2023-04-21 09:50:01","1547","https://rionegro.datosoficiales.com/resultados/RN/3/2898/14/1547/LRP.json"
1,14,11,1,5,2,18,5,102,8,52,11,0,0,0,0,"2023-04-21 12:25:01","1379","https://rionegro.datosoficiales.com/resultados/RN/3/2898/15/1379/LRP.json"
2,31,8,1,13,1,35,4,107,5,34,3,0,0,5,0,"2023-04-21 12:25:01","1380","https://rionegro.datosoficiales.com/resultados/RN/3/2898/15/1380/LRP.json"
4,16,15,0,9,0,15,6,116,12,41,5,0,0,3,0,"2023-04-22 10:00:01","1381","https://rionegro.datosoficiales.com/resultados/RN/3/2898/15/1381/LRP.json"
3,27,11,0,5,1,14,8,111,4,39,17,0,0,2,0,"2023-04-21 09:50:01","1382","https://rionegro.datosoficiales.com/resultados/RN/3/2898/15/1382/LRP.json"
4,23,12,2,7,5,21,13,126,3,36,6,0,0,5,0,"2023-04-21 11:25:01","1383","https://rionegro.datosoficiales.com/resultados/RN/3/2898/15/1383/LRP.json"
3,25,22,3,4,5,20,15,44,11,82,16,0,0,6,0,"2023-04-21 14:25:01","1583","https://rionegro.datosoficiales.com/resultados/RN/3/2898/16/1583/LRP.json"
0,23,21,1,3,1,21,2,46,18,98,12,0,0,3,0,"2023-04-21 13:50:01","1584","https://rionegro.datosoficiales.com/resultados/RN/3/2898/16/1584/LRP.json"
3,22,18,1,0,4,19,8,43,13,91,12,0,0,3,0,"2023-04-21 10:25:01","1585","https://rionegro.datosoficiales.com/resultados/RN/3/2898/16/1585/LRP.json"
1,13,7,0,1,0,8,6,53,22,68,7,0,0,0,0,"2023-04-22 09:25:01","1586","https://rionegro.datosoficiales.com/resultados/RN/3/2898/16/1586/LRP.json"
3,21,13,3,16,2,8,7,119,13,44,8,0,0,3,0,"2023-04-22 13:00:01","1468","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1468/LRP.json"
4,26,9,3,11,1,22,4,104,6,39,13,0,0,7,0,"2023-04-22 13:00:01","1469","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1469/LRP.json"
0,15,14,1,3,3,22,3,128,7,34,5,0,0,4,0,"2023-04-21 16:00:01","1470","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1470/LRP.json"
2,27,21,4,7,3,23,6,107,12,33,4,0,0,4,0,"2023-04-21 15:25:01","1471","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1471/LRP.json"
3,21,9,1,6,0,20,2,129,4,49,8,0,0,4,0,"2023-04-21 16:00:01","1472","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1472/LRP.json"
2,13,11,1,7,5,11,0,83,6,16,3,0,0,2,0,"2023-04-21 12:00:01","1473","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1473/LRP.json"
4,13,9,1,11,0,8,2,34,8,28,5,0,0,5,0,"2023-04-22 12:25:01","1474","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1474/LRP.json"
2,27,12,3,11,4,22,7,79,5,66,7,0,0,5,0,"2023-04-21 13:25:01","1531","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1531/LRP.json"
3,15,7,2,6,4,40,7,78,12,77,5,0,0,2,0,"2023-04-22 13:00:01","1532","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1532/LRP.json"
5,16,23,6,5,3,15,3,73,11,87,9,0,0,8,0,"2023-04-21 13:25:01","1533","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1533/LRP.json"
0,26,19,0,8,3,19,9,70,13,75,14,0,0,26,0,"2023-04-21 14:25:01","1534","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1534/LRP.json"
2,25,11,4,6,1,21,5,91,8,74,8,0,0,10,0,"2023-04-21 14:25:01","1535","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1535/LRP.json"
3,16,19,5,4,2,37,7,66,12,30,6,0,0,12,0,"2023-04-21 13:50:01","1536","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1536/LRP.json"
1,18,13,4,5,3,18,11,124,9,55,12,0,0,3,0,"2023-04-21 14:25:01","1499","https://rionegro.datosoficiales.com/resultados/RN/3/2898/19/1499/LRP.json"
2,18,15,0,7,2,16,7,109,6,101,0,0,0,6,0,"2023-04-21 12:25:01","1500","https://rionegro.datosoficiales.com/resultados/RN/3/2898/19/1500/LRP.json"
2,20,8,0,8,3,26,10,114,7,62,2,0,0,5,0,"2023-04-21 12:25:01","1501","https://rionegro.datosoficiales.com/resultados/RN/3/2898/19/1501/LRP.json"
0,17,38,3,5,0,18,5,99,11,61,15,0,0,0,0,"2023-04-21 12:00:01","1502","https://rionegro.datosoficiales.com/resultados/RN/3/2898/19/1502/LRP.json"
4,13,0,1,11,0,27,4,135,4,67,4,0,0,13,0,"2023-04-22 12:25:01","1503","https://rionegro.datosoficiales.com/resultados/RN/3/2898/19/1503/LRP.json"
5,24,17,5,6,3,32,9,93,7,60,6,0,0,7,0,"2023-04-22 10:00:01","1412","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1412/LRP.json"
3,19,9,2,6,3,23,16,90,16,37,8,0,0,9,0,"2023-04-22 10:00:01","1413","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1413/LRP.json"
2,18,13,0,9,0,15,8,112,8,51,13,0,0,4,0,"2023-04-21 13:25:01","1414","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1414/LRP.json"
3,22,8,4,2,1,25,7,87,10,60,6,0,0,7,0,"2023-04-22 10:00:01","1415","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1415/LRP.json"
2,11,20,3,7,0,38,6,85,13,47,15,0,0,1,0,"2023-04-21 13:00:01","1416","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1416/LRP.json"
0,25,26,2,7,5,23,4,79,8,55,10,0,0,8,0,"2023-04-21 13:00:01","1417","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1417/LRP.json"
2,16,13,5,5,1,28,4,80,6,67,17,0,0,15,0,"2023-04-21 11:25:01","1418","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1418/LRP.json"
2,27,19,2,6,2,22,4,49,5,68,19,0,0,5,0,"2023-04-22 13:00:01","1575","https://rionegro.datosoficiales.com/resultados/RN/3/2898/20/1575/LRP.json"
2,16,25,1,10,3,25,3,51,7,74,18,0,0,0,0,"2023-04-22 09:25:01","1576","https://rionegro.datosoficiales.com/resultados/RN/3/2898/20/1576/LRP.json"
1,24,13,1,5,5,30,5,52,7,77,10,0,0,0,0,"2023-04-21 14:25:01","1577","https://rionegro.datosoficiales.com/resultados/RN/3/2898/20/1577/LRP.json"
2,15,12,3,7,1,32,2,42,3,35,11,0,0,3,0,"2023-04-22 10:25:01","1578","https://rionegro.datosoficiales.com/resultados/RN/3/2898/20/1578/LRP.json"
4,17,19,8,5,7,31,5,75,10,59,14,0,0,10,0,"2023-04-22 13:00:01","1441","https://rionegro.datosoficiales.com/resultados/RN/3/2898/21/1441/LRP.json"
1,21,15,2,6,4,17,3,84,10,69,17,0,0,7,0,"2023-04-21 12:25:01","1442","https://rionegro.datosoficiales.com/resultados/RN/3/2898/21/1442/LRP.json"
2,18,8,0,3,5,31,6,80,8,88,11,0,0,0,0,"2023-04-22 13:17:01","1443","https://rionegro.datosoficiales.com/resultados/RN/3/2898/21/1443/LRP.json"
3,23,13,4,5,2,35,6,78,7,58,8,0,0,11,0,"2023-04-22 13:00:01","1444","https://rionegro.datosoficiales.com/resultados/RN/3/2898/21/1444/LRP.json"
6,12,0,1,9,1,32,5,79,6,88,9,0,0,3,0,"2023-04-22 13:00:01","1445","https://rionegro.datosoficiales.com/resultados/RN/3/2898/21/1445/LRP.json"
1,28,15,2,7,4,26,6,88,10,53,12,0,0,3,0,"2023-04-22 10:00:01","1450","https://rionegro.datosoficiales.com/resultados/RN/3/2898/22/1450/LRP.json"
2,14,5,2,8,3,33,10,95,5,68,11,0,0,7,0,"2023-04-21 13:50:01","1451","https://rionegro.datosoficiales.com/resultados/RN/3/2898/22/1451/LRP.json"
2,13,21,3,9,1,31,5,107,8,59,9,0,0,4,0,"2023-04-21 15:00:01","1452","https://rionegro.datosoficiales.com/resultados/RN/3/2898/22/1452/LRP.json"
4,22,18,0,17,1,24,6,98,6,44,17,0,0,7,0,"2023-04-21 15:00:01","1453","https://rionegro.datosoficiales.com/resultados/RN/3/2898/22/1453/LRP.json"
2,21,12,0,7,0,20,11,118,2,50,5,0,0,5,0,"2023-04-21 14:25:01","1454","https://rionegro.datosoficiales.com/resultados/RN/3/2898/22/1454/LRP.json"
1,20,13,1,6,0,22,4,84,10,89,5,0,0,7,0,"2023-04-21 13:00:01","1517","https://rionegro.datosoficiales.com/resultados/RN/3/2898/23/1517/LRP.json"
4,13,23,6,8,2,28,14,77,7,66,0,0,0,6,0,"2023-04-21 13:00:01","1518","https://rionegro.datosoficiales.com/resultados/RN/3/2898/23/1518/LRP.json"
2,12,20,3,3,1,20,13,90,8,64,8,0,0,8,0,"2023-04-21 13:25:01","1519","https://rionegro.datosoficiales.com/resultados/RN/3/2898/23/1519/LRP.json"
2,17,34,1,8,3,23,4,86,18,53,14,0,0,0,0,"2023-04-22 09:25:01","1520","https://rionegro.datosoficiales.com/resultados/RN/3/2898/23/1520/LRP.json"
2,18,36,5,3,1,23,5,74,11,68,10,0,0,9,0,"2023-04-21 13:25:01","1521","https://rionegro.datosoficiales.com/resultados/RN/3/2898/23/1521/LRP.json"
4,26,8,4,8,3,1,8,75,8,79,45,0,0,0,0,"2023-04-21 14:25:01","1522","https://rionegro.datosoficiales.com/resultados/RN/3/2898/23/1522/LRP.json"
1,12,11,5,3,0,20,2,46,5,32,8,0,0,6,0,"2023-04-21 14:25:01","1523","https://rionegro.datosoficiales.com/resultados/RN/3/2898/23/1523/LRP.json"
1,28,17,1,6,3,9,5,106,4,54,20,0,0,0,0,"2023-04-22 10:00:01","1384","https://rionegro.datosoficiales.com/resultados/RN/3/2898/24/1384/LRP.json"
6,27,10,1,8,0,23,9,116,14,39,7,0,0,1,0,"2023-04-22 10:00:01","1385","https://rionegro.datosoficiales.com/resultados/RN/3/2898/24/1385/LRP.json"
1,27,7,0,15,1,16,5,102,12,46,10,0,0,0,0,"2023-04-22 12:25:01","1386","https://rionegro.datosoficiales.com/resultados/RN/3/2898/24/1386/LRP.json"
1,21,23,1,8,2,34,7,98,8,37,11,0,0,10,0,"2023-04-21 11:25:01","1387","https://rionegro.datosoficiales.com/resultados/RN/3/2898/24/1387/LRP.json"
0,10,4,3,4,1,7,4,77,4,28,2,0,0,2,0,"2023-04-21 14:25:01","1388","https://rionegro.datosoficiales.com/resultados/RN/3/2898/24/1388/LRP.json"
3,24,12,5,6,5,18,2,107,6,64,12,0,0,8,0,"2023-04-21 13:00:01","1481","https://rionegro.datosoficiales.com/resultados/RN/3/2898/25/1481/LRP.json"
1,27,20,3,6,1,32,7,102,12,50,6,0,0,7,0,"2023-04-21 12:25:01","1482","https://rionegro.datosoficiales.com/resultados/RN/3/2898/25/1482/LRP.json"
2,12,18,5,4,4,31,7,97,12,53,10,0,0,8,0,"2023-04-22 12:25:01","1483","https://rionegro.datosoficiales.com/resultados/RN/3/2898/25/1483/LRP.json"
4,23,18,5,9,1,19,8,109,14,44,3,0,0,8,0,"2023-04-21 13:00:01","1484","https://rionegro.datosoficiales.com/resultados/RN/3/2898/25/1484/LRP.json"
2,7,7,5,5,1,20,2,58,12,30,8,0,0,3,0,"2023-04-21 13:00:01","1485","https://rionegro.datosoficiales.com/resultados/RN/3/2898/25/1485/LRP.json"
2,12,15,5,1,3,11,3,56,5,34,11,0,0,0,0,"2023-04-22 12:25:01","1486","https://rionegro.datosoficiales.com/resultados/RN/3/2898/25/1486/LRP.json"
1,0,12,3,3,5,25,5,91,15,62,39,0,0,5,0,"2023-04-21 12:25:01","1504","https://rionegro.datosoficiales.com/resultados/RN/3/2898/26/1504/LRP.json"
1,20,16,1,14,1,21,6,143,5,48,3,0,0,3,0,"2023-04-21 12:00:01","1505","https://rionegro.datosoficiales.com/resultados/RN/3/2898/26/1505/LRP.json"
3,20,15,4,9,2,25,9,114,8,39,12,0,0,9,0,"2023-04-21 13:25:01","1506","https://rionegro.datosoficiales.com/resultados/RN/3/2898/26/1506/LRP.json"
3,24,18,0,12,1,17,5,121,12,59,6,0,0,10,0,"2023-04-21 11:25:01","1507","https://rionegro.datosoficiales.com/resultados/RN/3/2898/26/1507/LRP.json"
0,3,8,0,6,2,3,3,75,3,28,2,0,0,3,0,"2023-04-22 10:25:01","1508","https://rionegro.datosoficiales.com/resultados/RN/3/2898/26/1508/LRP.json"
0,11,8,6,3,2,13,3,63,3,23,1,0,0,1,0,"2023-04-21 12:00:01","1509","https://rionegro.datosoficiales.com/resultados/RN/3/2898/26/1509/LRP.json"
2,20,15,4,13,1,28,6,96,7,47,23,0,0,0,0,"2023-04-21 13:00:01","1389","https://rionegro.datosoficiales.com/resultados/RN/3/2898/27/1389/LRP.json"
4,20,12,3,7,0,18,8,118,8,48,16,0,0,0,0,"2023-04-21 13:00:01","1390","https://rionegro.datosoficiales.com/resultados/RN/3/2898/27/1390/LRP.json"
1,28,13,0,12,0,25,5,113,3,49,6,0,0,9,0,"2023-04-21 13:00:01","1391","https://rionegro.datosoficiales.com/resultados/RN/3/2898/27/1391/LRP.json"
2,19,16,1,0,3,21,7,106,9,38,15,0,0,7,0,"2023-04-21 12:25:01","1392","https://rionegro.datosoficiales.com/resultados/RN/3/2898/27/1392/LRP.json"
2,28,11,3,3,3,19,7,108,11,52,5,0,0,10,0,"2023-04-22 10:00:01","1393","https://rionegro.datosoficiales.com/resultados/RN/3/2898/27/1393/LRP.json"
1,20,18,3,12,0,31,11,105,5,29,9,0,0,5,0,"2023-04-21 12:25:01","1394","https://rionegro.datosoficiales.com/resultados/RN/3/2898/27/1394/LRP.json"
4,17,21,4,3,1,35,6,42,12,83,22,0,0,0,0,"2023-04-22 10:00:01","1548","https://rionegro.datosoficiales.com/resultados/RN/3/2898/28/1548/LRP.json"
2,19,16,7,2,2,42,9,44,0,77,16,0,0,2,0,"2023-04-22 13:00:01","1549","https://rionegro.datosoficiales.com/resultados/RN/3/2898/28/1549/LRP.json"
3,15,22,3,9,0,32,8,59,12,61,19,0,0,6,0,"2023-04-21 12:25:01","1550","https://rionegro.datosoficiales.com/resultados/RN/3/2898/28/1550/LRP.json"
2,16,23,3,4,1,27,10,43,4,104,8,0,0,6,0,"2023-04-21 13:50:01","1551","https://rionegro.datosoficiales.com/resultados/RN/3/2898/28/1551/LRP.json"
1,7,25,3,6,4,41,3,47,8,77,14,0,0,10,0,"2023-04-22 10:25:01","1552","https://rionegro.datosoficiales.com/resultados/RN/3/2898/28/1552/LRP.json"
0,15,15,1,6,4,21,8,49,11,140,0,0,0,0,0,"2023-04-22 10:25:01","1553","https://rionegro.datosoficiales.com/resultados/RN/3/2898/28/1553/LRP.json"
0,11,18,3,8,2,36,6,45,10,68,11,0,0,2,0,"2023-04-22 13:17:01","1554","https://rionegro.datosoficiales.com/resultados/RN/3/2898/28/1554/LRP.json"
1,13,21,2,3,3,28,8,84,13,70,8,0,0,6,0,"2023-04-21 12:00:01","1510","https://rionegro.datosoficiales.com/resultados/RN/3/2898/29/1510/LRP.json"
3,15,16,0,10,0,16,9,90,17,64,10,0,0,7,0,"2023-04-21 12:25:01","1511","https://rionegro.datosoficiales.com/resultados/RN/3/2898/29/1511/LRP.json"
2,13,15,0,5,2,22,9,76,10,86,2,0,0,14,0,"2023-04-21 12:25:01","1512","https://rionegro.datosoficiales.com/resultados/RN/3/2898/29/1512/LRP.json"
3,17,21,3,5,1,20,5,91,5,72,4,0,0,4,0,"2023-04-21 13:00:01","1513","https://rionegro.datosoficiales.com/resultados/RN/3/2898/29/1513/LRP.json"
0,26,9,5,6,0,39,3,89,12,67,18,0,0,5,0,"2023-04-21 13:00:01","1514","https://rionegro.datosoficiales.com/resultados/RN/3/2898/29/1514/LRP.json"
3,23,10,2,3,2,26,9,86,10,57,12,0,0,3,0,"2023-04-22 10:00:01","1515","https://rionegro.datosoficiales.com/resultados/RN/3/2898/29/1515/LRP.json"
2,17,28,2,3,2,23,0,78,11,82,21,0,0,0,0,"2023-04-21 13:00:01","1516","https://rionegro.datosoficiales.com/resultados/RN/3/2898/29/1516/LRP.json"
1,21,16,3,6,4,35,9,89,5,57,24,0,0,0,0,"2023-04-21 12:00:01","1475","https://rionegro.datosoficiales.com/resultados/RN/3/2898/3/1475/LRP.json"
4,11,19,4,9,1,25,4,107,7,54,14,0,0,11,0,"2023-04-21 12:00:01","1476","https://rionegro.datosoficiales.com/resultados/RN/3/2898/3/1476/LRP.json"
2,21,22,1,10,3,37,8,105,13,43,4,0,0,0,0,"2023-04-21 12:25:01","1477","https://rionegro.datosoficiales.com/resultados/RN/3/2898/3/1477/LRP.json"
2,23,14,2,8,1,26,3,94,6,58,8,0,0,5,0,"2023-04-21 12:25:01","1478","https://rionegro.datosoficiales.com/resultados/RN/3/2898/3/1478/LRP.json"
1,28,9,6,7,2,20,9,94,5,59,18,0,0,0,0,"2023-04-21 13:00:01","1479","https://rionegro.datosoficiales.com/resultados/RN/3/2898/3/1479/LRP.json"
2,16,7,3,10,2,30,1,98,4,62,17,0,0,10,0,"2023-04-21 13:25:01","1480","https://rionegro.datosoficiales.com/resultados/RN/3/2898/3/1480/LRP.json"
2,21,13,0,2,1,34,4,116,5,24,11,0,0,5,0,"2023-04-21 13:00:01","1487","https://rionegro.datosoficiales.com/resultados/RN/3/2898/30/1487/LRP.json"
0,13,4,5,5,2,28,3,118,13,27,8,0,0,0,0,"2023-04-21 13:00:01","1488","https://rionegro.datosoficiales.com/resultados/RN/3/2898/30/1488/LRP.json"
0,16,10,1,6,2,23,2,117,5,32,11,0,0,11,0,"2023-04-21 13:00:01","1489","https://rionegro.datosoficiales.com/resultados/RN/3/2898/30/1489/LRP.json"
1,19,5,4,8,2,18,6,141,5,27,10,0,0,3,0,"2023-04-21 13:00:01","1490","https://rionegro.datosoficiales.com/resultados/RN/3/2898/30/1490/LRP.json"
0,22,11,3,1,0,7,4,141,6,45,5,0,0,7,0,"2023-04-21 13:25:01","1491","https://rionegro.datosoficiales.com/resultados/RN/3/2898/30/1491/LRP.json"
2,16,13,4,3,0,21,2,137,5,37,8,0,0,3,0,"2023-04-22 13:00:01","1492","https://rionegro.datosoficiales.com/resultados/RN/3/2898/30/1492/LRP.json"
3,19,7,1,10,0,30,7,110,14,40,15,0,0,5,0,"2023-04-22 13:00:01","1461","https://rionegro.datosoficiales.com/resultados/RN/3/2898/31/1461/LRP.json"
2,14,16,1,7,1,18,5,122,10,42,0,0,0,7,0,"2023-04-22 13:00:01","1462","https://rionegro.datosoficiales.com/resultados/RN/3/2898/31/1462/LRP.json"
4,16,8,2,5,2,26,8,118,13,39,10,0,0,6,0,"2023-04-22 13:00:01","1463","https://rionegro.datosoficiales.com/resultados/RN/3/2898/31/1463/LRP.json"
3,23,11,1,11,1,22,7,124,12,22,12,0,0,1,0,"2023-04-22 13:00:01","1464","https://rionegro.datosoficiales.com/resultados/RN/3/2898/31/1464/LRP.json"
1,18,7,1,13,0,23,4,121,6,37,5,0,0,6,0,"2023-04-22 13:00:01","1465","https://rionegro.datosoficiales.com/resultados/RN/3/2898/31/1465/LRP.json"
2,18,9,2,2,1,20,6,114,7,51,6,0,0,4,0,"2023-04-22 13:00:01","1466","https://rionegro.datosoficiales.com/resultados/RN/3/2898/31/1466/LRP.json"
2,18,7,1,9,1,25,8,118,8,34,13,0,0,8,0,"2023-04-22 13:00:01","1467","https://rionegro.datosoficiales.com/resultados/RN/3/2898/31/1467/LRP.json"
0,20,14,5,7,3,23,13,81,7,78,17,0,0,4,0,"2023-04-22 12:25:01","1524","https://rionegro.datosoficiales.com/resultados/RN/3/2898/32/1524/LRP.json"
4,16,10,5,6,1,38,3,78,5,78,0,0,0,9,0,"2023-04-22 10:00:01","1525","https://rionegro.datosoficiales.com/resultados/RN/3/2898/32/1525/LRP.json"
5,18,5,6,16,5,20,7,79,11,58,15,0,0,19,0,"2023-04-22 13:00:01","1526","https://rionegro.datosoficiales.com/resultados/RN/3/2898/32/1526/LRP.json"
16,18,2,4,6,1,40,5,81,7,57,5,0,0,14,0,"2023-04-22 13:00:01","1527","https://rionegro.datosoficiales.com/resultados/RN/3/2898/32/1527/LRP.json"
0,12,18,4,8,2,20,6,88,7,58,20,0,0,14,0,"2023-04-22 09:25:01","1528","https://rionegro.datosoficiales.com/resultados/RN/3/2898/32/1528/LRP.json"
3,28,19,5,3,1,36,0,74,21,43,11,0,0,10,0,"2023-04-21 14:25:01","1529","https://rionegro.datosoficiales.com/resultados/RN/3/2898/32/1529/LRP.json"
1,13,19,2,4,2,36,3,78,6,65,12,0,0,14,0,"2023-04-21 14:25:01","1530","https://rionegro.datosoficiales.com/resultados/RN/3/2898/32/1530/LRP.json"
3,26,19,12,8,1,35,9,76,5,60,14,0,0,5,0,"2023-04-22 12:25:01","1537","https://rionegro.datosoficiales.com/resultados/RN/3/2898/33/1537/LRP.json"
2,32,15,13,7,2,31,13,81,7,47,11,0,0,4,0,"2023-04-21 14:25:01","1538","https://rionegro.datosoficiales.com/resultados/RN/3/2898/33/1538/LRP.json"
2,22,2,15,6,4,26,11,77,5,64,20,0,0,15,0,"2023-04-21 14:25:01","1539","https://rionegro.datosoficiales.com/resultados/RN/3/2898/33/1539/LRP.json"
0,6,7,10,3,0,15,7,40,5,37,11,0,0,13,0,"2023-04-22 10:00:01","1540","https://rionegro.datosoficiales.com/resultados/RN/3/2898/33/1540/LRP.json"
0,13,6,12,4,3,10,3,58,5,25,6,0,0,8,0,"2023-04-22 10:25:01","1541","https://rionegro.datosoficiales.com/resultados/RN/3/2898/33/1541/LRP.json"
3,21,16,2,2,1,22,5,99,10,79,12,0,0,4,0,"2023-04-21 13:50:01","1567","https://rionegro.datosoficiales.com/resultados/RN/3/2898/34/1567/LRP.json"
0,20,54,3,11,4,16,6,82,9,52,12,0,0,5,0,"2023-04-21 13:25:01","1568","https://rionegro.datosoficiales.com/resultados/RN/3/2898/34/1568/LRP.json"
2,12,22,4,7,4,20,2,96,9,56,30,0,0,4,0,"2023-04-21 13:25:01","1569","https://rionegro.datosoficiales.com/resultados/RN/3/2898/34/1569/LRP.json"
4,15,28,1,5,3,22,6,95,4,78,14,0,0,2,0,"2023-04-21 14:25:01","1570","https://rionegro.datosoficiales.com/resultados/RN/3/2898/34/1570/LRP.json"
2,13,26,1,6,3,21,8,82,10,89,5,0,0,6,0,"2023-04-21 13:50:01","1571","https://rionegro.datosoficiales.com/resultados/RN/3/2898/34/1571/LRP.json"
1,7,18,5,3,1,20,1,58,9,48,24,0,0,1,0,"2023-04-22 10:00:01","1572","https://rionegro.datosoficiales.com/resultados/RN/3/2898/34/1572/LRP.json"
1,14,8,1,3,1,16,7,44,3,29,4,0,0,10,0,"2023-04-21 14:25:01","1573","https://rionegro.datosoficiales.com/resultados/RN/3/2898/35/1573/LRP.json"
0,19,4,0,1,2,16,4,37,3,29,25,0,0,0,0,"2023-04-21 14:25:01","1574","https://rionegro.datosoficiales.com/resultados/RN/3/2898/35/1574/LRP.json"
1,18,24,3,11,4,14,8,63,12,81,9,0,0,5,0,"2023-04-21 15:00:01","1579","https://rionegro.datosoficiales.com/resultados/RN/3/2898/36/1579/LRP.json"
3,31,14,3,4,7,33,12,55,13,49,13,0,0,0,0,"2023-04-21 16:00:01","1580","https://rionegro.datosoficiales.com/resultados/RN/3/2898/36/1580/LRP.json"
0,2,9,3,5,1,25,2,12,7,48,8,0,0,0,0,"2023-04-21 16:25:01","1581","https://rionegro.datosoficiales.com/resultados/RN/3/2898/36/1581/LRP.json"
2,19,16,1,6,1,14,8,30,7,25,6,0,0,4,0,"2023-04-22 13:00:01","1582","https://rionegro.datosoficiales.com/resultados/RN/3/2898/36/1582/LRP.json"
2,21,7,1,8,0,23,8,109,9,31,4,0,0,5,0,"2023-04-21 13:25:01","1436","https://rionegro.datosoficiales.com/resultados/RN/3/2898/37/1436/LRP.json"
0,21,19,1,5,0,11,6,87,7,47,5,0,0,3,0,"2023-04-21 12:00:01","1437","https://rionegro.datosoficiales.com/resultados/RN/3/2898/37/1437/LRP.json"
3,25,4,0,5,3,17,4,121,3,34,5,0,0,5,0,"2023-04-21 13:25:01","1438","https://rionegro.datosoficiales.com/resultados/RN/3/2898/37/1438/LRP.json"
2,15,13,1,7,2,16,1,105,4,48,13,0,0,3,0,"2023-04-21 12:25:01","1439","https://rionegro.datosoficiales.com/resultados/RN/3/2898/37/1439/LRP.json"
1,17,11,0,5,1,16,1,82,5,20,6,0,0,4,0,"2023-04-21 13:00:01","1440","https://rionegro.datosoficiales.com/resultados/RN/3/2898/37/1440/LRP.json"
7,18,24,2,10,2,16,6,101,8,87,5,0,0,0,0,"2023-04-22 10:00:01","1446","https://rionegro.datosoficiales.com/resultados/RN/3/2898/4/1446/LRP.json"
3,17,31,6,6,1,24,10,75,10,47,12,0,0,13,0,"2023-04-21 12:00:01","1447","https://rionegro.datosoficiales.com/resultados/RN/3/2898/4/1447/LRP.json"
1,17,23,0,5,2,35,5,90,5,54,14,0,0,8,0,"2023-04-21 12:00:01","1448","https://rionegro.datosoficiales.com/resultados/RN/3/2898/4/1448/LRP.json"
3,9,12,1,1,4,11,5,58,4,41,4,0,0,6,0,"2023-04-22 10:00:01","1449","https://rionegro.datosoficiales.com/resultados/RN/3/2898/4/1449/LRP.json"
7,21,20,0,4,1,24,8,93,4,63,8,0,0,8,0,"2023-04-22 10:00:01","1455","https://rionegro.datosoficiales.com/resultados/RN/3/2898/5/1455/LRP.json"
2,22,11,1,7,4,25,4,89,9,53,10,0,0,8,0,"2023-04-21 13:25:01","1456","https://rionegro.datosoficiales.com/resultados/RN/3/2898/5/1456/LRP.json"
4,28,20,2,5,0,22,5,96,10,52,3,0,0,10,0,"2023-04-21 13:00:01","1457","https://rionegro.datosoficiales.com/resultados/RN/3/2898/5/1457/LRP.json"
3,20,20,5,8,1,19,7,92,8,58,7,0,0,8,0,"2023-04-22 10:00:01","1458","https://rionegro.datosoficiales.com/resultados/RN/3/2898/5/1458/LRP.json"
1,12,4,3,8,0,22,0,93,5,33,4,0,0,4,0,"2023-04-21 13:25:01","1459","https://rionegro.datosoficiales.com/resultados/RN/3/2898/5/1459/LRP.json"
2,14,12,0,4,1,21,7,66,8,33,17,0,0,0,0,"2023-04-22 10:25:01","1460","https://rionegro.datosoficiales.com/resultados/RN/3/2898/5/1460/LRP.json"
3,25,18,5,4,4,26,3,73,13,75,24,0,0,0,0,"2023-04-22 10:00:01","1559","https://rionegro.datosoficiales.com/resultados/RN/3/2898/6/1559/LRP.json"
3,18,16,2,11,0,31,5,59,5,82,14,0,0,11,0,"2023-04-21 12:00:01","1560","https://rionegro.datosoficiales.com/resultados/RN/3/2898/6/1560/LRP.json"
