"165","216","424","425","426","427","428","429","430","431","BLC","COM","IMP","NUL","REC","hora_proceso","numero","url"
1,24,1,1,0,11,10,11,28,52,95,0,0,10,0,"2023-04-16 22:00:01","1709","https://rionegro.datosoficiales.com/resultados/RN/3/2894/6/1709/GOB.json"
0,25,0,1,1,6,9,16,28,87,66,0,0,3,0,"2023-04-16 22:20:01","1710","https://rionegro.datosoficiales.com/resultados/RN/3/2894/6/1710/GOB.json"
1,34,3,39,1,12,8,12,0,69,68,2,0,7,0,"2023-04-16 22:00:01","1711","https://rionegro.datosoficiales.com/resultados/RN/3/2894/6/1711/GOB.json"
0,39,0,2,1,12,11,11,52,51,1,0,0,7,1,"2023-04-16 22:20:01","1712","https://rionegro.datosoficiales.com/resultados/RN/3/2894/6/1712/GOB.json"
0,28,2,1,0,22,5,10,26,72,85,0,2,3,0,"2023-04-16 22:00:01","1713","https://rionegro.datosoficiales.com/resultados/RN/3/2894/6/1713/GOB.json"
1,23,0,0,0,19,16,16,40,58,2,0,0,4,0,"2023-04-16 22:00:01","1714","https://rionegro.datosoficiales.com/resultados/RN/3/2894/6/1714/GOB.json"
165,27,0,1,3,9,10,18,21,75,0,0,0,5,0,"2023-04-16 22:00:01","1715","https://rionegro.datosoficiales.com/resultados/RN/3/2894/6/1715/GOB.json"
1,34,2,1,1,18,4,9,35,69,69,1,0,1,0,"2023-04-16 22:20:01","1716","https://rionegro.datosoficiales.com/resultados/RN/3/2894/6/1716/GOB.json"
0,27,1,1,0,16,7,9,54,71,48,0,2,7,0,"2023-04-16 22:30:01","1717","https://rionegro.datosoficiales.com/resultados/RN/3/2894/7/1717/GOB.json"
0,27,2,0,0,25,11,11,14,64,87,0,0,1,0,"2023-04-16 22:25:02","1718","https://rionegro.datosoficiales.com/resultados/RN/3/2894/7/1718/GOB.json"
1,29,0,1,2,18,7,10,33,73,43,0,0,13,0,"2023-04-16 22:25:02","1720","https://rionegro.datosoficiales.com/resultados/RN/3/2894/7/1720/GOB.json"
0,27,1,1,3,15,6,10,28,56,14,0,0,3,1,"2023-04-16 22:20:01","1721","https://rionegro.datosoficiales.com/resultados/RN/3/2894/7/1721/GOB.json"
0,43,1,0,1,18,10,16,40,44,18,0,0,5,0,"2023-04-16 22:15:01","1722","https://rionegro.datosoficiales.com/resultados/RN/3/2894/7/1722/GOB.json"
1,27,0,1,0,10,7,18,48,65,50,1,0,7,0,"2023-04-16 21:55:01","1723","https://rionegro.datosoficiales.com/resultados/RN/3/2894/7/1723/GOB.json"
2,54,8,6,6,37,8,44,13,62,5,1,0,9,0,"2023-04-16 22:10:01","1641","https://rionegro.datosoficiales.com/resultados/RN/3/2897/1/1641/GOB.json"
5,43,7,10,2,36,12,53,10,57,4,0,0,6,0,"2023-04-16 20:40:01","1642","https://rionegro.datosoficiales.com/resultados/RN/3/2897/1/1642/GOB.json"
3,59,10,7,1,32,18,44,16,41,1,0,0,0,6,"2023-04-16 20:40:01","1643","https://rionegro.datosoficiales.com/resultados/RN/3/2897/1/1643/GOB.json"
3,45,3,4,3,15,17,77,19,51,3,0,0,13,0,"2023-04-16 20:40:01","1644","https://rionegro.datosoficiales.com/resultados/RN/3/2897/1/1644/GOB.json"
1,55,7,3,3,20,8,67,13,46,4,0,0,7,0,"2023-04-16 22:15:01","1645","https://rionegro.datosoficiales.com/resultados/RN/3/2897/1/1645/GOB.json"
2,41,6,8,9,31,18,78,10,38,6,0,0,4,0,"2023-04-16 21:55:01","1646","https://rionegro.datosoficiales.com/resultados/RN/3/2897/1/1646/GOB.json"
2,45,4,10,4,34,10,60,17,52,5,0,0,6,0,"2023-04-16 20:40:01","1647","https://rionegro.datosoficiales.com/resultados/RN/3/2897/1/1647/GOB.json"
3,57,8,2,3,32,14,45,7,53,6,1,0,8,0,"2023-04-16 22:00:01","1648","https://rionegro.datosoficiales.com/resultados/RN/3/2897/1/1648/GOB.json"
2,53,6,6,0,30,8,56,12,47,4,0,0,11,0,"2023-04-16 21:20:01","1626","https://rionegro.datosoficiales.com/resultados/RN/3/2897/2/1626/GOB.json"
6,42,10,8,2,32,5,50,10,76,6,0,0,5,0,"2023-04-16 21:40:01","1627","https://rionegro.datosoficiales.com/resultados/RN/3/2897/2/1627/GOB.json"
7,41,9,9,2,33,13,56,11,57,6,0,0,10,0,"2023-04-16 21:40:01","1628","https://rionegro.datosoficiales.com/resultados/RN/3/2897/2/1628/GOB.json"
2,44,12,12,5,22,13,57,11,45,3,0,0,16,0,"2023-04-16 21:25:01","1629","https://rionegro.datosoficiales.com/resultados/RN/3/2897/2/1629/GOB.json"
4,53,12,4,1,41,17,58,7,42,4,0,0,13,0,"2023-04-16 21:25:01","1630","https://rionegro.datosoficiales.com/resultados/RN/3/2897/2/1630/GOB.json"
3,34,15,5,5,41,8,53,13,55,0,0,0,5,0,"2023-04-16 21:25:01","1631","https://rionegro.datosoficiales.com/resultados/RN/3/2897/2/1631/GOB.json"
3,41,4,7,4,30,6,63,19,46,2,3,0,11,0,"2023-04-16 21:35:01","1632","https://rionegro.datosoficiales.com/resultados/RN/3/2897/2/1632/GOB.json"
1,47,11,7,4,41,15,66,9,38,4,2,0,16,0,"2023-04-16 21:30:01","1633","https://rionegro.datosoficiales.com/resultados/RN/3/2897/3/1633/GOB.json"
1,52,11,8,6,37,14,65,9,39,5,0,0,7,0,"2023-04-16 20:40:01","1634","https://rionegro.datosoficiales.com/resultados/RN/3/2897/3/1634/GOB.json"
2,35,3,6,2,33,14,77,12,45,6,0,0,14,0,"2023-04-16 20:40:01","1635","https://rionegro.datosoficiales.com/resultados/RN/3/2897/3/1635/GOB.json"
6,38,6,8,0,34,15,68,9,53,3,0,0,11,0,"2023-04-16 20:40:01","1636","https://rionegro.datosoficiales.com/resultados/RN/3/2897/3/1636/GOB.json"
3,34,7,13,4,43,13,49,11,41,5,0,0,13,0,"2023-04-16 21:30:01","1637","https://rionegro.datosoficiales.com/resultados/RN/3/2897/3/1637/GOB.json"
4,49,10,8,2,22,6,64,11,49,6,0,0,8,0,"2023-04-16 20:40:01","1638","https://rionegro.datosoficiales.com/resultados/RN/3/2897/3/1638/GOB.json"
1,45,12,5,3,26,9,65,10,38,1,0,0,15,0,"2023-04-16 21:25:01","1640","https://rionegro.datosoficiales.com/resultados/RN/3/2897/3/1640/GOB.json"
1,50,9,15,3,21,17,67,9,50,3,2,0,7,0,"2023-04-16 21:30:01","1606","https://rionegro.datosoficiales.com/resultados/RN/3/2897/4/1606/GOB.json"
2,54,10,7,5,26,10,48,17,49,4,0,0,12,0,"2023-04-16 21:30:01","1607","https://rionegro.datosoficiales.com/resultados/RN/3/2897/4/1607/GOB.json"
3,27,9,4,1,22,10,88,14,33,10,0,0,14,0,"2023-04-16 21:20:01","1608","https://rionegro.datosoficiales.com/resultados/RN/3/2897/4/1608/GOB.json"
3,46,11,3,2,21,18,66,8,44,5,0,0,9,0,"2023-04-16 21:30:01","1609","https://rionegro.datosoficiales.com/resultados/RN/3/2897/4/1609/GOB.json"
4,41,8,6,1,27,14,51,8,56,7,0,0,8,0,"2023-04-16 21:30:01","1610","https://rionegro.datosoficiales.com/resultados/RN/3/2897/4/1610/GOB.json"
2,50,12,6,2,36,9,74,17,51,3,0,0,6,0,"2023-04-16 21:25:01","1611","https://rionegro.datosoficiales.com/resultados/RN/3/2897/4/1611/GOB.json"
4,36,8,12,5,28,16,66,7,40,7,0,0,8,0,"2023-04-16 21:30:01","1612","https://rionegro.datosoficiales.com/resultados/RN/3/2897/4/1612/GOB.json"
3,55,7,3,5,27,7,67,10,55,3,2,0,8,0,"2023-04-16 20:40:01","1613","https://rionegro.datosoficiales.com/resultados/RN/3/2897/5/1613/GOB.json"
2,48,11,8,0,31,21,38,9,58,1,0,0,4,0,"2023-04-16 21:45:02","1614","https://rionegro.datosoficiales.com/resultados/RN/3/2897/5/1614/GOB.json"
2,54,7,4,4,21,6,84,10,47,1,0,0,8,0,"2023-04-16 22:10:01","1615","https://rionegro.datosoficiales.com/resultados/RN/3/2897/5/1615/GOB.json"
2,48,9,3,6,31,12,47,11,51,3,0,0,15,0,"2023-04-16 20:40:01","1616","https://rionegro.datosoficiales.com/resultados/RN/3/2897/5/1616/GOB.json"
4,50,8,10,6,38,9,55,8,52,6,0,0,11,0,"2023-04-16 22:00:01","1617","https://rionegro.datosoficiales.com/resultados/RN/3/2897/5/1617/GOB.json"
3,50,14,7,0,33,12,66,10,45,7,2,0,9,0,"2023-04-16 22:00:01","1618","https://rionegro.datosoficiales.com/resultados/RN/3/2897/5/1618/GOB.json"
2,45,9,4,5,32,15,45,11,51,5,0,0,17,0,"2023-04-16 20:50:01","1619","https://rionegro.datosoficiales.com/resultados/RN/3/2897/6/1619/GOB.json"
1,56,8,10,3,34,7,64,13,37,2,0,0,11,0,"2023-04-16 20:40:01","1620","https://rionegro.datosoficiales.com/resultados/RN/3/2897/6/1620/GOB.json"
3,46,9,7,5,38,6,65,8,55,6,1,0,3,0,"2023-04-16 20:40:01","1621","https://rionegro.datosoficiales.com/resultados/RN/3/2897/6/1621/GOB.json"
4,49,7,6,2,36,13,65,5,46,8,0,0,16,0,"2023-04-16 20:40:01","1622","https://rionegro.datosoficiales.com/resultados/RN/3/2897/6/1622/GOB.json"
5,60,7,7,2,27,12,65,7,40,3,0,0,10,0,"2023-04-16 21:50:01","1623","https://rionegro.datosoficiales.com/resultados/RN/3/2897/6/1623/GOB.json"
3,55,10,9,1,28,8,52,10,53,6,0,0,6,0,"2023-04-16 22:00:01","1624","https://rionegro.datosoficiales.com/resultados/RN/3/2897/6/1624/GOB.json"
4,48,7,5,4,24,14,64,10,53,8,0,0,7,0,"2023-04-16 22:00:01","1625","https://rionegro.datosoficiales.com/resultados/RN/3/2897/6/1625/GOB.json"
3,53,13,3,5,27,11,70,10,58,2,2,0,10,0,"2023-04-16 20:40:01","1591","https://rionegro.datosoficiales.com/resultados/RN/3/2897/7/1591/GOB.json"
1,47,12,4,1,32,14,54,11,68,5,1,0,9,0,"2023-04-16 20:40:01","1592","https://rionegro.datosoficiales.com/resultados/RN/3/2897/7/1592/GOB.json"
2,49,5,4,6,30,5,63,6,70,5,0,0,7,0,"2023-04-16 21:05:02","1593","https://rionegro.datosoficiales.com/resultados/RN/3/2897/7/1593/GOB.json"
7,46,8,7,3,19,12,61,17,56,5,0,0,12,0,"2023-04-16 21:05:02","1594","https://rionegro.datosoficiales.com/resultados/RN/3/2897/7/1594/GOB.json"
0,45,6,8,3,22,11,69,16,47,20,2,0,5,0,"2023-04-16 20:40:01","1595","https://rionegro.datosoficiales.com/resultados/RN/3/2897/7/1595/GOB.json"
3,65,5,4,1,35,8,56,4,45,6,1,0,3,0,"2023-04-16 21:00:01","1596","https://rionegro.datosoficiales.com/resultados/RN/3/2897/7/1596/GOB.json"
3,48,9,5,2,18,9,85,9,42,3,0,0,12,0,"2023-04-16 21:10:01","1597","https://rionegro.datosoficiales.com/resultados/RN/3/2897/7/1597/GOB.json"
3,48,3,8,0,37,4,72,9,34,3,0,0,14,0,"2023-04-16 20:40:01","1598","https://rionegro.datosoficiales.com/resultados/RN/3/2897/7/1598/GOB.json"
5,49,9,7,5,27,15,63,10,57,3,1,0,7,0,"2023-04-16 21:05:02","1649","https://rionegro.datosoficiales.com/resultados/RN/3/2897/8/1649/GOB.json"
3,44,16,4,2,31,12,53,11,53,10,0,0,11,0,"2023-04-16 21:05:02","1650","https://rionegro.datosoficiales.com/resultados/RN/3/2897/8/1650/GOB.json"
4,23,4,4,2,23,11,27,6,25,4,0,0,3,0,"2023-04-16 21:00:01","1651","https://rionegro.datosoficiales.com/resultados/RN/3/2897/8/1651/GOB.json"
1,27,3,3,0,19,4,39,12,17,0,0,0,12,0,"2023-04-16 21:00:01","1652","https://rionegro.datosoficiales.com/resultados/RN/3/2897/8/1652/GOB.json"
5,46,8,9,6,24,10,51,12,58,5,0,0,9,0,"2023-04-16 21:25:01","1600","https://rionegro.datosoficiales.com/resultados/RN/3/2897/9/1600/GOB.json"
3,39,6,11,4,34,8,50,19,44,2,2,0,10,0,"2023-04-16 21:20:01","1602","https://rionegro.datosoficiales.com/resultados/RN/3/2897/9/1602/GOB.json"
4,32,8,11,6,32,5,46,10,71,5,2,0,13,0,"2023-04-16 21:20:01","1603","https://rionegro.datosoficiales.com/resultados/RN/3/2897/9/1603/GOB.json"
2,44,9,6,3,34,7,62,10,53,3,1,0,19,0,"2023-04-16 21:35:01","1604","https://rionegro.datosoficiales.com/resultados/RN/3/2897/9/1604/GOB.json"
0,57,7,14,3,23,9,83,5,37,6,0,0,5,0,"2023-04-16 21:20:01","1605","https://rionegro.datosoficiales.com/resultados/RN/3/2897/9/1605/GOB.json"
7,16,1,7,2,25,5,77,12,87,9,0,0,10,0,"2023-04-16 22:50:01","1407","https://rionegro.datosoficiales.com/resultados/RN/3/2898/1/1407/GOB.json"
2,18,3,6,2,15,7,108,11,72,23,0,0,4,1,"2023-04-16 22:50:01","1408","https://rionegro.datosoficiales.com/resultados/RN/3/2898/1/1408/GOB.json"
1,11,3,11,4,55,6,84,11,55,24,0,0,9,0,"2023-04-16 22:50:01","1409","https://rionegro.datosoficiales.com/resultados/RN/3/2898/1/1409/GOB.json"
1,15,1,6,3,16,3,83,4,57,3,0,0,7,2,"2023-04-16 22:50:01","1410","https://rionegro.datosoficiales.com/resultados/RN/3/2898/1/1410/GOB.json"
2,23,3,7,2,22,4,75,3,49,7,2,0,6,0,"2023-04-17 00:15:01","1411","https://rionegro.datosoficiales.com/resultados/RN/3/2898/1/1411/GOB.json"
2,16,0,10,0,21,4,129,7,61,4,1,0,0,3,"2023-04-16 21:25:01","1423","https://rionegro.datosoficiales.com/resultados/RN/3/2898/10/1423/GOB.json"
6,21,4,11,1,19,39,107,10,107,6,0,0,3,0,"2023-04-16 21:35:01","1424","https://rionegro.datosoficiales.com/resultados/RN/3/2898/10/1424/GOB.json"
1,13,3,15,1,35,7,109,11,48,1,0,0,1,4,"2023-04-16 21:35:01","1425","https://rionegro.datosoficiales.com/resultados/RN/3/2898/10/1425/GOB.json"
1,14,2,8,2,10,6,120,5,61,4,0,0,5,0,"2023-04-16 21:50:01","1426","https://rionegro.datosoficiales.com/resultados/RN/3/2898/10/1426/GOB.json"
1,25,1,11,4,17,11,102,5,68,6,0,0,6,0,"2023-04-16 21:05:02","1427","https://rionegro.datosoficiales.com/resultados/RN/3/2898/10/1427/GOB.json"
3,23,4,7,3,26,6,92,13,59,3,2,0,10,0,"2023-04-16 21:20:01","1428","https://rionegro.datosoficiales.com/resultados/RN/3/2898/10/1428/GOB.json"
3,17,2,4,3,16,5,114,7,64,3,2,0,7,0,"2023-04-16 21:35:01","1429","https://rionegro.datosoficiales.com/resultados/RN/3/2898/10/1429/GOB.json"
3,11,3,6,2,11,2,69,2,44,2,0,0,1,1,"2023-04-16 21:20:01","1430","https://rionegro.datosoficiales.com/resultados/RN/3/2898/10/1430/GOB.json"
2,20,7,10,3,20,4,110,3,45,11,0,0,4,0,"2023-04-16 21:30:01","1431","https://rionegro.datosoficiales.com/resultados/RN/3/2898/11/1431/GOB.json"
1,23,2,7,1,14,2,109,12,48,3,2,1,4,0,"2023-04-16 21:30:01","1433","https://rionegro.datosoficiales.com/resultados/RN/3/2898/11/1433/GOB.json"
2,21,0,9,1,21,4,105,8,49,0,1,0,5,0,"2023-04-16 21:30:01","1434","https://rionegro.datosoficiales.com/resultados/RN/3/2898/11/1434/GOB.json"
2,10,3,5,1,15,3,131,5,38,14,2,0,1,0,"2023-04-16 21:15:01","1435","https://rionegro.datosoficiales.com/resultados/RN/3/2898/11/1435/GOB.json"
4,18,2,6,1,23,6,105,13,43,3,0,0,1,5,"2023-04-16 22:00:01","1395","https://rionegro.datosoficiales.com/resultados/RN/3/2898/12/1395/GOB.json"
4,23,2,9,3,17,7,111,10,55,1,0,0,0,2,"2023-04-16 22:15:01","1396","https://rionegro.datosoficiales.com/resultados/RN/3/2898/12/1396/GOB.json"
1,21,2,8,1,25,8,119,7,50,3,0,0,4,2,"2023-04-16 22:20:01","1397","https://rionegro.datosoficiales.com/resultados/RN/3/2898/12/1397/GOB.json"
1,20,1,7,5,18,13,95,13,79,5,0,0,2,1,"2023-04-16 22:20:01","1398","https://rionegro.datosoficiales.com/resultados/RN/3/2898/12/1398/GOB.json"
2,20,3,13,2,17,3,101,6,58,3,0,0,6,0,"2023-04-16 22:00:01","1399","https://rionegro.datosoficiales.com/resultados/RN/3/2898/12/1399/GOB.json"
0,20,0,3,3,29,4,82,6,82,23,2,0,2,0,"2023-04-16 22:55:01","1419","https://rionegro.datosoficiales.com/resultados/RN/3/2898/13/1419/GOB.json"
2,24,5,7,3,26,13,99,14,53,1,1,0,4,0,"2023-04-16 22:50:01","1420","https://rionegro.datosoficiales.com/resultados/RN/3/2898/13/1420/GOB.json"
2,26,3,9,3,19,5,112,7,73,0,0,0,3,1,"2023-04-16 23:05:01","1421","https://rionegro.datosoficiales.com/resultados/RN/3/2898/13/1421/GOB.json"
2,12,4,6,3,18,6,73,6,56,0,0,0,8,0,"2023-04-16 22:50:01","1422","https://rionegro.datosoficiales.com/resultados/RN/3/2898/13/1422/GOB.json"
1,23,3,2,5,24,6,128,9,46,9,0,0,1,0,"2023-04-16 22:30:01","1542","https://rionegro.datosoficiales.com/resultados/RN/3/2898/14/1542/GOB.json"
1,32,2,7,4,15,1,107,7,64,4,0,0,7,0,"2023-04-16 22:30:01","1544","https://rionegro.datosoficiales.com/resultados/RN/3/2898/14/1544/GOB.json"
0,24,2,2,0,30,4,120,7,56,4,0,0,0,0,"2023-04-16 22:25:02","1545","https://rionegro.datosoficiales.com/resultados/RN/3/2898/14/1545/GOB.json"
1,12,3,0,1,17,1,90,8,45,1,0,0,4,0,"2023-04-16 22:30:01","1546","https://rionegro.datosoficiales.com/resultados/RN/3/2898/14/1546/GOB.json"
2,16,2,3,0,9,4,69,6,49,2,0,0,2,0,"2023-04-16 22:30:01","1547","https://rionegro.datosoficiales.com/resultados/RN/3/2898/14/1547/GOB.json"
1,14,1,5,2,17,5,103,8,61,3,0,0,4,0,"2023-04-16 21:30:01","1379","https://rionegro.datosoficiales.com/resultados/RN/3/2898/15/1379/GOB.json"
2,30,1,13,1,37,4,107,5,42,2,2,0,5,0,"2023-04-16 20:40:01","1380","https://rionegro.datosoficiales.com/resultados/RN/3/2898/15/1380/GOB.json"
4,16,100,9,0,15,6,117,12,55,5,0,0,3,3,"2023-04-16 22:40:01","1381","https://rionegro.datosoficiales.com/resultados/RN/3/2898/15/1381/GOB.json"
4,25,1,5,1,15,8,114,5,53,9,0,1,1,0,"2023-04-16 21:40:01","1382","https://rionegro.datosoficiales.com/resultados/RN/3/2898/15/1382/GOB.json"
4,24,2,7,5,19,13,131,3,46,4,0,0,5,0,"2023-04-16 22:35:01","1383","https://rionegro.datosoficiales.com/resultados/RN/3/2898/15/1383/GOB.json"
3,25,3,4,5,20,14,44,11,106,15,0,0,6,0,"2023-04-16 23:00:01","1583","https://rionegro.datosoficiales.com/resultados/RN/3/2898/16/1583/GOB.json"
0,23,1,3,1,21,2,47,18,124,2,0,0,3,0,"2023-04-16 23:00:01","1584","https://rionegro.datosoficiales.com/resultados/RN/3/2898/16/1584/GOB.json"
3,22,1,0,5,19,8,44,13,110,9,0,0,3,0,"2023-04-16 23:00:01","1585","https://rionegro.datosoficiales.com/resultados/RN/3/2898/16/1585/GOB.json"
3,21,3,14,2,8,7,123,13,60,3,0,0,3,0,"2023-04-16 22:30:01","1468","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1468/GOB.json"
3,25,3,11,1,22,4,107,7,49,9,0,0,8,0,"2023-04-16 22:35:01","1469","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1469/GOB.json"
0,13,1,4,3,21,3,133,7,48,3,0,0,4,0,"2023-04-16 22:30:01","1470","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1470/GOB.json"
1,26,4,6,3,23,6,111,14,54,4,0,0,6,0,"2023-04-16 22:45:01","1471","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1471/GOB.json"
3,21,1,5,1,20,2,132,4,67,2,0,0,2,1,"2023-04-16 22:55:01","1472","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1472/GOB.json"
2,14,1,6,5,11,0,85,6,26,2,3,0,2,0,"2023-04-16 22:45:01","1473","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1473/GOB.json"
4,12,1,11,0,6,2,77,7,34,9,0,0,5,0,"2023-04-16 22:40:01","1474","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1474/GOB.json"
2,26,3,10,4,22,7,84,5,75,7,0,0,5,0,"2023-04-16 22:30:01","1531","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1531/GOB.json"
3,15,2,6,4,40,6,79,12,87,2,0,0,2,0,"2023-04-16 22:35:01","1532","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1532/GOB.json"
5,0,5,3,0,76,0,76,0,110,2,0,0,8,8,"2023-04-16 22:40:01","1533","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1533/GOB.json"
0,26,0,8,3,19,9,70,13,96,3,0,0,26,0,"2023-04-16 22:30:01","1534","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1534/GOB.json"
2,25,4,6,1,22,5,93,8,80,9,1,0,10,0,"2023-04-16 22:30:01","1535","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1535/GOB.json"
3,15,5,4,2,37,7,66,12,50,25,0,0,12,0,"2023-04-16 22:40:01","1536","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1536/GOB.json"
1,16,4,4,3,18,11,129,10,73,2,0,0,3,0,"2023-04-16 22:05:01","1499","https://rionegro.datosoficiales.com/resultados/RN/3/2898/19/1499/GOB.json"
1,17,0,7,2,16,6,114,6,101,10,0,0,6,0,"2023-04-16 22:25:02","1500","https://rionegro.datosoficiales.com/resultados/RN/3/2898/19/1500/GOB.json"
2,19,0,8,3,25,10,116,7,70,6,2,1,3,0,"2023-04-16 22:25:02","1501","https://rionegro.datosoficiales.com/resultados/RN/3/2898/19/1501/GOB.json"
0,18,3,5,0,18,5,101,10,99,11,0,0,6,0,"2023-04-16 22:05:01","1502","https://rionegro.datosoficiales.com/resultados/RN/3/2898/19/1502/GOB.json"
5,11,1,11,0,26,4,139,4,69,1,0,0,13,0,"2023-04-16 22:55:01","1503","https://rionegro.datosoficiales.com/resultados/RN/3/2898/19/1503/GOB.json"
5,24,5,6,3,31,9,94,6,77,7,0,0,7,0,"2023-04-16 22:40:01","1412","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1412/GOB.json"
3,17,3,6,3,20,15,95,16,47,4,0,0,9,1,"2023-04-16 22:35:01","1413","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1413/GOB.json"
2,18,1,9,0,14,8,105,8,64,20,0,0,4,0,"2023-04-17 00:15:01","1414","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1414/GOB.json"
3,20,4,2,1,24,7,89,10,68,7,0,0,7,0,"2023-04-16 22:40:01","1415","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1415/GOB.json"
1,11,3,7,0,38,6,87,14,67,1,0,0,9,1,"2023-04-16 22:40:01","1416","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1416/GOB.json"
0,25,2,7,5,22,4,90,8,78,8,0,0,8,0,"2023-04-16 22:40:01","1417","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1417/GOB.json"
2,14,5,4,1,30,4,88,7,81,12,0,0,15,0,"2023-04-16 22:45:01","1418","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1418/GOB.json"
2,27,2,6,2,22,3,50,5,87,15,0,4,5,0,"2023-04-16 20:40:01","1575","https://rionegro.datosoficiales.com/resultados/RN/3/2898/20/1575/GOB.json"
2,16,1,10,3,24,3,53,6,98,13,0,0,6,0,"2023-04-16 21:40:01","1576","https://rionegro.datosoficiales.com/resultados/RN/3/2898/20/1576/GOB.json"
1,24,1,5,5,31,5,52,7,94,5,0,0,0,0,"2023-04-16 22:25:02","1577","https://rionegro.datosoficiales.com/resultados/RN/3/2898/20/1577/GOB.json"
2,15,3,7,1,32,33,42,3,47,2,0,0,3,0,"2023-04-16 20:40:01","1578","https://rionegro.datosoficiales.com/resultados/RN/3/2898/20/1578/GOB.json"
4,17,8,6,7,32,5,77,10,79,9,1,0,10,0,"2023-04-16 22:00:01","1441","https://rionegro.datosoficiales.com/resultados/RN/3/2898/21/1441/GOB.json"
0,21,2,6,4,17,2,85,10,86,14,2,0,7,0,"2023-04-16 22:15:01","1442","https://rionegro.datosoficiales.com/resultados/RN/3/2898/21/1442/GOB.json"
2,17,0,3,5,30,6,82,8,96,5,0,0,5,1,"2023-04-16 22:00:01","1443","https://rionegro.datosoficiales.com/resultados/RN/3/2898/21/1443/GOB.json"
3,21,4,4,2,37,6,79,7,68,11,0,0,11,0,"2023-04-16 22:15:01","1444","https://rionegro.datosoficiales.com/resultados/RN/3/2898/21/1444/GOB.json"
6,11,1,8,1,31,5,86,6,90,2,0,0,3,1,"2023-04-16 21:55:01","1445","https://rionegro.datosoficiales.com/resultados/RN/3/2898/21/1445/GOB.json"
1,27,2,7,4,26,6,90,10,69,9,0,0,3,1,"2023-04-16 22:15:01","1450","https://rionegro.datosoficiales.com/resultados/RN/3/2898/22/1450/GOB.json"
2,13,2,8,3,33,10,98,5,73,9,0,0,7,0,"2023-04-16 22:15:01","1451","https://rionegro.datosoficiales.com/resultados/RN/3/2898/22/1451/GOB.json"
2,13,3,9,1,30,5,108,7,83,7,0,0,4,0,"2023-04-16 21:55:01","1452","https://rionegro.datosoficiales.com/resultados/RN/3/2898/22/1452/GOB.json"
4,22,0,17,1,24,6,100,6,62,15,1,0,4,4,"2023-04-16 22:15:01","1453","https://rionegro.datosoficiales.com/resultados/RN/3/2898/22/1453/GOB.json"
2,21,0,7,1,20,11,122,2,61,1,2,0,5,0,"2023-04-16 22:15:01","1454","https://rionegro.datosoficiales.com/resultados/RN/3/2898/22/1454/GOB.json"
1,20,1,6,1,22,4,85,9,103,5,0,0,7,0,"2023-04-16 22:55:01","1517","https://rionegro.datosoficiales.com/resultados/RN/3/2898/23/1517/GOB.json"
4,13,5,8,2,28,14,80,7,90,0,0,0,5,1,"2023-04-16 23:15:01","1518","https://rionegro.datosoficiales.com/resultados/RN/3/2898/23/1518/GOB.json"
2,12,3,3,1,20,15,91,8,84,2,2,0,8,0,"2023-04-16 23:00:01","1519","https://rionegro.datosoficiales.com/resultados/RN/3/2898/23/1519/GOB.json"
2,17,1,8,3,22,4,86,18,89,0,0,0,9,0,"2023-04-16 22:55:01","1520","https://rionegro.datosoficiales.com/resultados/RN/3/2898/23/1520/GOB.json"
2,17,5,3,1,25,5,74,11,104,9,0,0,9,0,"2023-04-16 22:55:01","1521","https://rionegro.datosoficiales.com/resultados/RN/3/2898/23/1521/GOB.json"
4,26,4,8,3,25,8,77,8,88,4,0,0,6,0,"2023-04-16 23:00:01","1522","https://rionegro.datosoficiales.com/resultados/RN/3/2898/23/1522/GOB.json"
1,12,5,3,0,20,2,48,5,44,5,0,0,6,0,"2023-04-16 22:55:01","1523","https://rionegro.datosoficiales.com/resultados/RN/3/2898/23/1523/GOB.json"
1,26,1,6,3,10,5,109,4,53,7,1,0,5,3,"2023-04-16 21:40:01","1384","https://rionegro.datosoficiales.com/resultados/RN/3/2898/24/1384/GOB.json"
6,26,1,8,0,24,8,119,14,38,17,2,0,1,0,"2023-04-16 21:40:01","1385","https://rionegro.datosoficiales.com/resultados/RN/3/2898/24/1385/GOB.json"
