"165","216","424","425","426","427","428","429","430","431","BLC","COM","IMP","NUL","REC","hora_proceso","numero","url"
6,22,9,14,7,29,12,31,23,61,1,0,0,8,0,"2023-04-16 21:40:01","642","https://rionegro.datosoficiales.com/resultados/RN/4/2840/10/642/GOB.json"
7,23,9,8,13,26,18,34,20,52,1,0,8,9,0,"2023-04-16 21:40:01","643","https://rionegro.datosoficiales.com/resultados/RN/4/2840/10/643/GOB.json"
12,15,9,15,18,13,39,17,56,0,1,0,0,14,2,"2023-04-16 21:25:01","644","https://rionegro.datosoficiales.com/resultados/RN/4/2840/10/644/GOB.json"
4,18,2,8,2,17,6,18,19,52,3,0,1,3,0,"2023-04-16 21:20:01","645","https://rionegro.datosoficiales.com/resultados/RN/4/2840/10/645/GOB.json"
3,17,8,3,8,14,6,35,14,47,0,0,0,4,0,"2023-04-16 21:25:01","646","https://rionegro.datosoficiales.com/resultados/RN/4/2840/10/646/GOB.json"
5,28,1,8,10,18,4,64,9,40,3,0,0,5,0,"2023-04-16 20:45:01","551","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/551/GOB.json"
6,19,4,9,14,19,12,49,10,35,17,0,0,0,0,"2023-04-16 20:45:01","552","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/552/GOB.json"
0,21,4,14,10,9,4,50,19,40,0,0,0,0,0,"2023-04-16 20:55:01","553","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/553/GOB.json"
7,23,5,13,5,44,6,56,14,42,2,0,0,8,0,"2023-04-16 20:45:01","554","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/554/GOB.json"
5,13,3,19,12,10,5,52,15,32,3,0,0,8,0,"2023-04-16 20:50:01","555","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/555/GOB.json"
3,20,2,9,6,4,4,31,11,28,0,0,0,11,0,"2023-04-16 20:55:01","556","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/556/GOB.json"
5,20,4,12,3,14,14,28,10,29,4,0,0,5,0,"2023-04-16 20:45:01","557","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/557/GOB.json"
4,21,7,7,8,12,11,28,18,72,3,0,0,17,1,"2023-04-16 22:45:01","576","https://rionegro.datosoficiales.com/resultados/RN/4/2840/12/576/GOB.json"
7,24,7,8,16,18,6,43,23,41,3,0,0,4,0,"2023-04-16 20:55:01","577","https://rionegro.datosoficiales.com/resultados/RN/4/2840/12/577/GOB.json"
6,28,8,9,9,18,5,47,21,41,2,0,0,6,2,"2023-04-16 21:00:01","578","https://rionegro.datosoficiales.com/resultados/RN/4/2840/12/578/GOB.json"
4,19,12,9,9,26,8,44,26,41,4,0,0,10,1,"2023-04-16 22:35:01","579","https://rionegro.datosoficiales.com/resultados/RN/4/2840/12/579/GOB.json"
11,23,8,8,11,16,8,46,19,55,4,0,0,7,1,"2023-04-16 22:35:01","580","https://rionegro.datosoficiales.com/resultados/RN/4/2840/12/580/GOB.json"
6,23,5,13,15,29,8,45,18,63,1,0,0,18,0,"2023-04-16 20:40:01","531","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/531/GOB.json"
9,34,10,13,9,25,14,34,25,52,0,0,0,0,0,"2023-04-16 21:35:01","532","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/532/GOB.json"
6,44,6,15,8,22,10,29,24,60,7,0,0,11,0,"2023-04-16 21:25:01","533","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/533/GOB.json"
7,30,9,13,7,16,9,37,19,82,4,0,0,10,0,"2023-04-16 21:30:01","534","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/534/GOB.json"
10,31,9,10,12,24,12,51,10,62,7,2,0,15,2,"2023-04-16 21:25:01","535","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/535/GOB.json"
8,28,7,20,15,17,12,34,12,62,6,0,0,14,0,"2023-04-16 20:45:01","536","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/536/GOB.json"
8,27,6,12,13,25,10,44,26,48,11,0,0,11,0,"2023-04-16 20:40:01","619","https://rionegro.datosoficiales.com/resultados/RN/4/2840/14/619/GOB.json"
6,18,7,11,13,20,16,24,29,78,1,0,0,2,0,"2023-04-16 20:40:01","620","https://rionegro.datosoficiales.com/resultados/RN/4/2840/14/620/GOB.json"
3,12,4,1,7,17,2,13,16,44,2,0,0,3,0,"2023-04-16 20:40:01","621","https://rionegro.datosoficiales.com/resultados/RN/4/2840/14/621/GOB.json"
3,20,1,5,7,14,7,18,11,44,3,0,0,6,0,"2023-04-16 20:40:01","622","https://rionegro.datosoficiales.com/resultados/RN/4/2840/14/622/GOB.json"
8,32,6,10,11,18,12,16,23,59,8,0,0,13,0,"2023-04-16 21:00:01","512","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/512/GOB.json"
5,28,6,7,11,22,17,27,18,75,1,0,0,16,0,"2023-04-16 22:20:01","513","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/513/GOB.json"
11,23,6,13,7,27,13,32,19,49,4,0,0,10,0,"2023-04-16 22:30:01","514","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/514/GOB.json"
5,25,7,6,10,24,13,32,20,68,9,0,0,19,0,"2023-04-16 21:00:01","515","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/515/GOB.json"
7,27,8,8,7,23,13,30,25,65,6,0,0,16,0,"2023-04-16 22:35:01","516","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/516/GOB.json"
8,25,7,8,9,18,14,29,31,57,2,1,0,19,0,"2023-04-16 22:30:01","517","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/517/GOB.json"
5,27,14,19,7,18,13,20,21,67,13,0,0,14,0,"2023-04-16 22:25:02","518","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/518/GOB.json"
5,19,7,8,14,18,8,65,12,31,7,0,0,3,0,"2023-04-16 20:40:01","537","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/537/GOB.json"
3,19,8,7,3,13,11,67,12,32,5,0,0,14,0,"2023-04-17 00:20:02","538","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/538/GOB.json"
4,16,4,10,6,9,6,64,13,20,2,0,0,7,0,"2023-04-16 21:45:02","539","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/539/GOB.json"
4,25,7,6,13,6,4,54,9,40,1,0,0,10,0,"2023-04-16 21:50:01","540","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/540/GOB.json"
2,17,3,12,9,19,7,59,13,36,4,0,0,6,0,"2023-04-16 20:40:01","541","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/541/GOB.json"
1,10,4,4,5,9,4,44,6,16,5,0,0,1,0,"2023-04-16 20:45:01","542","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/542/GOB.json"
1,8,2,3,8,6,3,41,6,33,0,1,0,8,0,"2023-04-16 20:40:01","543","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/543/GOB.json"
8,24,2,13,10,23,7,51,14,56,3,0,0,5,0,"2023-04-16 20:40:01","586","https://rionegro.datosoficiales.com/resultados/RN/4/2840/18/586/GOB.json"
10,20,3,12,6,20,13,47,17,52,6,0,0,9,1,"2023-04-16 21:15:01","587","https://rionegro.datosoficiales.com/resultados/RN/4/2840/18/587/GOB.json"
6,13,7,6,10,21,7,29,30,57,6,0,0,10,0,"2023-04-16 20:45:01","588","https://rionegro.datosoficiales.com/resultados/RN/4/2840/18/588/GOB.json"
16,19,6,11,12,16,4,40,17,47,5,0,0,11,0,"2023-04-16 22:30:01","589","https://rionegro.datosoficiales.com/resultados/RN/4/2840/18/589/GOB.json"
6,37,6,9,13,20,8,54,21,53,4,0,0,9,0,"2023-04-16 21:00:01","566","https://rionegro.datosoficiales.com/resultados/RN/4/2840/19/566/GOB.json"
4,18,4,6,12,10,15,39,19,68,5,0,0,8,1,"2023-04-16 20:40:01","567","https://rionegro.datosoficiales.com/resultados/RN/4/2840/19/567/GOB.json"
5,21,7,12,15,17,12,55,21,41,3,0,0,17,0,"2023-04-16 20:55:01","569","https://rionegro.datosoficiales.com/resultados/RN/4/2840/19/569/GOB.json"
10,28,3,14,9,22,10,46,10,51,2,0,0,12,0,"2023-04-16 21:00:01","570","https://rionegro.datosoficiales.com/resultados/RN/4/2840/19/570/GOB.json"
3,18,1,5,13,7,1,35,17,35,1,0,0,5,0,"2023-04-16 20:40:01","571","https://rionegro.datosoficiales.com/resultados/RN/4/2840/19/571/GOB.json"
8,29,8,12,5,20,12,18,71,0,4,2,0,18,0,"2023-04-16 22:40:01","520","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/520/GOB.json"
1,28,14,9,9,28,15,28,30,62,0,0,0,0,0,"2023-04-16 22:40:01","521","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/521/GOB.json"
5,37,7,17,9,29,26,22,63,3,3,0,0,12,0,"2023-04-16 22:35:01","522","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/522/GOB.json"
9,19,6,13,6,29,20,21,29,72,4,1,0,11,0,"2023-04-16 22:40:01","523","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/523/GOB.json"
3,34,10,16,8,22,8,23,26,75,4,0,0,9,0,"2023-04-16 22:35:01","524","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/524/GOB.json"
4,20,2,8,7,15,13,11,5,37,9,1,0,5,1,"2023-04-16 22:35:01","525","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/525/GOB.json"
4,5,2,6,5,14,10,16,8,35,5,0,0,5,1,"2023-04-16 22:35:01","526","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/526/GOB.json"
6,19,5,7,14,24,13,43,19,61,8,0,0,10,7,"2023-04-16 21:50:01","595","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/595/GOB.json"
4,17,6,7,13,38,17,47,17,61,0,0,0,14,0,"2023-04-16 22:00:01","596","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/596/GOB.json"
3,21,6,11,14,39,9,42,13,64,4,0,0,10,10,"2023-04-16 21:50:01","597","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/597/GOB.json"
4,17,4,11,11,27,10,38,15,62,3,0,0,16,0,"2023-04-16 21:25:01","598","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/598/GOB.json"
9,12,3,11,9,19,14,24,30,74,7,0,0,15,1,"2023-04-16 21:50:01","599","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/599/GOB.json"
2,17,3,12,16,34,12,30,18,75,4,0,0,16,0,"2023-04-16 21:45:02","600","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/600/GOB.json"
4,24,7,18,13,24,11,36,17,68,1,0,0,18,0,"2023-04-16 21:50:01","601","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/601/GOB.json"
12,19,2,10,12,34,18,32,24,57,1,0,0,15,0,"2023-04-16 21:10:01","602","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/602/GOB.json"
5,19,5,12,7,20,5,21,14,54,0,0,0,7,0,"2023-04-16 21:15:01","603","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/603/GOB.json"
9,23,5,10,14,33,12,41,24,50,2,0,0,0,23,"2023-04-16 21:35:01","668","https://rionegro.datosoficiales.com/resultados/RN/4/2840/21/668/GOB.json"
10,21,8,12,12,28,8,24,18,88,4,0,0,10,0,"2023-04-16 21:35:01","669","https://rionegro.datosoficiales.com/resultados/RN/4/2840/21/669/GOB.json"
11,26,5,8,11,26,11,31,31,58,3,0,0,11,1,"2023-04-16 20:40:01","670","https://rionegro.datosoficiales.com/resultados/RN/4/2840/21/670/GOB.json"
4,0,10,0,0,7,6,29,14,72,8,0,0,16,0,"2023-04-16 21:30:01","671","https://rionegro.datosoficiales.com/resultados/RN/4/2840/21/671/GOB.json"
11,32,5,11,11,16,6,22,17,74,5,0,0,14,0,"2023-04-16 21:40:01","672","https://rionegro.datosoficiales.com/resultados/RN/4/2840/21/672/GOB.json"
11,21,6,10,4,21,12,30,15,69,4,0,0,8,0,"2023-04-16 21:30:01","673","https://rionegro.datosoficiales.com/resultados/RN/4/2840/21/673/GOB.json"
7,19,2,17,12,18,7,45,22,51,2,0,0,9,0,"2023-04-16 21:50:01","544","https://rionegro.datosoficiales.com/resultados/RN/4/2840/22/544/GOB.json"
5,22,6,15,14,14,5,67,14,38,5,0,0,7,0,"2023-04-16 21:45:02","545","https://rionegro.datosoficiales.com/resultados/RN/4/2840/22/545/GOB.json"
7,19,8,16,6,14,10,65,14,41,1,0,0,8,0,"2023-04-16 21:50:01","546","https://rionegro.datosoficiales.com/resultados/RN/4/2840/22/546/GOB.json"
1,18,2,11,15,13,14,64,13,43,3,0,0,9,1,"2023-04-16 21:45:02","547","https://rionegro.datosoficiales.com/resultados/RN/4/2840/22/547/GOB.json"
12,19,0,16,13,11,7,62,20,45,5,0,0,8,0,"2023-04-16 21:45:02","548","https://rionegro.datosoficiales.com/resultados/RN/4/2840/22/548/GOB.json"
4,17,5,12,12,17,7,3,20,46,2,0,0,8,0,"2023-04-16 21:45:02","549","https://rionegro.datosoficiales.com/resultados/RN/4/2840/22/549/GOB.json"
8,16,3,10,11,17,6,59,27,32,5,0,0,11,2,"2023-04-16 21:55:01","550","https://rionegro.datosoficiales.com/resultados/RN/4/2840/22/550/GOB.json"
6,24,12,11,3,34,13,27,23,76,4,1,0,8,0,"2023-04-16 20:55:01","623","https://rionegro.datosoficiales.com/resultados/RN/4/2840/23/623/GOB.json"
6,30,3,6,14,17,9,35,22,62,7,0,0,12,2,"2023-04-16 20:55:01","624","https://rionegro.datosoficiales.com/resultados/RN/4/2840/23/624/GOB.json"
8,24,4,8,5,26,9,35,20,72,3,0,0,7,0,"2023-04-16 21:00:01","625","https://rionegro.datosoficiales.com/resultados/RN/4/2840/23/625/GOB.json"
10,6,7,5,22,11,34,22,24,84,0,0,0,0,0,"2023-04-16 20:40:01","626","https://rionegro.datosoficiales.com/resultados/RN/4/2840/23/626/GOB.json"
6,19,12,6,6,39,8,25,21,66,4,0,0,4,0,"2023-04-16 21:00:01","627","https://rionegro.datosoficiales.com/resultados/RN/4/2840/23/627/GOB.json"
7,15,8,16,13,22,4,45,15,51,4,0,0,4,0,"2023-04-16 20:45:01","590","https://rionegro.datosoficiales.com/resultados/RN/4/2840/24/590/GOB.json"
4,23,8,4,10,23,6,41,18,48,7,0,0,16,2,"2023-04-16 20:40:01","591","https://rionegro.datosoficiales.com/resultados/RN/4/2840/24/591/GOB.json"
2,20,3,7,12,20,8,51,26,64,2,0,0,4,0,"2023-04-16 20:50:01","592","https://rionegro.datosoficiales.com/resultados/RN/4/2840/24/592/GOB.json"
5,23,0,10,8,26,9,48,17,43,3,0,0,6,0,"2023-04-16 20:45:01","593","https://rionegro.datosoficiales.com/resultados/RN/4/2840/24/593/GOB.json"
11,23,5,12,9,14,12,37,11,47,6,0,0,11,0,"2023-04-16 20:45:01","594","https://rionegro.datosoficiales.com/resultados/RN/4/2840/24/594/GOB.json"
6,30,9,7,15,24,11,33,22,52,1,0,0,7,0,"2023-04-16 21:10:01","647","https://rionegro.datosoficiales.com/resultados/RN/4/2840/25/647/GOB.json"
10,29,6,7,6,21,11,45,18,78,3,0,0,11,0,"2023-04-16 21:05:02","648","https://rionegro.datosoficiales.com/resultados/RN/4/2840/25/648/GOB.json"
10,20,6,8,13,22,15,37,17,90,2,0,0,15,0,"2023-04-16 21:25:01","649","https://rionegro.datosoficiales.com/resultados/RN/4/2840/25/649/GOB.json"
5,19,14,7,27,12,40,12,16,71,9,0,0,13,0,"2023-04-16 21:10:01","650","https://rionegro.datosoficiales.com/resultados/RN/4/2840/25/650/GOB.json"
7,20,8,5,27,10,27,25,93,93,4,0,0,10,0,"2023-04-16 21:35:01","651","https://rionegro.datosoficiales.com/resultados/RN/4/2840/25/651/GOB.json"
4,30,2,6,11,25,12,30,22,70,1,0,0,16,0,"2023-04-16 20:45:01","652","https://rionegro.datosoficiales.com/resultados/RN/4/2840/25/652/GOB.json"
0,15,7,12,7,15,9,31,15,55,2,0,0,5,0,"2023-04-16 20:40:01","653","https://rionegro.datosoficiales.com/resultados/RN/4/2840/25/653/GOB.json"
8,24,4,16,13,30,19,14,19,57,3,0,0,9,0,"2023-04-16 21:25:01","633","https://rionegro.datosoficiales.com/resultados/RN/4/2840/26/633/GOB.json"
7,17,14,7,9,35,15,15,28,66,6,0,0,10,0,"2023-04-16 21:25:01","634","https://rionegro.datosoficiales.com/resultados/RN/4/2840/26/634/GOB.json"
3,13,7,16,12,29,16,22,18,72,5,0,0,13,0,"2023-04-16 21:05:02","635","https://rionegro.datosoficiales.com/resultados/RN/4/2840/26/635/GOB.json"
7,17,9,8,11,35,9,33,35,50,6,1,0,15,0,"2023-04-16 21:15:01","638","https://rionegro.datosoficiales.com/resultados/RN/4/2840/26/638/GOB.json"
4,4,5,10,4,10,4,20,19,54,3,0,0,0,0,"2023-04-16 20:40:01","639","https://rionegro.datosoficiales.com/resultados/RN/4/2840/26/639/GOB.json"
4,17,9,6,5,12,8,15,10,46,2,2,0,11,0,"2023-04-16 21:30:01","640","https://rionegro.datosoficiales.com/resultados/RN/4/2840/26/640/GOB.json"
1,17,10,18,7,17,12,58,13,26,9,0,0,3,0,"2023-04-16 22:05:01","464","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/464/GOB.json"
6,13,5,12,8,15,4,71,9,29,10,0,0,5,0,"2023-04-16 21:55:01","465","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/465/GOB.json"
4,12,5,15,7,15,20,74,13,26,6,0,0,6,0,"2023-04-16 21:55:01","466","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/466/GOB.json"
4,21,5,6,8,11,13,74,14,28,6,0,0,6,0,"2023-04-16 21:55:01","467","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/467/GOB.json"
7,13,5,7,5,16,8,83,17,32,9,0,0,6,0,"2023-04-16 21:55:01","468","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/468/GOB.json"
4,19,4,14,7,16,7,63,11,35,6,0,2,5,0,"2023-04-16 22:15:01","469","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/469/GOB.json"
3,16,7,7,7,14,5,70,7,36,8,0,0,5,0,"2023-04-16 22:15:01","470","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/470/GOB.json"
4,17,10,11,9,12,4,74,8,29,10,0,0,4,0,"2023-04-16 22:15:01","471","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/471/GOB.json"
3,22,5,21,9,12,12,57,24,28,6,0,0,3,0,"2023-04-16 21:55:01","472","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/472/GOB.json"
5,24,9,8,4,8,7,64,16,32,9,0,0,7,0,"2023-04-16 21:55:01","473","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/473/GOB.json"
4,21,5,18,6,13,5,74,17,25,5,0,0,7,1,"2023-04-16 21:50:01","474","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/474/GOB.json"
6,13,2,14,6,8,9,65,16,29,3,0,0,2,0,"2023-04-16 21:55:01","475","https://rionegro.datosoficiales.com/resultados/RN/4/2840/27/475/GOB.json"
12,24,4,9,13,24,20,19,20,83,6,0,0,8,0,"2023-04-16 21:15:01","662","https://rionegro.datosoficiales.com/resultados/RN/4/2840/28/662/GOB.json"
7,26,5,18,9,22,10,18,30,88,7,0,0,12,0,"2023-04-16 21:20:01","663","https://rionegro.datosoficiales.com/resultados/RN/4/2840/28/663/GOB.json"
6,27,9,10,12,39,6,35,32,60,6,0,0,3,0,"2023-04-16 21:35:01","665","https://rionegro.datosoficiales.com/resultados/RN/4/2840/28/665/GOB.json"
8,27,11,11,13,31,7,19,20,73,3,0,0,8,0,"2023-04-16 21:25:01","666","https://rionegro.datosoficiales.com/resultados/RN/4/2840/28/666/GOB.json"
4,14,5,6,6,28,16,16,22,51,9,2,0,8,0,"2023-04-16 21:25:01","667","https://rionegro.datosoficiales.com/resultados/RN/4/2840/28/667/GOB.json"
7,34,5,12,13,20,12,31,25,70,4,0,0,9,2,"2023-04-16 21:40:01","674","https://rionegro.datosoficiales.com/resultados/RN/4/2840/29/674/GOB.json"
4,15,7,12,9,31,15,37,28,90,2,0,0,10,1,"2023-04-16 21:40:01","675","https://rionegro.datosoficiales.com/resultados/RN/4/2840/29/675/GOB.json"
2,28,8,7,12,22,20,34,22,65,5,0,0,13,1,"2023-04-16 21:25:01","676","https://rionegro.datosoficiales.com/resultados/RN/4/2840/29/676/GOB.json"
5,19,3,6,10,14,19,22,27,70,3,0,0,2,0,"2023-04-16 21:40:01","677","https://rionegro.datosoficiales.com/resultados/RN/4/2840/29/677/GOB.json"
6,26,6,8,3,31,18,22,20,68,5,0,0,11,4,"2023-04-16 21:25:01","678","https://rionegro.datosoficiales.com/resultados/RN/4/2840/29/678/GOB.json"
4,20,8,9,12,27,7,37,35,60,0,0,0,0,0,"2023-04-16 21:40:01","679","https://rionegro.datosoficiales.com/resultados/RN/4/2840/29/679/GOB.json"
7,20,6,9,16,19,7,37,21,78,4,0,0,7,0,"2023-04-16 21:40:01","680","https://rionegro.datosoficiales.com/resultados/RN/4/2840/29/680/GOB.json"
2,29,4,13,12,25,14,35,16,68,0,0,0,10,0,"2023-04-16 21:25:01","681","https://rionegro.datosoficiales.com/resultados/RN/4/2840/29/681/GOB.json"
5,20,5,12,8,32,13,43,22,65,6,0,0,7,0,"2023-04-16 21:25:01","682","https://rionegro.datosoficiales.com/resultados/RN/4/2840/29/682/GOB.json"
2,20,6,7,7,17,12,35,30,68,8,0,0,16,0,"2023-04-16 21:35:01","683","https://rionegro.datosoficiales.com/resultados/RN/4/2840/29/683/GOB.json"
4,15,4,14,8,16,11,45,23,39,3,0,0,8,0,"2023-04-16 22:15:01","443","https://rionegro.datosoficiales.com/resultados/RN/4/2840/3/443/GOB.json"
5,9,5,12,7,20,12,52,18,44,5,0,0,8,0,"2023-04-16 21:55:01","444","https://rionegro.datosoficiales.com/resultados/RN/4/2840/3/444/GOB.json"
5,7,6,21,3,20,12,53,19,60,9,0,0,12,0,"2023-04-16 22:05:01","445","https://rionegro.datosoficiales.com/resultados/RN/4/2840/3/445/GOB.json"
5,11,19,14,7,32,11,37,22,40,13,0,0,7,0,"2023-04-16 21:55:01","446","https://rionegro.datosoficiales.com/resultados/RN/4/2840/3/446/GOB.json"
6,19,7,21,9,14,12,49,21,42,6,0,0,8,0,"2023-04-16 21:50:01","447","https://rionegro.datosoficiales.com/resultados/RN/4/2840/3/447/GOB.json"
11,18,13,13,8,24,6,44,21,24,3,0,0,10,0,"2023-04-16 22:15:01","448","https://rionegro.datosoficiales.com/resultados/RN/4/2840/3/448/GOB.json"
1,18,10,16,6,19,14,43,22,38,4,0,0,5,1,"2023-04-16 22:05:01","449","https://rionegro.datosoficiales.com/resultados/RN/4/2840/3/449/GOB.json"
8,18,12,14,4,14,11,49,17,46,15,0,0,12,1,"2023-04-16 22:05:01","450","https://rionegro.datosoficiales.com/resultados/RN/4/2840/3/450/GOB.json"
6,20,10,21,6,14,6,67,19,42,4,1,0,3,2,"2023-04-16 21:50:01","451","https://rionegro.datosoficiales.com/resultados/RN/4/2840/3/451/GOB.json"
5,11,12,13,3,10,6,31,15,31,6,0,0,9,0,"2023-04-16 22:05:01","453","https://rionegro.datosoficiales.com/resultados/RN/4/2840/3/453/GOB.json"
5,26,9,23,12,25,9,29,19,89,2,1,0,6,0,"2023-04-16 22:25:02","501","https://rionegro.datosoficiales.com/resultados/RN/4/2840/30/501/GOB.json"
13,21,9,6,14,22,17,22,25,73,24,1,0,12,0,"2023-04-16 22:20:01","502","https://rionegro.datosoficiales.com/resultados/RN/4/2840/30/502/GOB.json"
10,31,8,15,9,21,12,22,23,73,4,0,0,12,0,"2023-04-16 22:05:01","503","https://rionegro.datosoficiales.com/resultados/RN/4/2840/30/503/GOB.json"
7,14,5,14,7,14,11,28,17,85,6,0,0,19,0,"2023-04-16 20:55:01","504","https://rionegro.datosoficiales.com/resultados/RN/4/2840/30/504/GOB.json"
8,26,6,11,9,15,9,20,20,79,9,0,0,21,0,"2023-04-16 22:20:01","505","https://rionegro.datosoficiales.com/resultados/RN/4/2840/30/505/GOB.json"
0,19,6,7,17,30,19,19,18,76,5,0,0,10,0,"2023-04-16 21:00:01","506","https://rionegro.datosoficiales.com/resultados/RN/4/2840/30/506/GOB.json"
4,25,10,12,6,9,16,19,32,82,6,0,0,19,0,"2023-04-16 20:55:01","507","https://rionegro.datosoficiales.com/resultados/RN/4/2840/30/507/GOB.json"
6,28,10,9,8,33,15,20,13,75,9,0,0,13,0,"2023-04-16 22:20:01","508","https://rionegro.datosoficiales.com/resultados/RN/4/2840/30/508/GOB.json"
8,25,2,15,6,22,8,26,22,77,3,0,0,5,0,"2023-04-16 22:20:01","509","https://rionegro.datosoficiales.com/resultados/RN/4/2840/30/509/GOB.json"
8,21,6,9,5,38,14,23,14,72,5,0,0,9,0,"2023-04-16 20:40:01","654","https://rionegro.datosoficiales.com/resultados/RN/4/2840/31/654/GOB.json"
8,29,8,13,6,18,15,21,20,85,6,0,0,15,0,"2023-04-16 21:15:01","656","https://rionegro.datosoficiales.com/resultados/RN/4/2840/31/656/GOB.json"
10,23,10,14,10,25,8,27,17,81,0,0,0,0,0,"2023-04-16 20:40:01","657","https://rionegro.datosoficiales.com/resultados/RN/4/2840/31/657/GOB.json"
5,17,8,10,12,26,7,20,22,84,20,0,0,12,0,"2023-04-16 21:20:01","658","https://rionegro.datosoficiales.com/resultados/RN/4/2840/31/658/GOB.json"
3,19,9,8,9,29,13,21,20,81,7,0,0,11,1,"2023-04-16 21:35:01","659","https://rionegro.datosoficiales.com/resultados/RN/4/2840/31/659/GOB.json"
7,16,3,7,11,30,17,24,30,63,7,0,0,8,0,"2023-04-16 20:40:01","660","https://rionegro.datosoficiales.com/resultados/RN/4/2840/31/660/GOB.json"
5,24,6,10,11,27,12,21,28,79,5,0,0,6,0,"2023-04-16 20:40:01","661","https://rionegro.datosoficiales.com/resultados/RN/4/2840/31/661/GOB.json"
11,24,7,11,6,22,13,36,16,40,10,1,0,10,0,"2023-04-16 22:30:01","434","https://rionegro.datosoficiales.com/resultados/RN/4/2840/32/434/GOB.json"
7,12,6,14,10,24,7,44,20,36,6,0,2,4,1,"2023-04-16 22:35:01","435","https://rionegro.datosoficiales.com/resultados/RN/4/2840/32/435/GOB.json"
9,23,10,9,5,19,5,66,17,42,2,0,0,5,0,"2023-04-16 22:30:01","436","https://rionegro.datosoficiales.com/resultados/RN/4/2840/32/436/GOB.json"
4,16,8,17,8,24,7,51,13,33,4,0,0,11,0,"2023-04-16 22:25:02","438","https://rionegro.datosoficiales.com/resultados/RN/4/2840/32/438/GOB.json"
5,13,7,9,5,20,22,64,24,31,13,0,0,5,0,"2023-04-17 00:20:02","439","https://rionegro.datosoficiales.com/resultados/RN/4/2840/32/439/GOB.json"
2,19,7,17,7,16,10,45,21,32,10,0,0,10,0,"2023-04-16 22:20:01","440","https://rionegro.datosoficiales.com/resultados/RN/4/2840/32/440/GOB.json"
4,10,3,20,9,11,8,55,13,47,10,0,1,13,0,"2023-04-16 22:20:01","441","https://rionegro.datosoficiales.com/resultados/RN/4/2840/32/441/GOB.json"
5,19,7,11,8,18,11,56,14,38,4,0,0,4,0,"2023-04-16 22:25:02","442","https://rionegro.datosoficiales.com/resultados/RN/4/2840/32/442/GOB.json"
7,16,18,27,7,9,11,31,50,25,4,0,0,3,0,"2023-04-16 22:25:02","476","https://rionegro.datosoficiales.com/resultados/RN/4/2840/33/476/GOB.json"
