"216","3","424","425","426","427","428","429","430","431","BLC","IMP","NUL","REC","hora_proceso","numero","url"
31,,1,1,1,13,10,11,36,63,96,0,5,0,"2023-04-21 14:25:01","1689","https://rionegro.datosoficiales.com/resultados/RN/3/2894/3/1689/LEC.json"
23,,0,2,3,26,8,9,21,59,94,0,0,0,"2023-04-21 15:00:01","1690","https://rionegro.datosoficiales.com/resultados/RN/3/2894/3/1690/LEC.json"
31,,2,2,2,15,6,14,18,54,87,0,0,0,"2023-04-22 09:25:01","1691","https://rionegro.datosoficiales.com/resultados/RN/3/2894/3/1691/LEC.json"
37,,1,2,0,17,7,10,46,43,72,0,0,0,"2023-04-21 14:25:01","1692","https://rionegro.datosoficiales.com/resultados/RN/3/2894/3/1692/LEC.json"
24,,0,1,0,9,9,10,31,61,84,0,0,0,"2023-04-21 14:25:01","1693","https://rionegro.datosoficiales.com/resultados/RN/3/2894/3/1693/LEC.json"
27,,2,2,0,19,4,10,36,54,89,0,0,0,"2023-04-21 16:00:01","1724","https://rionegro.datosoficiales.com/resultados/RN/3/2894/4/1724/LEC.json"
26,,3,0,2,13,11,11,21,33,110,0,0,0,"2023-04-21 15:25:01","1725","https://rionegro.datosoficiales.com/resultados/RN/3/2894/4/1725/LEC.json"
21,,1,1,0,20,4,10,20,51,89,0,8,0,"2023-04-21 16:00:01","1726","https://rionegro.datosoficiales.com/resultados/RN/3/2894/4/1726/LEC.json"
29,,1,0,0,16,13,11,29,59,88,0,0,0,"2023-04-21 16:00:01","1727","https://rionegro.datosoficiales.com/resultados/RN/3/2894/4/1727/LEC.json"
20,,2,2,0,19,10,14,33,68,72,0,3,0,"2023-04-21 16:00:01","1728","https://rionegro.datosoficiales.com/resultados/RN/3/2894/4/1728/LEC.json"
20,,1,0,0,14,16,12,31,59,91,0,0,0,"2023-04-22 10:25:01","1729","https://rionegro.datosoficiales.com/resultados/RN/3/2894/4/1729/LEC.json"
12,,1,1,0,24,6,5,6,17,74,0,1,0,"2023-04-22 09:25:01","1730","https://rionegro.datosoficiales.com/resultados/RN/3/2894/4/1730/LEC.json"
15,,2,0,0,2,2,9,28,40,45,0,0,0,"2023-04-21 16:00:01","1731","https://rionegro.datosoficiales.com/resultados/RN/3/2894/4/1731/LEC.json"
33,,1,4,0,12,8,12,17,67,85,0,1,0,"2023-04-21 14:25:01","1694","https://rionegro.datosoficiales.com/resultados/RN/3/2894/5/1694/LEC.json"
28,,1,3,3,11,7,4,31,50,93,0,0,0,"2023-04-22 09:25:01","1695","https://rionegro.datosoficiales.com/resultados/RN/3/2894/5/1695/LEC.json"
27,,0,0,2,16,4,16,2,44,155,0,0,0,"2023-04-22 10:00:01","1696","https://rionegro.datosoficiales.com/resultados/RN/3/2894/5/1696/LEC.json"
27,,1,1,2,23,4,8,26,54,89,0,0,0,"2023-04-21 14:25:01","1697","https://rionegro.datosoficiales.com/resultados/RN/3/2894/5/1697/LEC.json"
36,,2,0,2,13,6,11,23,38,107,0,0,0,"2023-04-22 10:00:01","1698","https://rionegro.datosoficiales.com/resultados/RN/3/2894/5/1698/LEC.json"
31,,0,0,1,14,11,15,40,65,80,0,0,0,"2023-04-26 12:50:01","1699","https://rionegro.datosoficiales.com/resultados/RN/3/2894/5/1699/LEC.json"
22,,0,4,1,26,9,12,33,48,102,0,2,0,"2023-04-21 14:25:01","1700","https://rionegro.datosoficiales.com/resultados/RN/3/2894/5/1700/LEC.json"
24,,0,2,0,9,10,9,29,49,112,0,0,0,"2023-04-22 09:25:01","1709","https://rionegro.datosoficiales.com/resultados/RN/3/2894/6/1709/LEC.json"
26,,0,1,1,6,8,14,29,82,73,0,3,0,"2023-04-21 15:00:01","1710","https://rionegro.datosoficiales.com/resultados/RN/3/2894/6/1710/LEC.json"
32,,3,0,1,11,7,7,41,61,84,0,7,0,"2023-04-22 10:00:01","1711","https://rionegro.datosoficiales.com/resultados/RN/3/2894/6/1711/LEC.json"
38,,0,2,1,11,11,9,55,51,69,0,7,0,"2023-04-21 15:25:01","1712","https://rionegro.datosoficiales.com/resultados/RN/3/2894/6/1712/LEC.json"
30,,2,2,2,20,5,8,26,69,90,0,0,0,"2023-04-22 10:25:01","1713","https://rionegro.datosoficiales.com/resultados/RN/3/2894/6/1713/LEC.json"
24,,0,0,0,17,16,14,42,52,86,0,0,0,"2023-04-22 09:25:01","1714","https://rionegro.datosoficiales.com/resultados/RN/3/2894/6/1714/LEC.json"
29,,0,1,2,9,10,13,20,54,0,0,0,0,"2023-04-21 15:25:01","1715","https://rionegro.datosoficiales.com/resultados/RN/3/2894/6/1715/LEC.json"
30,,2,1,1,13,4,6,36,62,88,0,1,0,"2023-04-22 10:25:01","1716","https://rionegro.datosoficiales.com/resultados/RN/3/2894/6/1716/LEC.json"
27,,1,1,0,13,7,6,54,57,60,0,7,0,"2023-04-22 10:00:01","1717","https://rionegro.datosoficiales.com/resultados/RN/3/2894/7/1717/LEC.json"
28,,2,0,0,23,11,9,14,63,91,0,1,0,"2023-04-22 09:25:01","1718","https://rionegro.datosoficiales.com/resultados/RN/3/2894/7/1718/LEC.json"
21,,2,0,1,25,2,10,18,49,118,0,3,0,"2023-04-22 10:25:01","1719","https://rionegro.datosoficiales.com/resultados/RN/3/2894/7/1719/LEC.json"
27,,0,1,1,16,7,9,34,69,55,0,11,0,"2023-04-22 10:00:01","1720","https://rionegro.datosoficiales.com/resultados/RN/3/2894/7/1720/LEC.json"
27,,1,1,2,13,6,10,29,56,71,0,3,0,"2023-04-22 09:25:01","1721","https://rionegro.datosoficiales.com/resultados/RN/3/2894/7/1721/LEC.json"
42,,1,0,1,17,10,14,41,35,80,0,5,0,"2023-04-21 16:00:01","1722","https://rionegro.datosoficiales.com/resultados/RN/3/2894/7/1722/LEC.json"
27,,0,1,0,11,7,17,47,56,61,0,7,0,"2023-04-21 16:00:01","1723","https://rionegro.datosoficiales.com/resultados/RN/3/2894/7/1723/LEC.json"
49,,8,6,5,39,8,44,13,62,11,0,9,0,"2023-04-21 09:50:01","1641","https://rionegro.datosoficiales.com/resultados/RN/3/2897/1/1641/LEC.json"
44,,7,10,2,37,12,53,10,57,7,0,6,0,"2023-04-21 11:25:01","1642","https://rionegro.datosoficiales.com/resultados/RN/3/2897/1/1642/LEC.json"
53,,9,8,1,35,16,39,16,41,8,0,15,0,"2023-04-21 10:25:01","1643","https://rionegro.datosoficiales.com/resultados/RN/3/2897/1/1643/LEC.json"
49,,3,4,3,15,16,73,19,50,8,0,13,0,"2023-04-21 12:25:01","1644","https://rionegro.datosoficiales.com/resultados/RN/3/2897/1/1644/LEC.json"
57,,7,6,3,20,8,64,13,28,32,0,0,0,"2023-04-21 12:25:01","1645","https://rionegro.datosoficiales.com/resultados/RN/3/2897/1/1645/LEC.json"
46,,5,8,9,32,18,73,10,38,8,0,4,0,"2023-04-21 11:25:01","1646","https://rionegro.datosoficiales.com/resultados/RN/3/2897/1/1646/LEC.json"
49,,5,11,3,33,11,56,17,52,6,0,6,0,"2023-04-21 14:25:01","1647","https://rionegro.datosoficiales.com/resultados/RN/3/2897/1/1647/LEC.json"
59,,8,2,4,31,14,45,8,50,8,0,8,0,"2023-04-21 14:25:01","1648","https://rionegro.datosoficiales.com/resultados/RN/3/2897/1/1648/LEC.json"
54,,6,6,0,30,8,56,12,45,6,0,11,0,"2023-04-21 15:00:01","1626","https://rionegro.datosoficiales.com/resultados/RN/3/2897/2/1626/LEC.json"
42,,10,9,2,31,5,48,9,77,14,0,5,0,"2023-04-21 15:00:01","1627","https://rionegro.datosoficiales.com/resultados/RN/3/2897/2/1627/LEC.json"
41,,8,10,3,36,13,55,14,55,9,0,10,0,"2023-04-21 12:25:01","1628","https://rionegro.datosoficiales.com/resultados/RN/3/2897/2/1628/LEC.json"
45,,12,13,4,23,12,54,11,45,7,0,16,0,"2023-04-21 12:25:01","1629","https://rionegro.datosoficiales.com/resultados/RN/3/2897/2/1629/LEC.json"
53,,12,4,1,41,17,57,7,42,9,0,13,0,"2023-04-21 11:25:01","1630","https://rionegro.datosoficiales.com/resultados/RN/3/2897/2/1630/LEC.json"
34,,13,6,5,41,9,51,14,56,3,0,5,0,"2023-04-21 12:00:01","1631","https://rionegro.datosoficiales.com/resultados/RN/3/2897/2/1631/LEC.json"
42,,3,7,4,30,6,61,19,46,7,0,11,0,"2023-04-21 11:25:01","1632","https://rionegro.datosoficiales.com/resultados/RN/3/2897/2/1632/LEC.json"
1,,11,7,4,41,15,66,9,38,50,0,16,0,"2023-04-21 13:00:01","1633","https://rionegro.datosoficiales.com/resultados/RN/3/2897/3/1633/LEC.json"
50,,10,7,6,38,14,63,9,39,12,0,7,0,"2023-04-21 11:25:01","1634","https://rionegro.datosoficiales.com/resultados/RN/3/2897/3/1634/LEC.json"
37,,3,5,3,34,14,76,12,45,7,0,13,0,"2023-04-21 11:25:01","1635","https://rionegro.datosoficiales.com/resultados/RN/3/2897/3/1635/LEC.json"
39,,7,8,0,33,13,61,10,52,17,0,11,0,"2023-04-21 11:25:01","1636","https://rionegro.datosoficiales.com/resultados/RN/3/2897/3/1636/LEC.json"
33,,7,13,4,43,13,49,11,40,11,0,13,0,"2023-04-21 09:50:01","1637","https://rionegro.datosoficiales.com/resultados/RN/3/2897/3/1637/LEC.json"
49,,8,8,2,23,6,64,11,47,13,0,8,0,"2023-04-21 10:25:01","1638","https://rionegro.datosoficiales.com/resultados/RN/3/2897/3/1638/LEC.json"
50,,4,8,4,28,11,64,16,59,8,0,13,0,"2023-04-22 13:00:01","1639","https://rionegro.datosoficiales.com/resultados/RN/3/2897/3/1639/LEC.json"
45,,12,5,3,26,9,62,11,35,29,0,15,0,"2023-04-21 10:25:01","1640","https://rionegro.datosoficiales.com/resultados/RN/3/2897/3/1640/LEC.json"
52,,10,15,3,23,17,62,10,49,5,0,7,0,"2023-04-21 14:25:01","1606","https://rionegro.datosoficiales.com/resultados/RN/3/2897/4/1606/LEC.json"
55,,10,6,5,27,10,48,17,49,5,0,12,0,"2023-04-21 14:25:01","1607","https://rionegro.datosoficiales.com/resultados/RN/3/2897/4/1607/LEC.json"
29,,9,4,1,22,10,87,15,33,11,0,14,0,"2023-04-21 14:25:01","1608","https://rionegro.datosoficiales.com/resultados/RN/3/2897/4/1608/LEC.json"
46,,11,3,2,21,18,66,8,43,9,0,9,0,"2023-04-21 14:25:01","1609","https://rionegro.datosoficiales.com/resultados/RN/3/2897/4/1609/LEC.json"
40,,9,6,1,28,14,51,8,51,15,0,8,0,"2023-04-21 16:00:01","1610","https://rionegro.datosoficiales.com/resultados/RN/3/2897/4/1610/LEC.json"
53,,12,6,2,37,9,70,15,50,8,0,6,0,"2023-04-21 16:00:01","1611","https://rionegro.datosoficiales.com/resultados/RN/3/2897/4/1611/LEC.json"
38,,8,12,5,30,16,63,9,37,11,0,8,0,"2023-04-21 15:25:01","1612","https://rionegro.datosoficiales.com/resultados/RN/3/2897/4/1612/LEC.json"
54,,7,3,5,28,7,65,11,55,7,0,8,0,"2023-04-21 16:00:01","1613","https://rionegro.datosoficiales.com/resultados/RN/3/2897/5/1613/LEC.json"
48,,10,8,0,31,20,38,9,59,2,0,5,0,"2023-04-21 16:00:01","1614","https://rionegro.datosoficiales.com/resultados/RN/3/2897/5/1614/LEC.json"
51,,8,4,4,21,6,83,9,47,7,0,8,0,"2023-04-21 14:25:01","1615","https://rionegro.datosoficiales.com/resultados/RN/3/2897/5/1615/LEC.json"
49,,9,3,5,31,12,42,12,49,11,0,15,0,"2023-04-21 14:25:01","1616","https://rionegro.datosoficiales.com/resultados/RN/3/2897/5/1616/LEC.json"
50,,8,11,6,38,38,51,9,49,18,0,22,0,"2023-04-21 14:25:01","1617","https://rionegro.datosoficiales.com/resultados/RN/3/2897/5/1617/LEC.json"
50,,15,7,0,36,12,64,11,44,7,0,9,0,"2023-04-21 14:25:01","1618","https://rionegro.datosoficiales.com/resultados/RN/3/2897/5/1618/LEC.json"
48,,9,4,5,31,15,41,11,50,10,0,17,0,"2023-04-21 15:25:01","1619","https://rionegro.datosoficiales.com/resultados/RN/3/2897/6/1619/LEC.json"
56,,9,10,3,34,7,64,13,37,3,0,11,0,"2023-04-21 15:25:01","1620","https://rionegro.datosoficiales.com/resultados/RN/3/2897/6/1620/LEC.json"
47,,8,6,5,39,6,65,8,54,10,0,3,0,"2023-04-21 16:00:01","1621","https://rionegro.datosoficiales.com/resultados/RN/3/2897/6/1621/LEC.json"
49,,8,5,2,39,13,63,5,47,0,0,18,0,"2023-04-21 16:00:01","1622","https://rionegro.datosoficiales.com/resultados/RN/3/2897/6/1622/LEC.json"
60,,7,7,2,30,12,60,8,39,14,0,10,0,"2023-04-21 15:25:01","1623","https://rionegro.datosoficiales.com/resultados/RN/3/2897/6/1623/LEC.json"
55,,10,9,1,28,8,50,9,54,21,0,6,0,"2023-04-21 16:00:01","1624","https://rionegro.datosoficiales.com/resultados/RN/3/2897/6/1624/LEC.json"
49,,7,5,6,29,19,61,9,56,10,0,7,0,"2023-04-21 16:00:01","1625","https://rionegro.datosoficiales.com/resultados/RN/3/2897/6/1625/LEC.json"
52,,13,3,6,26,10,68,10,58,10,0,9,0,"2023-04-21 14:25:01","1591","https://rionegro.datosoficiales.com/resultados/RN/3/2897/7/1591/LEC.json"
49,,12,4,1,32,14,51,11,66,8,0,9,0,"2023-04-21 14:25:01","1592","https://rionegro.datosoficiales.com/resultados/RN/3/2897/7/1592/LEC.json"
50,,6,4,6,30,5,58,6,70,10,0,7,0,"2023-04-21 14:25:01","1593","https://rionegro.datosoficiales.com/resultados/RN/3/2897/7/1593/LEC.json"
46,,8,7,3,19,12,53,17,55,22,0,12,0,"2023-04-21 14:25:01","1594","https://rionegro.datosoficiales.com/resultados/RN/3/2897/7/1594/LEC.json"
46,,6,8,3,25,10,68,15,44,22,0,5,0,"2023-04-22 13:00:01","1595","https://rionegro.datosoficiales.com/resultados/RN/3/2897/7/1595/LEC.json"
64,,3,4,1,37,9,54,4,47,9,0,3,0,"2023-04-21 14:25:01","1596","https://rionegro.datosoficiales.com/resultados/RN/3/2897/7/1596/LEC.json"
50,,8,6,2,18,8,80,9,42,7,0,15,0,"2023-04-21 14:25:01","1597","https://rionegro.datosoficiales.com/resultados/RN/3/2897/7/1597/LEC.json"
49,,3,7,0,38,4,70,9,34,7,0,14,0,"2023-04-21 14:25:01","1598","https://rionegro.datosoficiales.com/resultados/RN/3/2897/7/1598/LEC.json"
49,,9,7,5,30,15,63,11,55,7,0,5,0,"2023-04-21 12:00:01","1649","https://rionegro.datosoficiales.com/resultados/RN/3/2897/8/1649/LEC.json"
44,,17,4,3,32,12,48,11,53,15,0,11,0,"2023-04-21 14:25:01","1650","https://rionegro.datosoficiales.com/resultados/RN/3/2897/8/1650/LEC.json"
22,,4,4,3,22,11,25,7,25,10,0,3,0,"2023-04-21 13:25:01","1651","https://rionegro.datosoficiales.com/resultados/RN/3/2897/8/1651/LEC.json"
29,,3,3,0,19,4,37,12,16,2,0,12,0,"2023-04-21 14:25:01","1652","https://rionegro.datosoficiales.com/resultados/RN/3/2897/8/1652/LEC.json"
44,,7,9,6,32,8,55,10,45,9,0,12,0,"2023-04-22 13:00:01","1599","https://rionegro.datosoficiales.com/resultados/RN/3/2897/9/1599/LEC.json"
46,,8,10,6,24,10,51,12,57,10,0,9,0,"2023-04-21 16:00:01","1600","https://rionegro.datosoficiales.com/resultados/RN/3/2897/9/1600/LEC.json"
44,,7,6,6,37,13,39,9,66,12,0,11,0,"2023-04-21 14:25:01","1601","https://rionegro.datosoficiales.com/resultados/RN/3/2897/9/1601/LEC.json"
39,,6,12,4,35,8,49,16,43,2,0,0,0,"2023-04-21 15:00:01","1602","https://rionegro.datosoficiales.com/resultados/RN/3/2897/9/1602/LEC.json"
31,,9,11,6,32,6,45,10,72,7,0,13,0,"2023-04-26 08:50:01","1603","https://rionegro.datosoficiales.com/resultados/RN/3/2897/9/1603/LEC.json"
44,,10,6,3,34,7,60,9,53,3,0,19,0,"2023-04-21 15:00:01","1604","https://rionegro.datosoficiales.com/resultados/RN/3/2897/9/1604/LEC.json"
60,,8,15,2,25,9,79,4,37,6,0,4,0,"2023-04-21 14:25:01","1605","https://rionegro.datosoficiales.com/resultados/RN/3/2897/9/1605/LEC.json"
16,,1,7,2,25,4,73,14,87,18,0,11,0,"2023-04-21 14:25:01","1407","https://rionegro.datosoficiales.com/resultados/RN/3/2898/1/1407/LEC.json"
18,,4,7,2,15,6,107,10,73,27,0,3,0,"2023-04-21 11:25:01","1408","https://rionegro.datosoficiales.com/resultados/RN/3/2898/1/1408/LEC.json"
14,,3,11,4,54,5,81,11,53,39,0,10,0,"2023-04-22 12:25:01","1409","https://rionegro.datosoficiales.com/resultados/RN/3/2898/1/1409/LEC.json"
16,,1,6,3,17,2,77,4,58,8,0,9,0,"2023-04-21 12:00:01","1410","https://rionegro.datosoficiales.com/resultados/RN/3/2898/1/1410/LEC.json"
23,,3,9,2,22,4,75,3,49,6,0,5,0,"2023-04-21 13:25:01","1411","https://rionegro.datosoficiales.com/resultados/RN/3/2898/1/1411/LEC.json"
17,,0,10,0,18,4,123,7,58,18,0,2,0,"2023-04-21 13:00:01","1423","https://rionegro.datosoficiales.com/resultados/RN/3/2898/10/1423/LEC.json"
19,,0,12,1,21,38,104,11,80,38,0,3,0,"2023-04-22 13:00:01","1424","https://rionegro.datosoficiales.com/resultados/RN/3/2898/10/1424/LEC.json"
15,,3,14,1,36,7,98,10,52,1,0,5,0,"2023-04-21 12:25:01","1425","https://rionegro.datosoficiales.com/resultados/RN/3/2898/10/1425/LEC.json"
15,,2,8,2,11,6,115,3,61,10,0,5,0,"2023-04-22 10:25:01","1426","https://rionegro.datosoficiales.com/resultados/RN/3/2898/10/1426/LEC.json"
24,,1,14,0,16,11,86,5,69,31,0,0,0,"2023-04-22 10:00:01","1427","https://rionegro.datosoficiales.com/resultados/RN/3/2898/10/1427/LEC.json"
24,,4,7,4,25,6,81,12,57,20,0,10,0,"2023-04-21 12:00:01","1428","https://rionegro.datosoficiales.com/resultados/RN/3/2898/10/1428/LEC.json"
19,,2,4,3,16,5,107,7,60,14,0,8,0,"2023-04-21 13:00:01","1429","https://rionegro.datosoficiales.com/resultados/RN/3/2898/10/1429/LEC.json"
11,,3,6,2,11,2,66,2,44,8,0,2,0,"2023-04-21 12:00:01","1430","https://rionegro.datosoficiales.com/resultados/RN/3/2898/10/1430/LEC.json"
20,,7,10,4,21,5,102,2,47,17,0,4,0,"2023-04-21 12:00:01","1431","https://rionegro.datosoficiales.com/resultados/RN/3/2898/11/1431/LEC.json"
28,,1,5,0,12,5,121,7,35,14,0,2,0,"2023-04-21 12:00:01","1432","https://rionegro.datosoficiales.com/resultados/RN/3/2898/11/1432/LEC.json"
23,,2,7,1,15,2,103,12,35,6,0,4,0,"2023-04-21 13:25:01","1433","https://rionegro.datosoficiales.com/resultados/RN/3/2898/11/1433/LEC.json"
22,,0,8,1,22,4,100,7,51,5,0,5,0,"2023-04-21 12:00:01","1434","https://rionegro.datosoficiales.com/resultados/RN/3/2898/11/1434/LEC.json"
10,,2,5,1,18,2,123,5,40,23,0,1,0,"2023-04-21 11:25:01","1435","https://rionegro.datosoficiales.com/resultados/RN/3/2898/11/1435/LEC.json"
18,,2,7,7,23,6,96,12,44,33,0,2,0,"2023-04-21 11:25:01","1395","https://rionegro.datosoficiales.com/resultados/RN/3/2898/12/1395/LEC.json"
3,,1,9,3,16,7,104,10,55,39,0,0,0,"2023-04-21 10:50:01","1396","https://rionegro.datosoficiales.com/resultados/RN/3/2898/12/1396/LEC.json"
21,,4,9,1,23,7,111,8,49,18,0,4,0,"2023-04-21 12:25:01","1397","https://rionegro.datosoficiales.com/resultados/RN/3/2898/12/1397/LEC.json"
10,,1,7,5,19,11,93,11,78,27,0,4,0,"2023-04-21 10:25:01","1398","https://rionegro.datosoficiales.com/resultados/RN/3/2898/12/1398/LEC.json"
20,,3,13,2,18,3,99,5,60,11,0,0,0,"2023-04-21 13:25:01","1399","https://rionegro.datosoficiales.com/resultados/RN/3/2898/12/1399/LEC.json"
21,,1,4,3,31,4,75,5,75,33,0,2,0,"2023-04-21 12:00:01","1419","https://rionegro.datosoficiales.com/resultados/RN/3/2898/13/1419/LEC.json"
25,,4,8,3,26,13,94,13,53,24,0,0,0,"2023-04-21 11:25:01","1420","https://rionegro.datosoficiales.com/resultados/RN/3/2898/13/1420/LEC.json"
27,,3,9,4,18,5,100,7,73,16,0,4,0,"2023-04-21 11:25:01","1421","https://rionegro.datosoficiales.com/resultados/RN/3/2898/13/1421/LEC.json"
13,,4,8,3,17,6,60,4,53,27,0,8,0,"2023-04-22 12:25:01","1422","https://rionegro.datosoficiales.com/resultados/RN/3/2898/13/1422/LEC.json"
24,,3,2,4,21,5,121,8,48,20,0,1,0,"2023-04-21 16:00:01","1542","https://rionegro.datosoficiales.com/resultados/RN/3/2898/14/1542/LEC.json"
20,,2,8,2,13,7,120,3,66,15,0,1,0,"2023-04-21 12:00:01","1543","https://rionegro.datosoficiales.com/resultados/RN/3/2898/14/1543/LEC.json"
32,,2,7,4,16,1,101,5,66,14,0,3,0,"2023-04-21 12:00:01","1544","https://rionegro.datosoficiales.com/resultados/RN/3/2898/14/1544/LEC.json"
24,,2,2,0,31,3,109,8,55,18,0,0,0,"2023-04-21 10:25:01","1545","https://rionegro.datosoficiales.com/resultados/RN/3/2898/14/1545/LEC.json"
13,,0,1,0,0,1,80,7,44,42,0,0,0,"2023-04-21 12:00:01","1546","https://rionegro.datosoficiales.com/resultados/RN/3/2898/14/1546/LEC.json"
17,,2,5,0,9,4,71,6,45,7,0,0,0,"2023-04-21 09:50:01","1547","https://rionegro.datosoficiales.com/resultados/RN/3/2898/14/1547/LEC.json"
15,,1,5,2,18,5,99,8,63,14,0,0,0,"2023-04-21 12:25:01","1379","https://rionegro.datosoficiales.com/resultados/RN/3/2898/15/1379/LEC.json"
33,,0,13,1,35,4,108,5,42,3,0,5,0,"2023-04-21 12:25:01","1380","https://rionegro.datosoficiales.com/resultados/RN/3/2898/15/1380/LEC.json"
16,,0,9,0,14,6,115,12,43,24,0,3,0,"2023-04-22 10:00:01","1381","https://rionegro.datosoficiales.com/resultados/RN/3/2898/15/1381/LEC.json"
27,,1,5,1,16,8,110,5,48,19,0,2,0,"2023-04-21 09:50:01","1382","https://rionegro.datosoficiales.com/resultados/RN/3/2898/15/1382/LEC.json"
23,,2,7,5,21,13,120,3,48,16,0,5,0,"2023-04-21 11:25:01","1383","https://rionegro.datosoficiales.com/resultados/RN/3/2898/15/1383/LEC.json"
25,,3,4,5,20,14,42,11,103,23,0,6,0,"2023-04-21 14:25:01","1583","https://rionegro.datosoficiales.com/resultados/RN/3/2898/16/1583/LEC.json"
23,,1,3,1,19,2,41,18,122,16,0,3,0,"2023-04-21 13:50:01","1584","https://rionegro.datosoficiales.com/resultados/RN/3/2898/16/1584/LEC.json"
23,,1,0,5,19,7,39,14,107,20,0,3,0,"2023-04-21 10:25:01","1585","https://rionegro.datosoficiales.com/resultados/RN/3/2898/16/1585/LEC.json"
13,,0,1,0,8,6,53,22,75,9,0,0,0,"2023-04-22 09:25:01","1586","https://rionegro.datosoficiales.com/resultados/RN/3/2898/16/1586/LEC.json"
21,,3,15,1,7,8,116,13,55,18,0,3,0,"2023-04-22 13:00:01","1468","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1468/LEC.json"
27,,3,11,1,21,4,102,7,50,16,0,7,0,"2023-04-22 13:00:01","1469","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1469/LEC.json"
16,,1,2,3,22,3,126,7,51,6,0,3,0,"2023-04-21 16:00:01","1470","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1470/LEC.json"
27,,4,7,3,23,5,102,12,51,17,0,7,0,"2023-04-21 15:25:01","1471","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1471/LEC.json"
20,,1,6,0,21,2,123,3,68,8,0,4,0,"2023-04-21 16:00:01","1472","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1472/LEC.json"
13,,1,7,5,11,0,83,6,27,5,0,2,0,"2023-04-21 12:00:01","1473","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1473/LEC.json"
13,,1,11,0,8,2,71,7,37,13,0,5,0,"2023-04-22 12:25:01","1474","https://rionegro.datosoficiales.com/resultados/RN/3/2898/17/1474/LEC.json"
27,,3,12,5,22,7,79,5,74,11,0,5,0,"2023-04-21 13:25:01","1531","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1531/LEC.json"
15,,2,6,4,40,6,73,11,83,15,0,3,0,"2023-04-22 13:00:01","1532","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1532/LEC.json"
16,,6,5,3,15,4,69,13,111,15,0,8,0,"2023-04-21 13:25:01","1533","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1533/LEC.json"
26,,0,8,3,19,9,69,13,94,15,0,26,0,"2023-04-21 14:25:01","1534","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1534/LEC.json"
25,,4,6,1,21,5,90,8,83,13,0,10,0,"2023-04-21 14:25:01","1535","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1535/LEC.json"
15,,5,5,2,36,7,64,13,48,12,0,12,0,"2023-04-21 13:50:01","1536","https://rionegro.datosoficiales.com/resultados/RN/3/2898/18/1536/LEC.json"
18,,4,5,3,18,11,120,10,71,13,0,3,0,"2023-04-21 14:25:01","1499","https://rionegro.datosoficiales.com/resultados/RN/3/2898/19/1499/LEC.json"
18,,0,7,2,16,5,110,5,100,20,0,6,0,"2023-04-21 12:25:01","1500","https://rionegro.datosoficiales.com/resultados/RN/3/2898/19/1500/LEC.json"
21,,0,8,3,25,10,109,7,69,9,0,6,0,"2023-04-21 12:25:01","1501","https://rionegro.datosoficiales.com/resultados/RN/3/2898/19/1501/LEC.json"
17,,2,5,0,17,5,93,11,98,24,0,0,0,"2023-04-21 12:00:01","1502","https://rionegro.datosoficiales.com/resultados/RN/3/2898/19/1502/LEC.json"
15,,1,11,0,26,3,135,5,68,7,0,13,0,"2023-04-22 12:25:01","1503","https://rionegro.datosoficiales.com/resultados/RN/3/2898/19/1503/LEC.json"
24,,6,6,3,33,9,91,6,75,14,0,7,0,"2023-04-22 10:00:01","1412","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1412/LEC.json"
19,,2,6,3,2,16,90,16,45,33,0,9,0,"2023-04-22 10:00:01","1413","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1413/LEC.json"
18,,0,9,1,15,8,106,11,64,17,0,4,0,"2023-04-21 13:25:01","1414","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1414/LEC.json"
22,,4,2,1,25,7,84,11,67,12,0,7,0,"2023-04-22 10:00:01","1415","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1415/LEC.json"
11,,5,7,0,37,6,83,13,66,19,0,1,0,"2023-04-21 13:00:01","1416","https://rionegro.datosoficiales.com/resultados/RN/3/2898/2/1416/LEC.json"
