"216","3","424","425","426","427","428","429","430","431","BLC","IMP","NUL","REC","hora_proceso","numero","url"
42,,5,6,3,0,6,33,21,82,49,0,2,0,"2023-04-21 15:00:01","1767","https://rionegro.datosoficiales.com/resultados/RN/3/2902/6/1767/LEC.json"
36,,4,5,1,1,6,48,28,76,58,0,4,0,"2023-04-21 14:25:01","1768","https://rionegro.datosoficiales.com/resultados/RN/3/2902/6/1768/LEC.json"
39,,1,2,1,0,10,46,22,89,41,0,4,0,"2023-04-21 15:25:01","1769","https://rionegro.datosoficiales.com/resultados/RN/3/2902/6/1769/LEC.json"
41,,6,0,0,0,2,42,12,114,25,0,1,0,"2023-04-22 12:00:01","1770","https://rionegro.datosoficiales.com/resultados/RN/3/2902/6/1770/LEC.json"
30,,8,0,2,0,7,33,20,99,72,0,0,0,"2023-04-22 10:00:01","1771","https://rionegro.datosoficiales.com/resultados/RN/3/2902/6/1771/LEC.json"
32,,3,5,3,0,7,50,18,87,39,0,8,0,"2023-04-22 10:00:01","1772","https://rionegro.datosoficiales.com/resultados/RN/3/2902/6/1772/LEC.json"
8,,0,0,0,40,60,10,0,59,4,0,0,0,"2023-04-22 09:25:01","1732","https://rionegro.datosoficiales.com/resultados/RN/3/2909/1/1732/LEC.json"
52,,7,1,3,87,10,26,4,50,6,0,10,0,"2023-04-21 12:25:01","1659","https://rionegro.datosoficiales.com/resultados/RN/3/3979/1/1659/LEC.json"
69,,7,1,3,79,6,20,1,34,19,0,13,0,"2023-04-22 12:25:01","1660","https://rionegro.datosoficiales.com/resultados/RN/3/3979/1/1660/LEC.json"
75,,5,2,1,95,7,25,6,36,10,0,11,0,"2023-04-21 12:25:01","1661","https://rionegro.datosoficiales.com/resultados/RN/3/3979/1/1661/LEC.json"
89,,7,4,2,90,1,26,3,24,8,0,9,0,"2023-04-21 13:25:01","1662","https://rionegro.datosoficiales.com/resultados/RN/3/3979/1/1662/LEC.json"
71,,3,2,2,78,10,27,3,37,17,0,4,0,"2023-04-21 11:25:01","1663","https://rionegro.datosoficiales.com/resultados/RN/3/3979/1/1663/LEC.json"
74,,4,4,0,98,7,25,4,26,5,0,11,0,"2023-04-22 13:00:01","1664","https://rionegro.datosoficiales.com/resultados/RN/3/3979/1/1664/LEC.json"
72,,3,2,2,94,3,30,7,27,10,0,11,0,"2023-04-21 13:25:01","1665","https://rionegro.datosoficiales.com/resultados/RN/3/3979/2/1665/LEC.json"
76,,2,3,1,71,3,37,0,45,28,0,4,0,"2023-04-21 14:25:01","1666","https://rionegro.datosoficiales.com/resultados/RN/3/3979/2/1666/LEC.json"
76,,2,4,2,81,8,29,4,26,5,0,11,0,"2023-04-21 12:25:01","1667","https://rionegro.datosoficiales.com/resultados/RN/3/3979/2/1667/LEC.json"
63,,0,3,1,103,9,25,4,29,14,0,2,0,"2023-04-21 13:00:01","1668","https://rionegro.datosoficiales.com/resultados/RN/3/3979/2/1668/LEC.json"
89,,2,1,2,79,6,22,2,25,6,0,12,0,"2023-04-21 13:00:01","1669","https://rionegro.datosoficiales.com/resultados/RN/3/3979/2/1669/LEC.json"
68,,3,5,2,89,6,37,1,32,12,0,7,0,"2023-04-21 13:00:01","1670","https://rionegro.datosoficiales.com/resultados/RN/3/3979/2/1670/LEC.json"
51,,5,2,1,71,6,20,0,21,6,0,6,0,"2023-04-21 13:00:01","1671","https://rionegro.datosoficiales.com/resultados/RN/3/3979/2/1671/LEC.json"
41,,3,2,0,69,5,16,0,29,12,0,9,0,"2023-04-21 13:00:01","1672","https://rionegro.datosoficiales.com/resultados/RN/3/3979/2/1672/LEC.json"
24,,10,18,11,15,26,28,19,81,26,0,13,0,"2023-04-22 13:00:01","1782","https://rionegro.datosoficiales.com/resultados/RN/3/4026/1/1782/LEC.json"
26,,5,21,13,18,20,32,28,48,27,0,10,0,"2023-04-21 15:25:01","1783","https://rionegro.datosoficiales.com/resultados/RN/3/4026/1/1783/LEC.json"
16,,4,14,3,16,9,14,10,25,8,0,6,0,"2023-04-21 15:00:01","1784","https://rionegro.datosoficiales.com/resultados/RN/3/4026/1/1784/LEC.json"
13,,5,9,0,0,16,21,12,28,25,0,9,0,"2023-04-22 13:00:01","1785","https://rionegro.datosoficiales.com/resultados/RN/3/4026/1/1785/LEC.json"
3,16,6,5,1,16,10,20,10,92,43,0,0,0,"2023-04-20 15:25:01","760","https://rionegro.datosoficiales.com/resultados/RN/4/2837/1/760/LEC.json"
5,21,3,6,4,14,7,13,14,103,23,0,3,0,"2023-04-20 15:25:01","761","https://rionegro.datosoficiales.com/resultados/RN/4/2837/1/761/LEC.json"
3,6,10,7,3,13,6,19,14,71,41,0,4,0,"2023-04-20 12:25:01","762","https://rionegro.datosoficiales.com/resultados/RN/4/2837/1/762/LEC.json"
6,13,6,4,3,21,2,29,19,73,33,0,6,0,"2023-04-20 13:25:01","763","https://rionegro.datosoficiales.com/resultados/RN/4/2837/1/763/LEC.json"
3,17,10,6,2,15,8,18,4,98,27,0,6,0,"2023-04-20 13:25:01","764","https://rionegro.datosoficiales.com/resultados/RN/4/2837/1/764/LEC.json"
4,6,3,6,1,24,4,19,10,74,43,0,0,0,"2023-04-20 12:25:01","765","https://rionegro.datosoficiales.com/resultados/RN/4/2837/1/765/LEC.json"
2,13,2,5,2,16,9,14,13,81,28,0,5,0,"2023-04-21 09:25:01","766","https://rionegro.datosoficiales.com/resultados/RN/4/2837/1/766/LEC.json"
7,7,8,7,1,13,12,15,19,78,30,0,4,0,"2023-04-20 15:25:01","767","https://rionegro.datosoficiales.com/resultados/RN/4/2837/2/767/LEC.json"
3,9,8,14,2,16,6,17,23,67,32,0,0,0,"2023-04-20 13:00:01","768","https://rionegro.datosoficiales.com/resultados/RN/4/2837/2/768/LEC.json"
0,21,4,7,3,16,5,19,10,70,31,0,0,0,"2023-04-20 13:00:01","769","https://rionegro.datosoficiales.com/resultados/RN/4/2837/2/769/LEC.json"
2,17,5,6,4,16,7,9,10,101,45,0,0,0,"2023-04-21 16:00:01","770","https://rionegro.datosoficiales.com/resultados/RN/4/2837/2/770/LEC.json"
4,12,5,5,5,20,10,18,10,70,39,0,3,0,"2023-04-21 13:00:01","771","https://rionegro.datosoficiales.com/resultados/RN/4/2837/2/771/LEC.json"
4,10,3,4,3,19,8,12,15,79,19,0,7,0,"2023-04-21 14:25:01","772","https://rionegro.datosoficiales.com/resultados/RN/4/2837/2/772/LEC.json"
0,17,6,8,1,7,5,21,16,68,27,0,0,0,"2023-04-20 12:25:01","773","https://rionegro.datosoficiales.com/resultados/RN/4/2837/2/773/LEC.json"
3,8,3,9,5,18,8,18,18,76,42,0,0,0,"2023-04-20 14:00:02","747","https://rionegro.datosoficiales.com/resultados/RN/4/2837/3/747/LEC.json"
5,7,9,10,5,20,9,18,21,76,28,0,2,0,"2023-04-21 16:00:01","748","https://rionegro.datosoficiales.com/resultados/RN/4/2837/3/748/LEC.json"
0,11,4,7,2,7,8,26,14,89,25,0,11,0,"2023-04-20 15:50:01","749","https://rionegro.datosoficiales.com/resultados/RN/4/2837/3/749/LEC.json"
5,10,4,4,3,21,6,24,11,89,21,0,3,0,"2023-04-20 15:25:01","750","https://rionegro.datosoficiales.com/resultados/RN/4/2837/3/750/LEC.json"
1,9,0,5,1,32,6,16,11,94,17,0,10,0,"2023-04-20 14:00:02","751","https://rionegro.datosoficiales.com/resultados/RN/4/2837/3/751/LEC.json"
5,19,6,3,1,12,2,12,19,75,26,0,4,0,"2023-04-20 14:00:02","752","https://rionegro.datosoficiales.com/resultados/RN/4/2837/3/752/LEC.json"
2,17,7,2,3,31,6,15,18,97,42,0,0,0,"2023-04-20 13:25:01","753","https://rionegro.datosoficiales.com/resultados/RN/4/2837/4/753/LEC.json"
3,11,7,18,9,12,7,27,11,73,28,0,9,0,"2023-04-20 15:50:01","754","https://rionegro.datosoficiales.com/resultados/RN/4/2837/4/754/LEC.json"
5,6,9,2,4,17,7,19,15,76,46,0,0,0,"2023-04-20 09:25:01","755","https://rionegro.datosoficiales.com/resultados/RN/4/2837/4/755/LEC.json"
1,0,6,5,6,24,3,15,7,92,41,0,16,0,"2023-04-21 16:00:01","756","https://rionegro.datosoficiales.com/resultados/RN/4/2837/4/756/LEC.json"
3,6,8,10,3,13,7,23,5,90,33,0,0,0,"2023-04-20 15:50:01","757","https://rionegro.datosoficiales.com/resultados/RN/4/2837/4/757/LEC.json"
1,10,7,9,1,20,4,18,18,77,29,0,9,0,"2023-04-20 14:00:02","758","https://rionegro.datosoficiales.com/resultados/RN/4/2837/4/758/LEC.json"
0,2,7,11,2,21,3,16,16,102,34,0,4,0,"2023-04-21 16:00:01","759","https://rionegro.datosoficiales.com/resultados/RN/4/2837/4/759/LEC.json"
3,17,3,2,1,14,7,16,14,100,27,0,1,0,"2023-04-21 09:50:01","740","https://rionegro.datosoficiales.com/resultados/RN/4/2837/5/740/LEC.json"
3,1,5,6,3,20,11,14,19,94,0,0,0,0,"2023-04-20 14:00:02","741","https://rionegro.datosoficiales.com/resultados/RN/4/2837/5/741/LEC.json"
4,9,6,4,3,19,8,29,19,85,33,0,7,0,"2023-04-20 15:25:01","742","https://rionegro.datosoficiales.com/resultados/RN/4/2837/5/742/LEC.json"
5,14,4,6,7,17,8,30,14,64,45,0,1,0,"2023-04-21 09:50:01","743","https://rionegro.datosoficiales.com/resultados/RN/4/2837/5/743/LEC.json"
3,11,10,7,1,23,8,27,9,50,26,0,0,0,"2023-04-20 15:25:01","744","https://rionegro.datosoficiales.com/resultados/RN/4/2837/5/744/LEC.json"
5,17,7,8,2,19,10,7,14,83,44,0,5,0,"2023-04-20 15:25:01","745","https://rionegro.datosoficiales.com/resultados/RN/4/2837/5/745/LEC.json"
3,8,9,12,1,12,11,17,19,67,42,0,1,0,"2023-04-20 15:50:01","746","https://rionegro.datosoficiales.com/resultados/RN/4/2837/5/746/LEC.json"
6,9,6,3,2,18,5,18,12,69,47,0,0,0,"2023-04-21 16:00:01","733","https://rionegro.datosoficiales.com/resultados/RN/4/2837/6/733/LEC.json"
1,8,4,11,3,17,3,12,11,93,24,0,3,0,"2023-04-21 15:25:01","734","https://rionegro.datosoficiales.com/resultados/RN/4/2837/6/734/LEC.json"
1,12,5,8,4,20,5,27,4,92,19,0,10,0,"2023-04-21 10:25:01","735","https://rionegro.datosoficiales.com/resultados/RN/4/2837/6/735/LEC.json"
1,19,2,2,3,14,6,17,14,79,45,0,0,0,"2023-04-21 10:25:01","736","https://rionegro.datosoficiales.com/resultados/RN/4/2837/6/736/LEC.json"
9,10,5,9,4,22,10,17,6,63,0,0,0,0,"2023-04-20 14:00:02","737","https://rionegro.datosoficiales.com/resultados/RN/4/2837/6/737/LEC.json"
4,14,5,8,0,12,9,12,12,93,47,0,0,0,"2023-04-20 14:00:02","738","https://rionegro.datosoficiales.com/resultados/RN/4/2837/6/738/LEC.json"
4,18,6,7,2,17,6,23,18,71,30,0,13,0,"2023-04-20 14:00:02","739","https://rionegro.datosoficiales.com/resultados/RN/4/2837/6/739/LEC.json"
0,8,6,7,4,15,12,18,25,80,43,0,2,0,"2023-04-20 09:25:01","717","https://rionegro.datosoficiales.com/resultados/RN/4/2837/7/717/LEC.json"
0,11,6,6,2,19,8,15,6,86,25,0,7,0,"2023-04-22 10:25:01","718","https://rionegro.datosoficiales.com/resultados/RN/4/2837/7/718/LEC.json"
2,14,5,2,3,25,7,19,8,91,24,0,2,0,"2023-04-22 10:25:01","719","https://rionegro.datosoficiales.com/resultados/RN/4/2837/7/719/LEC.json"
1,11,4,9,5,24,4,13,11,79,35,0,4,0,"2023-04-22 10:25:01","720","https://rionegro.datosoficiales.com/resultados/RN/4/2837/7/720/LEC.json"
2,11,2,3,1,20,11,10,12,111,38,0,0,0,"2023-04-22 10:25:01","721","https://rionegro.datosoficiales.com/resultados/RN/4/2837/7/721/LEC.json"
6,13,3,0,2,17,10,0,17,79,50,0,0,0,"2023-04-20 15:50:01","722","https://rionegro.datosoficiales.com/resultados/RN/4/2837/7/722/LEC.json"
4,13,7,7,4,19,10,17,10,63,25,0,3,0,"2023-04-22 10:25:01","723","https://rionegro.datosoficiales.com/resultados/RN/4/2837/7/723/LEC.json"
5,15,5,11,2,18,13,11,16,75,29,0,5,0,"2023-04-22 10:25:01","724","https://rionegro.datosoficiales.com/resultados/RN/4/2837/7/724/LEC.json"
4,11,4,3,2,17,3,19,13,79,39,0,6,0,"2023-04-20 15:25:01","725","https://rionegro.datosoficiales.com/resultados/RN/4/2837/8/725/LEC.json"
2,9,5,4,0,13,7,17,13,82,46,0,3,0,"2023-04-20 15:25:01","726","https://rionegro.datosoficiales.com/resultados/RN/4/2837/8/726/LEC.json"
4,13,6,12,1,18,3,28,17,68,45,0,0,0,"2023-04-20 12:25:01","727","https://rionegro.datosoficiales.com/resultados/RN/4/2837/8/727/LEC.json"
4,10,2,7,3,17,13,12,18,96,45,0,0,0,"2023-04-20 15:50:01","728","https://rionegro.datosoficiales.com/resultados/RN/4/2837/8/728/LEC.json"
2,14,3,5,0,12,7,18,18,83,30,0,1,0,"2023-04-20 09:25:01","729","https://rionegro.datosoficiales.com/resultados/RN/4/2837/8/729/LEC.json"
2,7,10,2,3,9,5,17,13,92,29,0,9,0,"2023-04-20 09:50:01","730","https://rionegro.datosoficiales.com/resultados/RN/4/2837/8/730/LEC.json"
4,8,6,5,5,7,8,21,19,59,39,0,7,0,"2023-04-21 10:25:01","731","https://rionegro.datosoficiales.com/resultados/RN/4/2837/8/731/LEC.json"
7,10,7,5,1,14,6,15,13,89,27,0,4,0,"2023-04-20 15:25:01","732","https://rionegro.datosoficiales.com/resultados/RN/4/2837/8/732/LEC.json"
3,6,3,1,4,8,6,13,10,133,17,0,3,0,"2023-04-22 10:50:01","398","https://rionegro.datosoficiales.com/resultados/RN/4/2838/1/398/LEC.json"
4,10,1,1,2,7,4,11,10,94,16,0,4,0,"2023-04-22 10:25:01","399","https://rionegro.datosoficiales.com/resultados/RN/4/2838/1/399/LEC.json"
22,14,4,11,12,18,13,45,18,46,9,0,11,0,"2023-04-20 13:00:01","707","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/707/LEC.json"
30,10,10,6,13,20,12,51,15,35,11,0,9,0,"2023-04-20 09:50:01","708","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/708/LEC.json"
19,16,5,12,13,17,9,57,10,40,8,0,8,0,"2023-04-20 09:25:01","709","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/709/LEC.json"
23,7,6,12,12,20,10,63,15,44,15,0,7,0,"2023-04-21 15:00:01","710","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/710/LEC.json"
14,16,5,11,13,19,8,57,20,41,14,0,12,0,"2023-04-21 14:25:01","711","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/711/LEC.json"
20,14,3,9,10,17,14,63,14,43,11,0,8,0,"2023-04-20 13:00:01","712","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/712/LEC.json"
27,14,4,13,11,23,6,61,15,27,13,0,8,0,"2023-04-20 10:25:02","713","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/713/LEC.json"
17,14,4,19,8,16,6,63,14,33,12,0,10,0,"2023-04-20 13:00:01","714","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/714/LEC.json"
23,6,2,10,5,12,12,50,9,22,9,0,3,0,"2023-04-20 09:25:01","715","https://rionegro.datosoficiales.com/resultados/RN/4/2840/1/715/LEC.json"
29,13,3,12,15,23,0,39,17,37,36,0,22,0,"2023-04-19 15:00:01","641","https://rionegro.datosoficiales.com/resultados/RN/4/2840/10/641/LEC.json"
22,12,7,13,6,27,12,29,25,48,31,0,0,0,"2023-04-19 15:00:01","642","https://rionegro.datosoficiales.com/resultados/RN/4/2840/10/642/LEC.json"
24,11,9,8,13,25,18,34,18,36,15,0,8,0,"2023-04-26 12:50:01","643","https://rionegro.datosoficiales.com/resultados/RN/4/2840/10/643/LEC.json"
16,10,10,14,18,13,39,17,42,0,47,0,16,0,"2023-04-19 15:25:01","644","https://rionegro.datosoficiales.com/resultados/RN/4/2840/10/644/LEC.json"
18,11,2,7,2,16,6,17,22,37,11,0,4,0,"2023-04-19 16:25:01","645","https://rionegro.datosoficiales.com/resultados/RN/4/2840/10/645/LEC.json"
17,16,9,4,8,14,6,33,14,31,6,0,0,0,"2023-04-19 15:00:01","646","https://rionegro.datosoficiales.com/resultados/RN/4/2840/10/646/LEC.json"
28,13,2,8,10,18,4,65,10,24,10,0,5,0,"2023-04-19 14:00:01","551","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/551/LEC.json"
18,8,5,9,14,17,11,48,10,34,16,0,17,0,"2023-04-19 15:00:01","552","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/552/LEC.json"
20,28,4,14,10,9,4,49,19,41,7,0,8,0,"2023-04-19 14:25:01","553","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/553/LEC.json"
23,0,4,13,6,10,7,57,16,1,51,0,8,0,"2023-04-19 15:00:01","554","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/554/LEC.json"
14,7,3,20,11,11,5,50,15,27,16,0,8,0,"2023-04-19 15:00:01","555","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/555/LEC.json"
21,13,1,9,7,5,4,29,10,17,3,0,11,0,"2023-04-19 15:00:01","556","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/556/LEC.json"
20,8,4,12,2,14,14,28,12,18,2,0,5,0,"2023-04-19 15:00:01","557","https://rionegro.datosoficiales.com/resultados/RN/4/2840/11/557/LEC.json"
21,24,7,6,8,12,17,27,19,44,3,0,13,0,"2023-04-19 15:00:01","576","https://rionegro.datosoficiales.com/resultados/RN/4/2840/12/576/LEC.json"
24,17,8,9,15,18,6,44,23,44,5,0,4,0,"2023-04-19 14:00:01","577","https://rionegro.datosoficiales.com/resultados/RN/4/2840/12/577/LEC.json"
23,11,8,9,10,18,5,48,22,39,8,0,7,0,"2023-04-19 16:00:01","578","https://rionegro.datosoficiales.com/resultados/RN/4/2840/12/578/LEC.json"
18,10,13,7,11,24,8,43,25,33,10,0,11,0,"2023-04-19 16:00:01","579","https://rionegro.datosoficiales.com/resultados/RN/4/2840/12/579/LEC.json"
24,12,9,11,13,17,8,42,20,40,15,0,8,0,"2023-04-19 16:00:01","580","https://rionegro.datosoficiales.com/resultados/RN/4/2840/12/580/LEC.json"
22,9,6,12,15,28,7,43,18,53,13,0,18,0,"2023-04-19 13:25:01","531","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/531/LEC.json"
35,6,12,13,9,24,14,32,24,47,14,0,8,0,"2023-04-19 13:25:01","532","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/532/LEC.json"
42,19,7,15,10,23,10,29,22,41,14,0,9,0,"2023-04-19 13:25:01","533","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/533/LEC.json"
30,21,11,12,8,16,9,35,18,56,17,0,10,0,"2023-04-19 14:00:01","534","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/534/LEC.json"
31,17,9,12,13,22,13,43,12,43,27,0,15,0,"2023-04-21 13:25:01","535","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/535/LEC.json"
28,13,7,20,15,16,12,35,12,48,16,0,14,0,"2023-04-19 14:00:01","536","https://rionegro.datosoficiales.com/resultados/RN/4/2840/13/536/LEC.json"
29,7,6,13,15,24,10,39,26,40,24,0,8,0,"2023-04-19 15:25:01","619","https://rionegro.datosoficiales.com/resultados/RN/4/2840/14/619/LEC.json"
6,0,6,12,13,18,19,23,23,54,59,0,2,0,"2023-04-19 15:25:01","620","https://rionegro.datosoficiales.com/resultados/RN/4/2840/14/620/LEC.json"
12,3,4,1,7,17,2,13,17,41,4,0,3,0,"2023-04-19 14:25:01","621","https://rionegro.datosoficiales.com/resultados/RN/4/2840/14/621/LEC.json"
21,9,1,5,8,14,6,19,11,32,7,0,6,0,"2023-04-19 15:25:01","622","https://rionegro.datosoficiales.com/resultados/RN/4/2840/14/622/LEC.json"
11,13,5,10,5,19,11,43,15,23,12,0,11,0,"2023-04-19 12:25:01","400","https://rionegro.datosoficiales.com/resultados/RN/4/2840/15/400/LEC.json"
31,14,6,10,13,18,12,16,22,45,16,0,13,0,"2023-04-19 14:00:01","512","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/512/LEC.json"
31,12,6,8,8,21,17,26,18,59,0,0,16,0,"2023-04-19 14:00:01","513","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/513/LEC.json"
23,19,6,16,4,24,12,30,17,39,24,0,19,0,"2023-04-19 15:00:01","514","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/514/LEC.json"
25,13,9,7,11,21,13,32,19,59,10,0,19,0,"2023-04-19 14:25:01","515","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/515/LEC.json"
27,20,9,10,7,25,11,27,23,45,15,0,16,0,"2023-04-19 14:25:01","516","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/516/LEC.json"
23,17,7,8,9,18,14,26,31,39,35,0,0,0,"2023-04-19 15:25:01","517","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/517/LEC.json"
28,13,16,19,8,18,13,18,22,51,17,0,18,0,"2023-04-19 14:00:01","518","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/518/LEC.json"
27,25,8,16,13,28,10,17,34,45,36,0,13,0,"2023-04-19 14:00:01","519","https://rionegro.datosoficiales.com/resultados/RN/4/2840/16/519/LEC.json"
21,9,7,7,13,18,9,62,11,20,14,0,3,0,"2023-04-19 13:25:01","537","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/537/LEC.json"
19,5,7,9,4,14,9,66,12,28,7,0,14,0,"2023-04-19 13:25:01","538","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/538/LEC.json"
14,8,5,7,7,8,7,63,12,17,14,0,7,0,"2023-04-19 13:25:01","539","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/539/LEC.json"
25,6,7,7,13,4,5,51,7,33,11,0,10,0,"2023-04-19 13:25:01","540","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/540/LEC.json"
17,12,3,11,11,20,6,57,13,26,5,0,6,0,"2023-04-19 12:50:01","541","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/541/LEC.json"
10,5,4,5,5,8,4,43,6,12,7,0,1,0,"2023-04-19 12:50:01","542","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/542/LEC.json"
9,8,2,3,9,6,3,38,6,26,1,0,8,0,"2023-04-19 13:25:01","543","https://rionegro.datosoficiales.com/resultados/RN/4/2840/17/543/LEC.json"
24,18,3,11,10,25,7,52,12,37,12,0,5,0,"2023-04-19 15:25:01","586","https://rionegro.datosoficiales.com/resultados/RN/4/2840/18/586/LEC.json"
19,16,5,13,7,19,11,42,18,38,19,0,9,0,"2023-04-26 08:50:01","587","https://rionegro.datosoficiales.com/resultados/RN/4/2840/18/587/LEC.json"
15,13,9,7,10,20,7,28,26,42,18,0,7,0,"2023-04-19 15:25:01","588","https://rionegro.datosoficiales.com/resultados/RN/4/2840/18/588/LEC.json"
19,18,7,11,15,17,4,36,15,29,20,0,11,0,"2023-04-19 15:25:01","589","https://rionegro.datosoficiales.com/resultados/RN/4/2840/18/589/LEC.json"
37,22,9,10,12,19,6,56,23,31,6,0,9,0,"2023-04-19 14:00:01","566","https://rionegro.datosoficiales.com/resultados/RN/4/2840/19/566/LEC.json"
17,17,5,6,14,10,13,36,20,52,10,0,9,0,"2023-04-26 08:50:01","567","https://rionegro.datosoficiales.com/resultados/RN/4/2840/19/567/LEC.json"
30,17,4,10,8,11,8,45,16,40,16,0,12,0,"2023-04-19 14:00:01","568","https://rionegro.datosoficiales.com/resultados/RN/4/2840/19/568/LEC.json"
19,20,10,8,15,16,11,52,19,25,27,0,0,0,"2023-04-19 14:25:01","569","https://rionegro.datosoficiales.com/resultados/RN/4/2840/19/569/LEC.json"
29,28,3,14,13,22,10,43,9,24,33,0,0,0,"2023-04-19 14:25:01","570","https://rionegro.datosoficiales.com/resultados/RN/4/2840/19/570/LEC.json"
18,7,3,5,13,8,1,33,13,28,7,0,4,0,"2023-04-19 16:00:01","571","https://rionegro.datosoficiales.com/resultados/RN/4/2840/19/571/LEC.json"
31,5,9,11,6,19,18,21,18,65,0,0,19,0,"2023-04-20 13:25:01","520","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/520/LEC.json"
27,19,12,9,10,27,16,27,30,40,14,0,14,0,"2023-04-19 14:00:01","521","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/521/LEC.json"
37,7,7,17,9,29,9,26,22,63,3,0,5,0,"2023-04-19 16:00:01","522","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/522/LEC.json"
18,19,7,13,7,28,18,20,32,51,15,0,11,0,"2023-04-19 12:50:01","523","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/523/LEC.json"
37,10,10,15,8,22,8,21,26,60,10,0,9,0,"2023-04-19 12:50:01","524","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/524/LEC.json"
20,0,2,8,6,16,13,11,5,23,27,0,6,0,"2023-04-20 12:25:01","525","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/525/LEC.json"
5,12,3,6,5,14,11,15,7,23,17,0,6,0,"2023-04-19 15:25:01","526","https://rionegro.datosoficiales.com/resultados/RN/4/2840/2/526/LEC.json"
19,19,5,7,14,24,13,42,20,37,20,0,17,0,"2023-04-20 14:00:02","595","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/595/LEC.json"
17,17,8,7,14,33,17,44,18,43,11,0,10,0,"2023-04-19 15:25:01","596","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/596/LEC.json"
22,11,5,11,15,39,10,41,15,51,7,0,10,0,"2023-04-19 16:00:01","597","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/597/LEC.json"
17,18,5,10,11,27,10,37,16,43,23,0,0,0,"2023-04-19 16:00:01","598","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/598/LEC.json"
12,18,4,11,9,19,15,22,29,57,16,0,15,0,"2023-04-19 16:00:01","599","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/599/LEC.json"
18,19,3,12,17,34,12,29,16,55,9,0,16,0,"2023-04-19 14:25:01","600","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/600/LEC.json"
24,18,8,18,9,24,12,34,17,51,10,0,18,0,"2023-04-19 16:00:01","601","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/601/LEC.json"
19,17,1,10,12,37,18,29,23,40,13,0,15,0,"2023-04-19 16:00:01","602","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/602/LEC.json"
19,10,5,15,7,18,5,21,15,41,14,0,8,0,"2023-04-19 14:25:01","603","https://rionegro.datosoficiales.com/resultados/RN/4/2840/20/603/LEC.json"
23,10,6,11,11,32,12,42,24,41,14,0,23,0,"2023-04-20 08:50:01","668","https://rionegro.datosoficiales.com/resultados/RN/4/2840/21/668/LEC.json"
21,18,8,13,12,27,7,25,21,68,23,0,0,0,"2023-04-20 08:50:01","669","https://rionegro.datosoficiales.com/resultados/RN/4/2840/21/669/LEC.json"
27,10,6,8,12,27,11,28,26,48,18,0,12,0,"2023-04-20 13:00:01","670","https://rionegro.datosoficiales.com/resultados/RN/4/2840/21/670/LEC.json"
30,15,10,7,6,35,6,29,14,54,0,0,0,0,"2023-04-20 09:50:01","671","https://rionegro.datosoficiales.com/resultados/RN/4/2840/21/671/LEC.json"
