"1","10","11","12","13","14","15","16","17","18","19","2","20","21","22","23","24","25","3","4","5","6","7","8","9","BLC","IMP","OBS","hora_proceso","numero","url"
19,29,14,13,17,6,11,3,8,1,8,0,18,3,21,5,5,7,9,6,9,4,38,1,1,6,0,1,"2023-07-23 19:20:01","774","https://plazahuincul.datosoficiales.com/resultados/PH/6/774/CNJ.json"
35,27,11,5,20,5,10,5,15,3,4,4,14,6,14,3,13,5,5,4,9,5,31,0,7,12,0,3,"2023-07-23 19:20:01","775","https://plazahuincul.datosoficiales.com/resultados/PH/6/775/CNJ.json"
31,41,5,9,16,2,12,7,7,2,3,2,12,4,23,4,12,5,9,8,13,4,31,0,7,6,0,1,"2023-07-23 20:10:01","776","https://plazahuincul.datosoficiales.com/resultados/PH/6/776/CNJ.json"
38,19,13,9,22,4,5,8,5,1,3,2,10,3,18,4,7,7,6,10,5,2,31,1,15,4,0,8,"2023-07-23 20:10:01","777","https://plazahuincul.datosoficiales.com/resultados/PH/6/777/CNJ.json"
28,40,12,20,9,6,5,3,4,3,7,2,12,1,17,5,6,8,7,0,14,7,32,1,6,9,0,2,"2023-07-23 19:25:01","778","https://plazahuincul.datosoficiales.com/resultados/PH/7/778/CNJ.json"
25,29,11,2,17,6,13,6,3,4,4,4,11,4,20,9,6,6,11,3,4,4,31,0,6,9,0,1,"2023-07-23 19:50:01","779","https://plazahuincul.datosoficiales.com/resultados/PH/7/779/CNJ.json"
34,21,12,12,20,2,11,6,8,4,5,2,18,6,22,4,10,10,6,5,5,3,20,0,7,8,0,5,"2023-07-23 19:25:01","780","https://plazahuincul.datosoficiales.com/resultados/PH/7/780/CNJ.json"
29,24,9,5,17,8,10,2,10,11,6,3,7,4,16,4,10,12,9,5,12,2,27,1,5,8,0,3,"2023-07-23 19:55:01","781","https://plazahuincul.datosoficiales.com/resultados/PH/7/781/CNJ.json"
25,42,6,9,22,5,13,5,6,5,1,3,4,4,17,6,8,4,5,9,6,4,33,0,3,5,0,2,"2023-07-23 19:20:01","782","https://plazahuincul.datosoficiales.com/resultados/PH/7/782/CNJ.json"
36,28,5,6,20,3,8,5,4,1,10,4,13,0,20,6,15,11,7,6,5,6,38,2,17,9,5,0,"2023-07-23 19:55:01","783","https://plazahuincul.datosoficiales.com/resultados/PH/7/783/CNJ.json"
46,25,10,6,12,6,10,4,7,2,6,0,12,2,21,6,7,6,12,4,7,3,35,0,9,6,4,1,"2023-07-23 19:50:01","784","https://plazahuincul.datosoficiales.com/resultados/PH/7/784/CNJ.json"
