"165","205","419","420","421","422","BLC","COM","IMP","NUL","REC","hora_proceso","numero","url"
1,5,97,16,119,8,4,0,0,4,0,"2019-04-12 17:35:02","937","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/11/937/LRC.json"
0,2,93,16,110,15,12,0,0,5,0,"2019-04-12 17:35:02","938","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/12/938/LRC.json"
1,3,86,14,120,12,7,0,0,3,0,"2019-04-12 17:35:02","939","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/12/939/LRC.json"
0,2,83,12,128,7,4,0,0,7,0,"2019-04-12 17:35:02","940","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/12/940/LRC.json"
2,3,86,14,97,19,11,0,0,0,0,"2019-04-12 17:35:02","941","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/12/941/LRC.json"
2,1,64,13,131,12,3,0,0,11,0,"2019-04-12 17:35:02","942","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/12/942/LRC.json"
3,7,73,0,136,17,18,0,0,0,0,"2019-04-12 17:35:02","943","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/12/943/LRC.json"
0,0,95,7,126,13,4,0,0,7,0,"2019-04-12 17:35:02","873","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/2/873/LRC.json"
0,1,78,12,134,16,17,0,0,3,0,"2019-04-12 17:35:02","874","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/2/874/LRC.json"
2,5,91,12,122,16,8,0,0,9,0,"2019-04-12 17:35:02","875","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/2/875/LRC.json"
2,0,95,17,107,17,16,0,0,6,0,"2019-04-12 17:35:02","876","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/2/876/LRC.json"
2,3,85,18,107,27,8,0,0,8,0,"2019-04-12 17:35:02","877","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/2/877/LRC.json"
2,2,74,18,131,10,13,0,0,4,0,"2019-04-12 17:35:02","878","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/2/878/LRC.json"
0,1,81,12,121,13,8,0,0,5,0,"2019-04-12 17:35:02","879","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/2/879/LRC.json"
0,1,70,13,136,14,5,0,0,8,0,"2019-04-12 17:35:02","880","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/3/880/LRC.json"
1,6,87,17,103,19,10,0,0,1,0,"2019-04-12 17:35:02","881","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/3/881/LRC.json"
2,2,63,15,129,19,12,0,0,1,0,"2019-04-12 17:35:02","882","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/3/882/LRC.json"
0,2,84,30,116,14,7,0,0,3,0,"2019-04-12 17:35:02","883","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/3/883/LRC.json"
1,2,53,11,138,28,11,0,0,4,0,"2019-04-12 17:35:02","884","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/3/884/LRC.json"
4,0,78,15,106,11,15,0,0,16,0,"2019-04-12 17:35:02","885","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/3/885/LRC.json"
1,3,83,16,128,19,11,0,0,4,0,"2019-04-12 17:35:02","886","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/3/886/LRC.json"
3,0,89,11,107,13,13,0,0,11,0,"2019-04-12 17:35:02","887","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/4/887/LRC.json"
7,2,71,22,116,27,13,0,0,5,0,"2019-04-12 17:35:02","888","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/4/888/LRC.json"
3,3,72,12,126,29,11,0,0,3,0,"2019-04-12 17:35:02","889","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/4/889/LRC.json"
0,1,72,15,125,12,7,0,0,9,0,"2019-04-12 17:35:02","890","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/4/890/LRC.json"
0,1,67,1,131,24,20,0,0,9,0,"2019-04-12 17:35:02","891","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/4/891/LRC.json"
1,2,79,12,135,11,8,0,0,4,0,"2019-04-12 17:35:02","892","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/4/892/LRC.json"
3,3,84,10,103,11,6,0,0,0,0,"2019-04-12 17:35:02","893","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/4/893/LRC.json"
0,2,77,20,128,14,13,0,0,0,0,"2019-04-12 17:35:02","894","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/5/894/LRC.json"
2,1,101,9,137,12,10,0,0,0,0,"2019-04-12 17:35:02","895","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/5/895/LRC.json"
1,1,88,17,112,18,4,0,0,6,0,"2019-04-12 17:35:02","896","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/5/896/LRC.json"
1,1,101,11,112,14,13,0,0,4,0,"2019-04-12 17:35:02","897","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/5/897/LRC.json"
2,2,98,16,119,12,7,0,0,4,0,"2019-04-12 17:35:02","898","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/5/898/LRC.json"
1,1,90,14,131,13,8,0,0,0,0,"2019-04-12 17:35:02","899","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/5/899/LRC.json"
2,3,76,23,134,5,13,0,0,3,0,"2019-04-12 17:35:02","900","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/5/900/LRC.json"
2,2,89,14,108,19,14,0,0,5,0,"2019-04-12 17:35:02","901","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/6/901/LRC.json"
5,0,77,10,133,12,10,0,0,0,0,"2019-04-12 17:35:02","902","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/6/902/LRC.json"
1,1,86,23,113,20,2,0,0,2,0,"2019-04-12 17:35:02","903","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/6/903/LRC.json"
3,2,96,11,109,15,14,0,0,10,0,"2019-04-12 17:35:02","904","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/6/904/LRC.json"
1,1,79,8,116,20,13,0,0,0,0,"2019-04-12 17:35:02","905","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/6/905/LRC.json"
1,3,86,12,122,17,4,0,0,7,0,"2019-04-12 17:35:02","906","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/7/906/LRC.json"
3,4,78,11,111,20,17,0,0,1,0,"2019-04-12 17:35:02","907","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/7/907/LRC.json"
1,2,85,17,118,20,11,0,0,4,0,"2019-04-12 17:35:02","908","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/7/908/LRC.json"
3,4,102,19,125,10,7,0,0,2,0,"2019-04-12 17:35:02","909","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/7/909/LRC.json"
3,6,95,16,100,20,11,0,0,4,0,"2019-04-12 17:35:02","910","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/7/910/LRC.json"
0,3,80,9,133,24,8,0,0,6,0,"2019-04-12 17:35:02","911","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/7/911/LRC.json"
2,6,95,9,116,13,13,0,0,5,0,"2019-04-12 17:35:02","912","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/8/912/LRC.json"
0,6,75,16,120,14,19,0,0,0,0,"2019-04-12 17:35:02","913","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/8/913/LRC.json"
1,2,85,19,120,17,9,0,0,4,0,"2019-04-12 17:35:02","914","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/8/914/LRC.json"
3,8,90,14,125,12,6,0,0,7,0,"2019-04-12 17:35:02","915","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/8/915/LRC.json"
3,4,88,26,113,12,4,0,0,5,0,"2019-04-12 17:35:02","916","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/8/916/LRC.json"
4,2,66,16,142,12,14,0,0,0,0,"2019-04-12 17:35:02","917","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/8/917/LRC.json"
3,2,85,13,108,17,7,0,0,1,0,"2019-04-12 17:35:02","918","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/8/918/LRC.json"
5,1,72,10,138,14,5,0,0,3,0,"2019-04-12 17:35:02","919","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/9/919/LRC.json"
1,2,77,9,125,18,6,0,0,3,0,"2019-04-12 17:35:02","920","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/9/920/LRC.json"
2,3,73,19,137,15,2,0,0,0,0,"2019-04-12 17:35:02","921","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/9/921/LRC.json"
1,1,86,14,142,10,8,0,0,0,0,"2019-04-12 17:35:02","922","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/9/922/LRC.json"
1,2,84,14,113,19,9,0,0,4,0,"2019-04-12 17:35:02","923","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/9/923/LRC.json"
2,2,72,23,115,16,10,0,0,3,0,"2019-04-12 17:35:02","924","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/9/924/LRC.json"
0,4,87,16,112,22,6,0,0,5,0,"2019-04-12 17:35:02","925","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/58/9/925/LRC.json"
0,0,83,0,135,10,20,0,0,0,0,"2019-04-12 17:35:02","944","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/59/1/944/LRC.json"
0,1,91,10,141,7,5,0,0,7,0,"2019-04-12 17:35:02","945","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/59/1/945/LRC.json"
0,2,85,6,123,7,5,0,0,3,0,"2019-04-12 17:35:02","946","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/59/1/946/LRC.json"
1,3,81,6,116,17,7,0,0,4,0,"2019-04-12 17:35:02","947","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/59/1/947/LRC.json"
1,0,109,9,118,8,5,0,0,0,0,"2019-04-12 17:35:02","948","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/59/1/948/LRC.json"
1,1,76,7,121,9,12,0,0,3,0,"2019-04-12 17:35:02","949","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/59/2/949/LRC.json"
1,4,97,8,120,6,6,0,0,6,0,"2019-04-12 17:35:02","950","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/59/2/950/LRC.json"
2,6,78,5,124,2,13,0,0,10,0,"2019-04-12 17:35:02","951","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/59/2/951/LRC.json"
2,1,85,5,127,9,4,0,0,2,0,"2019-04-12 17:35:02","952","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/59/2/952/LRC.json"
3,0,95,8,119,2,7,0,0,6,0,"2019-04-12 17:35:02","953","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/59/2/953/LRC.json"
2,4,84,4,126,17,15,0,0,2,0,"2019-04-12 17:35:02","954","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/59/2/954/LRC.json"
5,4,94,4,117,28,7,0,0,5,0,"2019-04-12 17:35:02","955","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/60/1/955/LRC.json"
1,3,90,3,112,22,0,0,0,27,0,"2019-04-12 17:35:02","956","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/60/1/956/LRC.json"
0,1,91,7,113,38,12,0,0,5,0,"2019-04-12 17:35:02","957","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/60/1/957/LRC.json"
4,1,104,6,107,31,9,0,0,6,0,"2019-04-12 17:35:02","958","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/60/1/958/LRC.json"
2,4,85,11,114,37,11,0,0,9,0,"2019-04-12 17:35:02","959","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/60/1/959/LRC.json"
4,3,99,3,118,23,9,0,0,7,0,"2019-04-12 17:35:02","960","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/60/1/960/LRC.json"
1,3,104,3,121,22,9,0,0,3,0,"2019-04-12 17:35:02","961","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/60/2/961/LRC.json"
6,2,106,4,97,26,9,0,0,4,0,"2019-04-12 17:35:02","962","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/60/2/962/LRC.json"
0,0,114,1,98,28,11,0,0,3,0,"2019-04-12 17:35:02","963","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/60/2/963/LRC.json"
5,2,101,5,107,35,5,0,0,3,0,"2019-04-12 17:35:02","964","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/60/2/964/LRC.json"
2,1,110,2,105,24,13,0,0,5,0,"2019-04-12 17:35:02","965","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/60/2/965/LRC.json"
4,3,103,10,115,34,12,0,0,0,0,"2019-04-12 17:35:02","966","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/60/3/966/LRC.json"
2,2,92,6,121,22,7,0,0,3,0,"2019-04-12 17:35:02","967","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/60/3/967/LRC.json"
7,3,113,10,104,35,6,0,0,5,0,"2019-04-12 17:35:02","968","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/60/3/968/LRC.json"
5,5,101,8,135,28,6,0,0,4,0,"2019-04-12 17:35:02","969","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/60/3/969/LRC.json"
8,1,101,2,117,32,10,0,0,5,0,"2019-04-12 17:35:02","970","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/60/3/970/LRC.json"
3,2,112,4,115,20,7,0,0,3,0,"2019-04-12 17:35:02","971","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/60/3/971/LRC.json"
0,1,64,2,185,7,6,0,0,3,0,"2019-04-12 17:35:02","972","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/61/1/972/LRC.json"
4,2,67,4,168,5,4,0,0,3,0,"2019-04-12 17:35:02","973","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/61/1/973/LRC.json"
0,2,84,1,132,6,3,0,0,2,0,"2019-04-12 17:35:02","974","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/61/1/974/LRC.json"
1,0,69,5,163,10,8,0,0,0,0,"2019-04-12 17:35:02","975","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/61/1/975/LRC.json"
0,0,52,2,186,7,3,0,0,2,0,"2019-04-12 17:35:02","976","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/61/1/976/LRC.json"
2,0,83,2,147,8,3,0,0,8,0,"2019-04-12 17:35:02","977","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/61/1/977/LRC.json"
0,2,85,2,161,10,5,0,0,9,0,"2019-04-12 17:35:02","978","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/61/1/978/LRC.json"
0,0,86,3,125,8,4,0,0,4,0,"2019-04-12 17:35:02","1641","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/71A/1/1641/LRC.json"
1,1,105,2,122,5,4,0,0,0,0,"2019-04-12 17:35:02","1642","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVE/71A/1/1642/LRC.json"
1,4,49,14,172,18,9,0,0,4,0,"2019-04-12 17:35:02","1289","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/1/1289/LRC.json"
3,5,67,8,181,16,3,0,0,5,0,"2019-04-12 17:35:02","1290","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/1/1290/LRC.json"
6,2,48,8,174,13,3,0,0,6,0,"2019-04-12 17:35:02","1291","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/1/1291/LRC.json"
6,6,51,11,172,21,9,0,0,0,0,"2019-04-12 17:35:02","1292","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/1/1292/LRC.json"
4,3,46,8,169,23,11,0,0,4,0,"2019-04-12 17:35:02","1293","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/1/1293/LRC.json"
2,3,47,12,191,7,4,0,0,3,0,"2019-04-12 17:35:02","1294","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/1/1294/LRC.json"
2,1,52,11,153,26,3,0,0,3,0,"2019-04-12 17:35:02","1295","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/1/1295/LRC.json"
2,4,40,13,172,24,5,0,0,7,0,"2019-04-12 17:35:02","1296","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/1/1296/LRC.json"
0,1,58,9,174,12,7,0,0,5,0,"2019-04-12 17:35:02","1297","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/1/1297/LRC.json"
1,7,63,13,160,17,11,0,0,6,0,"2019-04-12 17:35:02","1298","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/1/1298/LRC.json"
3,5,51,9,159,17,9,0,0,5,0,"2019-04-12 17:35:02","1299","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/1/1299/LRC.json"
2,6,56,9,164,12,6,0,0,5,0,"2019-04-12 17:35:02","1368","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/10/1368/LRC.json"
4,3,57,10,161,24,4,0,0,2,0,"2019-04-12 17:35:02","1369","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/10/1369/LRC.json"
2,1,59,10,157,15,6,0,0,4,0,"2019-04-12 17:35:02","1370","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/10/1370/LRC.json"
0,3,60,3,186,13,11,0,0,6,0,"2019-04-12 17:35:02","1371","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/10/1371/LRC.json"
5,8,37,7,165,18,8,0,0,8,0,"2019-04-12 17:35:02","1372","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/10/1372/LRC.json"
5,7,55,9,151,26,5,0,0,1,0,"2019-04-12 17:35:02","1373","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/10/1373/LRC.json"
3,5,57,6,166,24,5,0,0,8,0,"2019-04-12 17:35:02","1374","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/10/1374/LRC.json"
1,3,40,7,173,18,8,0,0,5,0,"2019-04-12 17:35:02","1375","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/10/1375/LRC.json"
2,6,44,9,172,25,12,0,0,0,0,"2019-04-12 17:35:02","1376","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/11/1376/LRC.json"
2,3,36,11,160,20,11,0,0,0,0,"2019-04-12 17:35:02","1377","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/11/1377/LRC.json"
4,4,82,11,133,17,3,0,0,2,0,"2019-04-12 17:35:02","1378","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/11/1378/LRC.json"
4,1,48,12,151,18,10,0,0,4,0,"2019-04-12 17:35:02","1379","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/11/1379/LRC.json"
3,1,49,10,167,19,5,0,0,14,0,"2019-04-12 17:35:02","1380","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/11/1380/LRC.json"
4,1,59,9,155,13,7,0,0,5,0,"2019-04-12 17:35:02","1381","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/11/1381/LRC.json"
4,4,68,8,145,20,7,0,0,4,0,"2019-04-12 17:35:02","1382","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/11/1382/LRC.json"
6,4,50,14,151,37,6,0,0,5,0,"2019-04-12 17:35:02","1383","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/12/1383/LRC.json"
3,4,51,7,164,21,9,0,0,6,0,"2019-04-12 17:35:02","1384","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/12/1384/LRC.json"
3,6,65,11,156,16,7,0,0,4,0,"2019-04-12 17:35:02","1385","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/12/1385/LRC.json"
4,9,69,7,139,24,7,0,0,3,0,"2019-04-12 17:35:02","1386","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/12/1386/LRC.json"
1,3,49,8,175,13,5,0,0,9,0,"2019-04-12 17:35:02","1387","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/12/1387/LRC.json"
0,0,46,16,169,21,6,0,0,7,0,"2019-04-12 17:35:02","1388","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/12/1388/LRC.json"
3,4,51,10,163,18,12,0,0,5,0,"2019-04-12 17:35:02","1389","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/12/1389/LRC.json"
4,1,55,11,152,22,12,0,0,3,0,"2019-04-12 17:35:02","1390","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/13/1390/LRC.json"
0,1,50,9,173,20,14,0,0,2,0,"2019-04-12 17:35:02","1391","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/13/1391/LRC.json"
2,4,43,5,179,15,8,0,0,9,0,"2019-04-12 17:35:02","1392","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVO/65/13/1392/LRC.json"
