"102","104","1539","1547","1548","1549","1550","20","30","31","524","8","BLC","IMP","NUL","REC","hora_proceso","numero","url"
0,0,0,3,23,4,125,2,31,2,0,2,4,2,6,2,"2019-05-12 20:20:01","3262","http://www.datosoficiales.com/resultados/CO/2/50018/2/3262/GOB.json"
3,0,0,0,41,0,144,2,38,0,1,1,4,0,8,0,"2019-05-12 20:45:01","3267","http://www.datosoficiales.com/resultados/CO/2/50019/1/3267/GOB.json"
1,1,0,1,46,0,104,4,52,0,1,0,17,0,9,0,"2019-05-12 21:00:01","3268","http://www.datosoficiales.com/resultados/CO/2/50019/1/3268/GOB.json"
1,0,0,0,45,2,135,0,32,0,1,0,9,0,13,0,"2019-05-12 20:55:01","3269","http://www.datosoficiales.com/resultados/CO/2/50019/1/3269/GOB.json"
0,1,0,3,43,4,121,3,28,0,6,0,17,0,0,0,"2019-05-12 21:05:02","3270","http://www.datosoficiales.com/resultados/CO/2/50019/1/3270/GOB.json"
0,1,0,1,44,2,139,1,28,0,3,0,12,0,8,0,"2019-05-12 20:55:01","3271","http://www.datosoficiales.com/resultados/CO/2/50019/1/3271/GOB.json"
1,0,0,3,40,1,137,1,40,0,2,0,4,0,9,0,"2019-05-12 20:25:01","3272","http://www.datosoficiales.com/resultados/CO/2/50019/2/3272/GOB.json"
1,0,0,1,27,0,135,2,38,1,3,0,11,0,16,0,"2019-05-12 21:25:01","3273","http://www.datosoficiales.com/resultados/CO/2/50019/2/3273/GOB.json"
1,0,1,1,19,0,146,0,22,0,5,1,7,0,24,1,"2019-05-12 21:55:01","3274","http://www.datosoficiales.com/resultados/CO/2/50019/2/3274/GOB.json"
2,2,0,2,45,0,116,5,55,1,1,0,10,0,4,0,"2019-05-12 22:00:01","3275","http://www.datosoficiales.com/resultados/CO/2/50019/2/3275/GOB.json"
5,1,1,4,44,12,95,4,21,0,8,1,14,0,10,0,"2019-05-12 22:10:01","3276","http://www.datosoficiales.com/resultados/CO/2/50020/1/3276/GOB.json"
1,0,2,1,43,14,112,4,18,0,3,1,18,0,4,0,"2019-05-12 21:50:01","3277","http://www.datosoficiales.com/resultados/CO/2/50020/1/3277/GOB.json"
5,0,1,5,34,6,125,4,19,2,5,4,14,0,11,0,"2019-05-12 22:15:01","3278","http://www.datosoficiales.com/resultados/CO/2/50020/1/3278/GOB.json"
2,0,2,5,41,9,119,0,16,0,4,4,13,0,16,0,"2019-05-12 20:40:01","3279","http://www.datosoficiales.com/resultados/CO/2/50020/1/3279/GOB.json"
2,2,1,6,30,15,117,2,19,0,2,3,14,0,9,0,"2019-05-12 21:55:01","3280","http://www.datosoficiales.com/resultados/CO/2/50020/1/3280/GOB.json"
0,4,1,1,29,5,61,2,90,0,3,0,3,0,2,0,"2019-05-12 21:00:01","3311","http://www.datosoficiales.com/resultados/CO/2/50021/1/3311/GOB.json"
0,0,0,1,31,2,94,0,40,3,0,2,7,0,8,0,"2019-05-12 20:20:01","3312","http://www.datosoficiales.com/resultados/CO/2/50022/1/3312/GOB.json"
1,1,0,1,27,0,94,1,36,0,3,2,7,0,15,0,"2019-05-12 21:05:02","3313","http://www.datosoficiales.com/resultados/CO/2/50022/1/3313/GOB.json"
0,0,3,1,19,5,87,2,41,2,1,0,9,0,9,0,"2019-05-12 22:00:01","3314","http://www.datosoficiales.com/resultados/CO/2/50022/1/3314/GOB.json"
0,2,1,2,32,2,89,0,43,0,2,2,5,0,0,0,"2019-05-12 20:15:01","3315","http://www.datosoficiales.com/resultados/CO/2/50022/1/3315/GOB.json"
1,4,1,5,44,1,116,4,22,0,4,1,8,0,0,14,"2019-05-12 22:20:01","3322","http://www.datosoficiales.com/resultados/CO/2/50024/1/3322/GOB.json"
3,1,3,8,29,8,128,4,21,0,3,1,9,0,18,0,"2019-05-12 20:35:01","3323","http://www.datosoficiales.com/resultados/CO/2/50024/1/3323/GOB.json"
4,4,0,4,43,10,135,3,15,0,6,1,7,0,6,0,"2019-05-12 21:35:02","3324","http://www.datosoficiales.com/resultados/CO/2/50024/1/3324/GOB.json"
2,2,1,4,41,14,137,3,23,0,1,1,6,0,5,0,"2019-05-12 23:00:01","3325","http://www.datosoficiales.com/resultados/CO/2/50024/1/3325/GOB.json"
3,6,1,0,43,9,161,1,13,3,4,1,2,0,10,0,"2019-05-12 21:45:01","3326","http://www.datosoficiales.com/resultados/CO/2/50024/1/3326/GOB.json"
0,6,0,5,45,5,142,4,22,1,0,4,12,0,5,0,"2019-05-12 21:40:01","3327","http://www.datosoficiales.com/resultados/CO/2/50024/1/3327/GOB.json"
2,3,0,3,41,10,133,3,9,1,6,1,10,0,8,0,"2019-05-12 21:00:01","3328","http://www.datosoficiales.com/resultados/CO/2/50024/1/3328/GOB.json"
2,3,1,4,40,8,139,3,20,1,6,0,10,0,4,0,"2019-05-12 21:55:01","3329","http://www.datosoficiales.com/resultados/CO/2/50024/1/3329/GOB.json"
2,2,1,3,54,7,136,5,22,0,3,1,6,0,10,0,"2019-05-12 22:45:02","3364","http://www.datosoficiales.com/resultados/CO/2/50026/1/3364/GOB.json"
0,1,1,5,33,9,141,5,14,0,1,2,3,0,8,0,"2019-05-12 22:10:01","3365","http://www.datosoficiales.com/resultados/CO/2/50026/1/3365/GOB.json"
6,4,1,3,57,12,105,4,16,0,7,0,5,0,12,0,"2019-05-12 21:50:01","3366","http://www.datosoficiales.com/resultados/CO/2/50026/1/3366/GOB.json"
2,2,1,2,27,8,151,1,22,0,7,0,4,0,5,0,"2019-05-12 22:10:01","3367","http://www.datosoficiales.com/resultados/CO/2/50026/1/3367/GOB.json"
0,0,1,4,37,5,139,4,11,0,1,0,10,0,12,0,"2019-05-12 22:15:01","3368","http://www.datosoficiales.com/resultados/CO/2/50026/1/3368/GOB.json"
2,1,0,3,27,6,149,2,20,1,3,1,12,0,7,0,"2019-05-12 21:45:01","3370","http://www.datosoficiales.com/resultados/CO/2/50026/1/3370/GOB.json"
1,2,0,5,38,8,155,3,14,0,1,1,6,0,4,0,"2019-05-12 23:00:01","3371","http://www.datosoficiales.com/resultados/CO/2/50026/1/3371/GOB.json"
8,3,0,2,29,5,161,1,15,0,4,0,6,0,3,0,"2019-05-12 21:30:01","3372","http://www.datosoficiales.com/resultados/CO/2/50026/1/3372/GOB.json"
2,0,2,2,36,7,148,1,13,0,2,1,8,0,10,0,"2019-05-12 22:10:01","3373","http://www.datosoficiales.com/resultados/CO/2/50026/1/3373/GOB.json"
0,0,0,5,45,7,126,2,16,0,6,0,9,0,5,0,"2019-05-12 21:50:01","3374","http://www.datosoficiales.com/resultados/CO/2/50026/1/3374/GOB.json"
0,1,0,4,37,7,132,5,20,0,5,3,6,0,14,0,"2019-05-12 21:40:01","3375","http://www.datosoficiales.com/resultados/CO/2/50026/2/3375/GOB.json"
1,0,0,4,45,15,129,2,11,1,4,0,10,0,9,0,"2019-05-12 21:10:01","3376","http://www.datosoficiales.com/resultados/CO/2/50026/2/3376/GOB.json"
1,2,2,0,40,5,135,0,20,1,3,1,5,0,15,0,"2019-05-12 21:40:01","3377","http://www.datosoficiales.com/resultados/CO/2/50026/2/3377/GOB.json"
0,0,0,0,41,5,148,3,22,0,4,0,21,0,1,2,"2019-05-12 21:05:02","3378","http://www.datosoficiales.com/resultados/CO/2/50026/2/3378/GOB.json"
4,0,0,4,47,13,135,1,18,0,9,1,6,0,9,0,"2019-05-12 22:00:01","3379","http://www.datosoficiales.com/resultados/CO/2/50026/2/3379/GOB.json"
0,3,0,2,43,4,156,0,18,0,0,0,9,0,5,0,"2019-05-12 22:25:01","3380","http://www.datosoficiales.com/resultados/CO/2/50026/2/3380/GOB.json"
1,1,0,4,39,3,141,4,11,0,3,0,5,0,8,0,"2019-05-12 20:10:01","3353","http://www.datosoficiales.com/resultados/CO/2/50026/3/3353/GOB.json"
2,2,0,2,35,6,140,1,17,0,3,1,12,0,11,0,"2019-05-12 20:30:01","3354","http://www.datosoficiales.com/resultados/CO/2/50026/3/3354/GOB.json"
1,2,0,2,44,8,124,3,17,0,5,0,10,0,7,0,"2019-05-12 20:05:01","3355","http://www.datosoficiales.com/resultados/CO/2/50026/3/3355/GOB.json"
2,1,0,4,37,7,139,3,10,0,4,1,2,0,12,0,"2019-05-12 21:40:01","3356","http://www.datosoficiales.com/resultados/CO/2/50026/3/3356/GOB.json"
3,1,2,4,34,10,156,3,16,0,9,1,6,0,11,0,"2019-05-12 20:25:01","3357","http://www.datosoficiales.com/resultados/CO/2/50026/3/3357/GOB.json"
2,2,1,6,28,5,143,1,13,2,3,3,3,0,10,0,"2019-05-12 20:45:01","3358","http://www.datosoficiales.com/resultados/CO/2/50026/3/3358/GOB.json"
0,0,0,2,42,6,131,2,21,0,10,1,6,0,4,0,"2019-05-12 21:20:01","3359","http://www.datosoficiales.com/resultados/CO/2/50026/3/3359/GOB.json"
5,0,0,2,37,4,141,4,11,0,0,2,10,0,13,0,"2019-05-13 02:35:01","3360","http://www.datosoficiales.com/resultados/CO/2/50026/3/3360/GOB.json"
1,1,0,2,48,17,111,3,16,1,5,0,9,0,9,0,"2019-05-12 21:30:01","3361","http://www.datosoficiales.com/resultados/CO/2/50026/3/3361/GOB.json"
0,2,0,2,41,5,140,2,20,1,2,0,7,0,9,0,"2019-05-12 21:50:01","3362","http://www.datosoficiales.com/resultados/CO/2/50026/3/3362/GOB.json"
0,1,0,5,26,2,144,4,22,0,1,3,14,0,11,0,"2019-05-12 21:30:01","3363","http://www.datosoficiales.com/resultados/CO/2/50026/3/3363/GOB.json"
0,1,1,2,44,8,140,3,18,1,1,0,5,0,4,0,"2019-05-12 22:15:01","3381","http://www.datosoficiales.com/resultados/CO/2/50026/4/3381/GOB.json"
0,1,1,3,43,3,148,5,14,3,1,1,6,0,7,0,"2019-05-12 20:15:01","3382","http://www.datosoficiales.com/resultados/CO/2/50026/4/3382/GOB.json"
3,1,0,3,37,9,126,2,20,0,7,1,9,0,6,0,"2019-05-12 21:35:02","3383","http://www.datosoficiales.com/resultados/CO/2/50026/4/3383/GOB.json"
1,0,1,4,41,16,141,5,8,1,2,0,7,0,3,0,"2019-05-12 20:50:01","3384","http://www.datosoficiales.com/resultados/CO/2/50026/4/3384/GOB.json"
3,2,0,4,43,11,128,1,14,0,10,2,8,0,9,0,"2019-05-12 20:20:01","3385","http://www.datosoficiales.com/resultados/CO/2/50026/4/3385/GOB.json"
1,2,0,1,46,10,143,2,11,0,1,0,5,0,10,0,"2019-05-12 21:35:02","3386","http://www.datosoficiales.com/resultados/CO/2/50026/4/3386/GOB.json"
2,0,0,3,38,4,160,6,12,0,4,1,9,0,6,0,"2019-05-12 21:25:01","3387","http://www.datosoficiales.com/resultados/CO/2/50026/4/3387/GOB.json"
0,0,0,2,37,12,135,2,14,0,1,0,8,0,11,0,"2019-05-12 21:50:01","3388","http://www.datosoficiales.com/resultados/CO/2/50026/4/3388/GOB.json"
0,2,2,2,31,1,155,2,12,0,2,0,9,0,9,0,"2019-05-12 21:30:01","3389","http://www.datosoficiales.com/resultados/CO/2/50026/4/3389/GOB.json"
0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,0,"2019-05-12 18:40:01","3234","http://www.datosoficiales.com/resultados/CO/2/5016B/1/3234/GOB.json"
0,0,0,1,20,1,34,3,2,0,0,1,5,0,6,0,"2019-05-12 19:35:01","3235","http://www.datosoficiales.com/resultados/CO/2/5016C/1/3235/GOB.json"
0,0,0,1,7,1,34,2,17,0,0,0,10,0,1,0,"2019-05-12 20:45:01","3263","http://www.datosoficiales.com/resultados/CO/2/5018A/1/3263/GOB.json"
0,0,0,0,1,2,41,0,7,0,0,1,1,0,1,0,"2019-05-13 01:40:02","3265","http://www.datosoficiales.com/resultados/CO/2/5018C/1/3265/GOB.json"
4,0,0,2,31,9,137,2,21,0,6,1,11,0,9,0,"2019-05-12 23:00:01","3330","http://www.datosoficiales.com/resultados/CO/2/5024A/1/3330/GOB.json"
3,1,1,5,37,7,139,5,16,0,10,0,5,0,9,0,"2019-05-12 23:05:01","3331","http://www.datosoficiales.com/resultados/CO/2/5024A/1/3331/GOB.json"
0,3,0,3,29,4,141,4,25,0,8,0,8,0,7,0,"2019-05-12 23:05:01","3332","http://www.datosoficiales.com/resultados/CO/2/5024A/1/3332/GOB.json"
2,1,1,4,34,4,149,4,21,0,5,1,8,0,7,0,"2019-05-12 23:05:01","3333","http://www.datosoficiales.com/resultados/CO/2/5024A/1/3333/GOB.json"
0,3,0,4,48,9,125,0,17,0,8,1,9,0,7,0,"2019-05-12 23:25:01","3334","http://www.datosoficiales.com/resultados/CO/2/5024A/1/3334/GOB.json"
1,4,1,5,34,9,126,2,19,2,6,0,8,0,12,0,"2019-05-12 23:05:01","3335","http://www.datosoficiales.com/resultados/CO/2/5024A/1/3335/GOB.json"
1,0,1,0,38,4,152,2,18,3,7,0,5,0,10,0,"2019-05-12 23:25:01","3336","http://www.datosoficiales.com/resultados/CO/2/5024A/1/3336/GOB.json"
2,0,0,1,25,3,161,4,25,1,4,0,3,0,10,0,"2019-05-12 23:35:01","3337","http://www.datosoficiales.com/resultados/CO/2/5024A/1/3337/GOB.json"
1,3,0,5,46,10,135,7,18,1,3,1,3,0,10,0,"2019-05-12 23:10:01","3338","http://www.datosoficiales.com/resultados/CO/2/5024A/1/3338/GOB.json"
2,4,0,8,38,7,134,4,16,1,2,1,10,0,0,0,"2019-05-12 23:25:01","3339","http://www.datosoficiales.com/resultados/CO/2/5024A/1/3339/GOB.json"
2,4,0,6,36,5,163,5,17,2,4,2,5,0,8,0,"2019-05-12 23:10:01","3340","http://www.datosoficiales.com/resultados/CO/2/5024A/1/3340/GOB.json"
1,1,0,0,21,3,67,0,12,0,3,2,4,0,0,0,"2019-05-12 20:30:01","3391","http://www.datosoficiales.com/resultados/CO/2/5026B/1/3391/GOB.json"
0,4,0,0,8,1,101,0,75,0,0,1,6,0,1,0,"2019-05-12 22:45:02","3266","http://www.datosoficiales.com/resultados/CO/2/503/1/3266/GOB.json"
1,6,0,3,26,8,119,0,14,2,2,7,46,0,10,0,"2019-05-12 23:35:01","3316","http://www.datosoficiales.com/resultados/CO/2/513/1/3316/GOB.json"
4,6,1,4,25,4,125,0,18,0,2,1,42,0,3,4,"2019-05-12 22:50:01","3317","http://www.datosoficiales.com/resultados/CO/2/513/1/3317/GOB.json"
0,12,1,1,16,6,126,0,13,0,0,1,60,0,6,0,"2019-05-12 23:45:01","3318","http://www.datosoficiales.com/resultados/CO/2/513/1/3318/GOB.json"
2,7,0,2,28,5,147,1,12,0,1,1,40,0,8,2,"2019-05-12 23:10:01","3319","http://www.datosoficiales.com/resultados/CO/2/513/1/3319/GOB.json"
0,6,0,2,15,3,171,2,10,3,0,0,28,0,3,1,"2019-05-12 23:05:01","3320","http://www.datosoficiales.com/resultados/CO/2/513/1/3320/GOB.json"
1,7,0,1,24,5,132,2,13,1,1,0,45,0,4,4,"2019-05-12 22:40:01","3321","http://www.datosoficiales.com/resultados/CO/2/513/1/3321/GOB.json"
0,3,0,3,43,0,50,0,5,0,3,0,9,2,0,1,"2019-05-12 20:15:01","3351","http://www.datosoficiales.com/resultados/CO/2/52/1/3351/GOB.json"
0,1,0,0,90,2,152,0,2,0,0,0,8,0,7,0,"2019-05-12 23:10:01","7393","http://www.datosoficiales.com/resultados/CO/20/100/1/7393/GOB.json"
1,0,0,0,92,2,129,0,5,1,2,0,16,0,9,0,"2019-05-12 23:05:01","7394","http://www.datosoficiales.com/resultados/CO/20/100/1/7394/GOB.json"
0,0,0,0,99,2,126,0,6,0,2,0,12,0,0,0,"2019-05-12 23:35:01","7395","http://www.datosoficiales.com/resultados/CO/20/100/1/7395/GOB.json"
0,0,0,0,115,0,115,2,10,0,2,1,14,0,2,0,"2019-05-12 21:50:01","7396","http://www.datosoficiales.com/resultados/CO/20/100/1/7396/GOB.json"
1,0,0,1,32,0,112,1,42,0,2,0,18,6,3,0,"2019-05-12 20:00:01","7488","http://www.datosoficiales.com/resultados/CO/20/102/1/7488/GOB.json"
0,0,0,0,19,0,140,1,27,0,1,0,13,0,2,0,"2019-05-12 20:45:01","7489","http://www.datosoficiales.com/resultados/CO/20/102/1/7489/GOB.json"
0,1,0,2,12,0,141,0,26,0,1,0,14,6,1,6,"2019-05-12 20:25:01","7490","http://www.datosoficiales.com/resultados/CO/20/102/1/7490/GOB.json"
0,0,0,1,15,0,151,0,25,0,0,0,19,4,0,0,"2019-05-12 20:15:01","7491","http://www.datosoficiales.com/resultados/CO/20/102/1/7491/GOB.json"
0,0,0,0,19,0,139,0,35,0,0,1,15,0,4,0,"2019-05-12 20:45:01","7492","http://www.datosoficiales.com/resultados/CO/20/102/1/7492/GOB.json"
1,1,1,0,11,1,110,0,28,0,0,0,15,12,2,0,"2019-05-13 00:35:01","7493","http://www.datosoficiales.com/resultados/CO/20/102/1/7493/GOB.json"
0,1,0,0,15,3,100,0,45,0,1,1,46,0,1,1,"2019-05-12 22:10:01","7673","http://www.datosoficiales.com/resultados/CO/20/108/1/7673/GOB.json"
0,0,0,0,11,0,119,1,40,0,1,0,39,0,2,0,"2019-05-12 21:45:01","7674","http://www.datosoficiales.com/resultados/CO/20/108/1/7674/GOB.json"
2,0,0,0,7,0,111,0,40,0,0,1,44,0,3,0,"2019-05-12 23:15:01","7675","http://www.datosoficiales.com/resultados/CO/20/108/1/7675/GOB.json"
1,3,0,0,47,0,154,5,11,0,1,0,44,0,6,2,"2019-05-12 23:35:01","7259","http://www.datosoficiales.com/resultados/CO/20/129/1/7259/GOB.json"
5,1,0,2,66,2,132,1,16,0,3,1,38,0,3,2,"2019-05-12 22:00:01","7260","http://www.datosoficiales.com/resultados/CO/20/129/1/7260/GOB.json"
4,3,1,0,58,2,128,0,29,0,0,0,39,0,11,3,"2019-05-12 22:25:01","7261","http://www.datosoficiales.com/resultados/CO/20/129/1/7261/GOB.json"
0,2,0,3,72,2,139,0,20,0,0,0,25,1,5,0,"2019-05-12 21:45:01","7262","http://www.datosoficiales.com/resultados/CO/20/129/1/7262/GOB.json"
3,1,0,0,55,0,151,0,19,2,0,1,36,0,5,0,"2019-05-12 23:15:01","7263","http://www.datosoficiales.com/resultados/CO/20/129/1/7263/GOB.json"
2,2,0,0,49,3,164,0,16,0,0,0,39,0,3,0,"2019-05-12 23:15:01","7264","http://www.datosoficiales.com/resultados/CO/20/129/1/7264/GOB.json"
2,0,0,1,66,0,135,2,14,0,3,0,38,0,5,0,"2019-05-12 23:25:01","7265","http://www.datosoficiales.com/resultados/CO/20/129/1/7265/GOB.json"
1,1,0,1,51,4,151,0,8,1,0,0,41,0,8,0,"2019-05-12 22:05:01","7266","http://www.datosoficiales.com/resultados/CO/20/129/1/7266/GOB.json"
1,1,1,1,36,0,156,0,8,0,2,0,56,0,4,0,"2019-05-12 20:55:01","7267","http://www.datosoficiales.com/resultados/CO/20/129/1/7267/GOB.json"
1,1,0,1,47,1,140,1,19,0,0,0,45,0,1,0,"2019-05-12 22:50:01","7268","http://www.datosoficiales.com/resultados/CO/20/129/1/7268/GOB.json"
1,2,0,2,58,4,131,0,16,0,1,0,45,0,3,0,"2019-05-12 23:05:01","7269","http://www.datosoficiales.com/resultados/CO/20/129/2/7269/GOB.json"
1,1,0,1,40,2,152,1,9,0,0,1,50,0,7,5,"2019-05-12 22:50:01","7270","http://www.datosoficiales.com/resultados/CO/20/129/2/7270/GOB.json"
1,1,0,3,58,1,130,2,20,2,1,1,43,2,8,4,"2019-05-12 22:30:01","7271","http://www.datosoficiales.com/resultados/CO/20/129/2/7271/GOB.json"
0,1,0,2,67,3,133,0,24,0,1,0,37,0,4,0,"2019-05-12 23:10:01","7272","http://www.datosoficiales.com/resultados/CO/20/129/2/7272/GOB.json"
0,0,0,0,62,1,137,7,11,1,1,1,47,0,8,3,"2019-05-12 22:40:01","7273","http://www.datosoficiales.com/resultados/CO/20/129/2/7273/GOB.json"
0,0,0,1,54,0,140,1,21,0,0,0,51,0,4,0,"2019-05-12 23:40:01","7274","http://www.datosoficiales.com/resultados/CO/20/129/2/7274/GOB.json"
0,1,0,1,57,2,125,2,15,2,0,1,0,3,0,0,"2019-05-12 21:25:01","7275","http://www.datosoficiales.com/resultados/CO/20/129/2/7275/GOB.json"
0,0,2,0,25,2,193,3,36,0,1,0,20,0,2,0,"2019-05-12 21:25:01","7278","http://www.datosoficiales.com/resultados/CO/20/135/1/7278/GOB.json"
0,0,1,0,20,0,208,3,20,1,1,0,18,0,4,0,"2019-05-12 20:55:01","7279","http://www.datosoficiales.com/resultados/CO/20/135/1/7279/GOB.json"
0,0,0,0,28,1,180,2,33,2,1,1,29,0,4,0,"2019-05-12 23:25:01","7280","http://www.datosoficiales.com/resultados/CO/20/135/1/7280/GOB.json"
0,2,1,1,23,0,177,1,31,1,0,0,28,0,4,0,"2019-05-12 23:20:01","7281","http://www.datosoficiales.com/resultados/CO/20/135/1/7281/GOB.json"
0,1,1,0,21,1,186,0,29,0,2,2,26,1,5,1,"2019-05-12 22:15:01","7282","http://www.datosoficiales.com/resultados/CO/20/135/1/7282/GOB.json"
0,0,0,1,17,4,195,1,20,1,3,0,4,0,3,0,"2019-05-12 23:20:01","7283","http://www.datosoficiales.com/resultados/CO/20/135/1/7283/GOB.json"
0,0,1,1,4,1,152,1,58,1,2,0,21,0,2,0,"2019-05-12 21:15:01","7285","http://www.datosoficiales.com/resultados/CO/20/141/1/7285/GOB.json"
0,0,0,0,11,1,141,2,69,0,0,0,31,0,3,0,"2019-05-13 00:50:01","7286","http://www.datosoficiales.com/resultados/CO/20/141/1/7286/GOB.json"
0,0,0,0,15,0,136,0,62,1,3,0,37,0,4,0,"2019-05-13 00:55:01","7287","http://www.datosoficiales.com/resultados/CO/20/141/1/7287/GOB.json"
0,1,1,0,7,2,151,1,54,0,4,0,7,0,0,0,"2019-05-13 00:50:01","7288","http://www.datosoficiales.com/resultados/CO/20/141/1/7288/GOB.json"
1,0,0,0,79,0,155,0,16,0,1,0,3,0,2,2,"2019-05-12 21:10:01","7289","http://www.datosoficiales.com/resultados/CO/20/146/1/7289/GOB.json"
0,0,0,2,71,0,154,0,15,0,0,3,3,0,2,11,"2019-05-12 22:10:01","7290","http://www.datosoficiales.com/resultados/CO/20/146/1/7290/GOB.json"
1,0,0,1,59,2,162,1,12,0,3,0,17,1,2,0,"2019-05-12 21:40:01","7291","http://www.datosoficiales.com/resultados/CO/20/146/1/7291/GOB.json"
1,0,0,1,51,1,167,0,10,0,2,0,30,0,2,0,"2019-05-12 22:25:01","7292","http://www.datosoficiales.com/resultados/CO/20/146/2/7292/GOB.json"
0,0,1,1,52,3,189,2,9,0,2,0,12,0,5,0,"2019-05-12 20:15:01","7293","http://www.datosoficiales.com/resultados/CO/20/146/2/7293/GOB.json"
2,2,0,2,66,2,189,0,9,0,2,2,6,0,1,1,"2019-05-12 21:30:01","7294","http://www.datosoficiales.com/resultados/CO/20/146/2/7294/GOB.json"
1,1,1,0,35,0,166,0,15,1,2,0,56,0,4,0,"2019-05-12 22:40:01","7141","http://www.datosoficiales.com/resultados/CO/20/16/1/7141/GOB.json"
0,0,0,0,38,1,137,0,24,1,0,2,65,0,2,0,"2019-05-12 22:40:01","7142","http://www.datosoficiales.com/resultados/CO/20/16/1/7142/GOB.json"
1,0,0,0,38,0,144,1,23,0,1,0,64,0,3,0,"2019-05-12 22:40:01","7143","http://www.datosoficiales.com/resultados/CO/20/16/1/7143/GOB.json"
0,0,0,2,27,0,132,0,12,0,0,0,92,0,1,0,"2019-05-12 22:40:01","7144","http://www.datosoficiales.com/resultados/CO/20/16/1/7144/GOB.json"
0,0,0,0,26,0,150,1,34,0,2,1,61,0,2,0,"2019-05-12 22:05:01","7145","http://www.datosoficiales.com/resultados/CO/20/16/1/7145/GOB.json"
0,0,0,2,29,0,145,0,29,0,0,0,67,0,1,0,"2019-05-12 22:40:01","7146","http://www.datosoficiales.com/resultados/CO/20/16/1/7146/GOB.json"
3,0,0,0,16,0,202,0,20,7,0,0,16,0,11,0,"2019-05-12 21:15:01","7295","http://www.datosoficiales.com/resultados/CO/20/160/1/7295/GOB.json"
1,2,3,0,20,0,160,1,43,5,1,0,31,0,6,0,"2019-05-12 22:50:01","7296","http://www.datosoficiales.com/resultados/CO/20/160/1/7296/GOB.json"
2,0,0,0,35,1,154,2,41,3,0,0,29,0,2,0,"2019-05-12 22:10:01","7297","http://www.datosoficiales.com/resultados/CO/20/160/1/7297/GOB.json"
2,0,1,0,16,1,178,1,39,3,0,1,32,0,2,0,"2019-05-12 22:05:01","7298","http://www.datosoficiales.com/resultados/CO/20/160/1/7298/GOB.json"
3,0,0,1,20,3,160,1,41,5,0,0,32,0,3,0,"2019-05-12 21:30:01","7299","http://www.datosoficiales.com/resultados/CO/20/160/1/7299/GOB.json"
0,1,0,1,17,3,169,2,45,3,4,0,23,0,1,0,"2019-05-12 22:50:01","7300","http://www.datosoficiales.com/resultados/CO/20/160/1/7300/GOB.json"
0,0,0,0,28,0,156,0,49,3,0,0,3,0,4,4,"2019-05-12 21:35:02","7302","http://www.datosoficiales.com/resultados/CO/20/160/1/7302/GOB.json"
1,0,1,2,18,0,183,1,32,4,0,0,30,0,2,0,"2019-05-12 22:35:01","7303","http://www.datosoficiales.com/resultados/CO/20/160/2/7303/GOB.json"
2,0,1,1,9,3,166,0,39,4,0,0,49,0,4,6,"2019-05-12 23:25:01","7304","http://www.datosoficiales.com/resultados/CO/20/160/2/7304/GOB.json"
0,1,0,0,20,1,154,3,40,11,1,0,37,0,4,0,"2019-05-12 21:05:02","7305","http://www.datosoficiales.com/resultados/CO/20/160/2/7305/GOB.json"
1,0,1,2,20,4,163,0,43,5,0,0,36,0,2,0,"2019-05-12 23:05:01","7306","http://www.datosoficiales.com/resultados/CO/20/160/2/7306/GOB.json"
1,1,0,1,21,2,167,3,23,3,1,3,46,0,4,0,"2019-05-12 22:45:02","7307","http://www.datosoficiales.com/resultados/CO/20/160/2/7307/GOB.json"
0,0,0,0,15,0,170,1,33,7,0,0,28,0,7,0,"2019-05-12 21:00:01","7308","http://www.datosoficiales.com/resultados/CO/20/160/2/7308/GOB.json"
2,0,1,1,28,1,165,0,31,9,0,0,36,0,4,0,"2019-05-12 22:30:01","7309","http://www.datosoficiales.com/resultados/CO/20/160/2/7309/GOB.json"
0,2,0,0,25,0,160,2,50,3,0,0,28,0,1,0,"2019-05-12 22:40:01","7310","http://www.datosoficiales.com/resultados/CO/20/160/2/7310/GOB.json"
1,1,0,1,21,2,183,0,33,2,1,0,22,0,12,0,"2019-05-12 23:10:01","7311","http://www.datosoficiales.com/resultados/CO/20/160/2/7311/GOB.json"
0,2,0,1,8,0,139,2,24,5,5,1,60,0,10,0,"2019-05-12 23:15:01","7312","http://www.datosoficiales.com/resultados/CO/20/160/2/7312/GOB.json"
0,0,1,0,21,1,184,0,47,0,1,0,31,0,4,0,"2019-05-12 22:50:01","7315","http://www.datosoficiales.com/resultados/CO/20/207/1/7315/GOB.json"
3,1,1,1,27,5,140,0,51,0,0,1,16,0,3,0,"2019-05-12 22:45:02","7316","http://www.datosoficiales.com/resultados/CO/20/207/1/7316/GOB.json"
1,1,0,2,35,3,144,3,53,0,0,2,21,0,6,1,"2019-05-12 21:45:01","7317","http://www.datosoficiales.com/resultados/CO/20/207/1/7317/GOB.json"
0,0,0,0,32,2,178,1,37,0,0,0,22,0,4,0,"2019-05-12 22:30:01","7318","http://www.datosoficiales.com/resultados/CO/20/207/1/7318/GOB.json"
1,0,0,0,24,3,179,0,43,0,2,0,22,0,0,0,"2019-05-12 22:15:01","7319","http://www.datosoficiales.com/resultados/CO/20/207/1/7319/GOB.json"
