"102","104","1539","1547","1548","1549","1550","20","30","31","524","8","BLC","IMP","NUL","REC","hora_proceso","numero","url"
5,7,0,4,87,10,72,3,26,2,30,0,8,0,2,4,"2019-05-13 00:10:01","2890","http://www.datosoficiales.com/resultados/CO/1/112/256/2890/GOB.json"
5,6,0,6,87,13,87,2,21,0,25,0,4,0,8,2,"2019-05-12 22:40:01","2891","http://www.datosoficiales.com/resultados/CO/1/112/256/2891/GOB.json"
3,1,0,4,109,8,88,4,19,1,19,0,1,0,6,1,"2019-05-12 22:00:01","2892","http://www.datosoficiales.com/resultados/CO/1/112/256/2892/GOB.json"
6,8,0,3,86,10,82,1,12,0,37,0,6,0,5,4,"2019-05-13 00:35:01","2893","http://www.datosoficiales.com/resultados/CO/1/112/256/2893/GOB.json"
2,7,1,8,85,10,77,3,21,1,24,0,8,0,3,5,"2019-05-12 23:00:01","2894","http://www.datosoficiales.com/resultados/CO/1/112/256/2894/GOB.json"
2,1,1,5,31,5,135,5,17,2,7,0,21,0,10,5,"2019-05-13 02:35:01","2895","http://www.datosoficiales.com/resultados/CO/1/112/257/2895/GOB.json"
0,1,2,8,33,1,138,5,14,0,9,1,17,0,9,3,"2019-05-12 22:30:01","2896","http://www.datosoficiales.com/resultados/CO/1/112/257/2896/GOB.json"
1,19,1,2,33,5,132,5,23,0,7,1,15,0,10,10,"2019-05-13 02:35:01","2897","http://www.datosoficiales.com/resultados/CO/1/112/257/2897/GOB.json"
2,2,1,1,18,5,155,3,12,1,14,0,7,0,9,0,"2019-05-12 22:00:01","2898","http://www.datosoficiales.com/resultados/CO/1/112/257/2898/GOB.json"
1,2,0,2,26,3,144,2,20,0,8,2,19,0,10,3,"2019-05-12 21:10:01","2899","http://www.datosoficiales.com/resultados/CO/1/112/257/2899/GOB.json"
0,3,1,2,19,4,141,7,10,1,5,0,10,12,10,16,"2019-05-12 22:55:02","2900","http://www.datosoficiales.com/resultados/CO/1/112/257/2900/GOB.json"
1,1,0,3,27,5,145,3,11,2,12,0,9,0,11,16,"2019-05-12 23:25:01","2901","http://www.datosoficiales.com/resultados/CO/1/112/257/2901/GOB.json"
0,3,2,6,25,6,137,4,16,1,5,0,25,0,5,25,"2019-05-12 23:45:01","2902","http://www.datosoficiales.com/resultados/CO/1/112/257/2902/GOB.json"
0,2,1,2,29,1,140,4,21,0,7,0,15,0,12,0,"2019-05-13 02:35:01","2903","http://www.datosoficiales.com/resultados/CO/1/112/257/2903/GOB.json"
0,5,0,4,30,3,141,7,28,0,15,0,20,0,3,1,"2019-05-12 23:10:01","2904","http://www.datosoficiales.com/resultados/CO/1/112/257/2904/GOB.json"
0,4,1,1,22,1,162,3,16,2,3,0,15,0,10,9,"2019-05-12 22:50:01","2905","http://www.datosoficiales.com/resultados/CO/1/112/257/2905/GOB.json"
0,1,1,3,24,2,140,4,18,0,20,0,14,0,8,0,"2019-05-12 23:35:01","2906","http://www.datosoficiales.com/resultados/CO/1/112/257/2906/GOB.json"
2,3,1,3,33,3,153,9,16,3,15,1,11,0,7,2,"2019-05-12 23:40:01","2929","http://www.datosoficiales.com/resultados/CO/1/112/258/2929/GOB.json"
1,1,1,3,31,3,158,1,19,0,5,1,17,0,0,4,"2019-05-12 23:45:01","2930","http://www.datosoficiales.com/resultados/CO/1/112/258/2930/GOB.json"
1,1,0,0,24,1,177,2,11,1,10,0,14,0,7,3,"2019-05-12 23:10:01","2931","http://www.datosoficiales.com/resultados/CO/1/112/258/2931/GOB.json"
2,3,0,3,27,2,145,2,13,1,11,1,13,0,10,1,"2019-05-12 23:30:01","2932","http://www.datosoficiales.com/resultados/CO/1/112/258/2932/GOB.json"
2,0,0,3,21,1,138,1,18,2,6,1,30,0,13,0,"2019-05-12 23:35:01","2933","http://www.datosoficiales.com/resultados/CO/1/112/258/2933/GOB.json"
1,2,0,2,28,1,174,3,17,1,8,0,16,0,7,1,"2019-05-12 23:45:01","2934","http://www.datosoficiales.com/resultados/CO/1/112/258/2934/GOB.json"
1,4,0,4,25,23,118,2,0,1,3,4,13,0,10,6,"2019-05-12 23:45:01","2935","http://www.datosoficiales.com/resultados/CO/1/112/258/2935/GOB.json"
2,2,0,1,20,7,120,3,17,0,8,1,27,0,10,5,"2019-05-12 23:25:01","2936","http://www.datosoficiales.com/resultados/CO/1/112/258/2936/GOB.json"
0,5,0,5,22,3,164,7,16,0,7,1,12,0,12,0,"2019-05-12 23:30:01","2937","http://www.datosoficiales.com/resultados/CO/1/112/258/2937/GOB.json"
0,5,1,4,22,3,145,4,17,2,3,0,8,0,14,3,"2019-05-12 21:40:01","2938","http://www.datosoficiales.com/resultados/CO/1/112/258/2938/GOB.json"
0,2,0,3,27,4,143,5,13,0,9,0,9,0,12,7,"2019-05-12 22:25:01","2939","http://www.datosoficiales.com/resultados/CO/1/112/258/2939/GOB.json"
1,0,0,3,19,4,154,5,12,0,4,1,18,0,7,0,"2019-05-12 23:10:01","2940","http://www.datosoficiales.com/resultados/CO/1/112/258/2940/GOB.json"
0,2,1,2,25,2,144,3,11,1,17,0,16,0,9,3,"2019-05-12 23:40:01","2908","http://www.datosoficiales.com/resultados/CO/1/112/259/2908/GOB.json"
1,2,3,2,28,5,158,2,12,0,13,0,10,0,12,0,"2019-05-12 21:05:02","2909","http://www.datosoficiales.com/resultados/CO/1/112/259/2909/GOB.json"
1,1,0,1,11,1,160,9,19,0,9,0,23,0,3,0,"2019-05-12 22:40:01","2910","http://www.datosoficiales.com/resultados/CO/1/112/259/2910/GOB.json"
0,3,1,1,23,4,129,7,16,0,20,0,13,0,13,0,"2019-05-12 22:55:02","2911","http://www.datosoficiales.com/resultados/CO/1/112/259/2911/GOB.json"
0,4,1,7,20,6,158,3,9,1,5,0,17,0,11,1,"2019-05-12 22:05:01","2912","http://www.datosoficiales.com/resultados/CO/1/112/259/2912/GOB.json"
0,0,0,4,38,4,137,2,14,0,16,1,12,0,7,2,"2019-05-12 23:35:01","2913","http://www.datosoficiales.com/resultados/CO/1/112/259/2913/GOB.json"
1,0,4,5,36,6,131,4,23,2,10,0,16,0,6,4,"2019-05-12 22:45:02","2914","http://www.datosoficiales.com/resultados/CO/1/112/259/2914/GOB.json"
0,2,0,2,16,2,156,5,23,0,9,0,21,0,6,6,"2019-05-12 23:40:01","2915","http://www.datosoficiales.com/resultados/CO/1/112/259/2915/GOB.json"
0,3,1,3,33,1,157,2,18,1,6,0,16,0,6,0,"2019-05-12 22:20:01","2916","http://www.datosoficiales.com/resultados/CO/1/112/259/2916/GOB.json"
0,4,1,4,32,5,137,2,18,1,9,0,14,0,10,30,"2019-05-12 22:50:01","2917","http://www.datosoficiales.com/resultados/CO/1/112/259/2917/GOB.json"
1,0,0,1,34,1,154,3,17,1,11,0,16,0,5,1,"2019-05-12 21:45:01","2918","http://www.datosoficiales.com/resultados/CO/1/112/259/2918/GOB.json"
2,2,0,5,29,2,144,6,16,2,15,1,18,0,10,2,"2019-05-12 23:45:01","2919","http://www.datosoficiales.com/resultados/CO/1/112/259/2919/GOB.json"
2,7,1,4,56,6,113,3,21,0,14,0,0,0,9,8,"2019-05-12 21:45:01","336","http://www.datosoficiales.com/resultados/CO/1/112/26/336/GOB.json"
1,6,0,6,53,12,104,2,16,0,12,2,12,0,6,0,"2019-05-12 22:25:01","337","http://www.datosoficiales.com/resultados/CO/1/112/26/337/GOB.json"
0,9,1,7,45,6,135,4,27,1,13,1,8,0,4,0,"2019-05-12 23:40:01","338","http://www.datosoficiales.com/resultados/CO/1/112/26/338/GOB.json"
3,2,0,2,49,6,124,4,26,0,19,1,13,0,3,0,"2019-05-12 22:50:01","339","http://www.datosoficiales.com/resultados/CO/1/112/26/339/GOB.json"
4,3,0,5,48,7,130,1,21,0,15,1,13,0,4,2,"2019-05-12 23:30:01","340","http://www.datosoficiales.com/resultados/CO/1/112/26/340/GOB.json"
2,5,0,4,40,9,123,2,21,1,20,0,13,0,13,0,"2019-05-12 21:10:01","341","http://www.datosoficiales.com/resultados/CO/1/112/26/341/GOB.json"
0,4,1,5,55,9,117,4,28,1,11,1,10,0,7,0,"2019-05-12 21:10:01","342","http://www.datosoficiales.com/resultados/CO/1/112/26/342/GOB.json"
4,6,1,2,45,5,127,1,24,0,15,1,13,0,13,2,"2019-05-12 23:20:01","343","http://www.datosoficiales.com/resultados/CO/1/112/26/343/GOB.json"
1,8,0,3,67,4,95,6,29,1,14,1,4,0,2,13,"2019-05-12 22:50:01","344","http://www.datosoficiales.com/resultados/CO/1/112/26/344/GOB.json"
1,9,1,4,51,13,131,6,19,1,17,1,9,0,7,0,"2019-05-12 22:25:01","345","http://www.datosoficiales.com/resultados/CO/1/112/26/345/GOB.json"
0,6,0,10,48,5,123,3,20,1,14,0,16,0,8,0,"2019-05-12 23:15:01","346","http://www.datosoficiales.com/resultados/CO/1/112/26/346/GOB.json"
2,2,0,3,56,16,107,2,30,0,25,0,4,0,4,3,"2019-05-13 00:30:01","2948","http://www.datosoficiales.com/resultados/CO/1/112/260/2948/GOB.json"
1,1,2,5,57,13,98,1,17,0,26,0,12,0,7,0,"2019-05-13 00:35:01","2949","http://www.datosoficiales.com/resultados/CO/1/112/260/2949/GOB.json"
3,6,0,11,63,15,114,2,18,1,20,0,7,0,12,0,"2019-05-13 00:30:01","2950","http://www.datosoficiales.com/resultados/CO/1/112/260/2950/GOB.json"
8,7,1,1,60,16,107,3,19,0,13,0,9,0,8,4,"2019-05-13 00:50:01","2951","http://www.datosoficiales.com/resultados/CO/1/112/260/2951/GOB.json"
2,7,0,6,80,16,102,3,12,0,20,1,5,0,3,0,"2019-05-13 00:35:01","2952","http://www.datosoficiales.com/resultados/CO/1/112/260/2952/GOB.json"
0,8,1,5,66,14,86,4,29,0,20,0,8,0,11,0,"2019-05-13 00:35:01","2953","http://www.datosoficiales.com/resultados/CO/1/112/260/2953/GOB.json"
3,4,1,11,47,14,126,4,23,0,14,0,5,0,9,0,"2019-05-13 00:40:01","2954","http://www.datosoficiales.com/resultados/CO/1/112/260/2954/GOB.json"
1,2,0,3,68,10,115,3,17,1,41,0,3,0,8,0,"2019-05-13 00:40:01","2955","http://www.datosoficiales.com/resultados/CO/1/112/260/2955/GOB.json"
0,2,1,13,79,13,111,1,17,0,13,0,13,0,8,0,"2019-05-12 21:35:02","2956","http://www.datosoficiales.com/resultados/CO/1/112/261/2956/GOB.json"
2,5,0,1,63,10,104,3,23,0,21,2,12,0,7,0,"2019-05-12 23:35:01","2957","http://www.datosoficiales.com/resultados/CO/1/112/261/2957/GOB.json"
2,5,0,5,83,14,81,5,29,0,15,0,13,0,7,0,"2019-05-12 23:35:01","2958","http://www.datosoficiales.com/resultados/CO/1/112/261/2958/GOB.json"
0,5,0,2,58,10,122,2,33,0,13,0,9,0,8,2,"2019-05-12 23:45:01","2959","http://www.datosoficiales.com/resultados/CO/1/112/261/2959/GOB.json"
2,4,0,3,73,10,116,0,19,0,15,0,8,0,9,0,"2019-05-12 23:45:01","2960","http://www.datosoficiales.com/resultados/CO/1/112/261/2960/GOB.json"
0,10,0,12,57,9,113,6,20,1,17,1,9,0,10,0,"2019-05-12 23:45:01","2961","http://www.datosoficiales.com/resultados/CO/1/112/261/2961/GOB.json"
2,5,0,6,67,21,90,10,19,0,22,0,10,0,12,2,"2019-05-12 23:40:01","2962","http://www.datosoficiales.com/resultados/CO/1/112/261/2962/GOB.json"
4,7,0,5,70,11,116,2,19,0,13,0,4,0,9,2,"2019-05-12 23:40:01","2963","http://www.datosoficiales.com/resultados/CO/1/112/261/2963/GOB.json"
4,6,0,4,62,16,109,3,33,0,10,0,7,0,6,2,"2019-05-12 22:10:01","2964","http://www.datosoficiales.com/resultados/CO/1/112/262/2964/GOB.json"
3,3,0,4,69,9,88,5,24,0,21,1,10,0,5,2,"2019-05-12 22:05:01","2965","http://www.datosoficiales.com/resultados/CO/1/112/262/2965/GOB.json"
0,5,0,5,80,18,94,1,20,1,12,1,3,0,3,5,"2019-05-12 22:20:01","2966","http://www.datosoficiales.com/resultados/CO/1/112/262/2966/GOB.json"
4,4,1,4,68,10,100,7,15,0,11,1,3,0,10,1,"2019-05-12 23:15:01","2967","http://www.datosoficiales.com/resultados/CO/1/112/262/2967/GOB.json"
4,6,0,7,60,16,105,3,30,0,15,0,0,0,4,3,"2019-05-12 23:05:01","2968","http://www.datosoficiales.com/resultados/CO/1/112/262/2968/GOB.json"
4,11,0,6,71,11,95,5,30,2,15,1,11,0,4,0,"2019-05-12 23:00:01","2969","http://www.datosoficiales.com/resultados/CO/1/112/263/2969/GOB.json"
3,5,3,8,67,20,94,5,21,3,23,1,6,0,6,0,"2019-05-12 21:25:01","2970","http://www.datosoficiales.com/resultados/CO/1/112/263/2970/GOB.json"
2,4,0,4,66,13,104,4,31,0,14,0,8,0,2,0,"2019-05-12 23:45:01","2971","http://www.datosoficiales.com/resultados/CO/1/112/263/2971/GOB.json"
5,4,0,7,93,14,95,4,20,0,10,0,10,0,6,0,"2019-05-12 22:10:01","2972","http://www.datosoficiales.com/resultados/CO/1/112/263/2972/GOB.json"
2,4,0,4,69,18,103,4,20,0,19,0,12,0,8,0,"2019-05-12 22:45:02","2973","http://www.datosoficiales.com/resultados/CO/1/112/263/2973/GOB.json"
3,4,0,5,79,11,87,5,20,1,31,1,9,0,6,0,"2019-05-12 21:40:01","2974","http://www.datosoficiales.com/resultados/CO/1/112/263/2974/GOB.json"
3,9,0,5,53,5,101,2,30,2,14,0,18,0,9,1,"2019-05-12 21:45:01","2975","http://www.datosoficiales.com/resultados/CO/1/112/263/2975/GOB.json"
4,6,1,1,82,17,89,3,28,1,15,2,4,0,4,2,"2019-05-12 23:20:01","2976","http://www.datosoficiales.com/resultados/CO/1/112/263/2976/GOB.json"
11,4,0,6,84,18,104,3,19,0,15,0,4,0,2,0,"2019-05-12 22:40:01","2977","http://www.datosoficiales.com/resultados/CO/1/112/263/2977/GOB.json"
2,5,0,4,71,10,109,4,15,1,13,0,6,0,13,0,"2019-05-12 22:05:01","2978","http://www.datosoficiales.com/resultados/CO/1/112/263/2978/GOB.json"
4,2,1,4,66,12,116,1,30,0,19,0,12,0,4,0,"2019-05-12 21:55:01","2979","http://www.datosoficiales.com/resultados/CO/1/112/263/2979/GOB.json"
3,7,0,9,59,13,95,4,19,1,30,0,5,1,3,0,"2019-05-12 23:10:01","2980","http://www.datosoficiales.com/resultados/CO/1/112/263/2980/GOB.json"
6,8,1,6,72,8,102,2,27,1,22,0,5,0,5,0,"2019-05-12 22:40:01","2981","http://www.datosoficiales.com/resultados/CO/1/112/263/2981/GOB.json"
3,6,1,4,66,20,113,3,12,0,20,1,8,1,7,0,"2019-05-12 21:50:01","2982","http://www.datosoficiales.com/resultados/CO/1/112/263/2982/GOB.json"
4,6,0,5,68,15,92,3,34,1,19,0,6,0,3,0,"2019-05-12 21:50:01","2983","http://www.datosoficiales.com/resultados/CO/1/112/263/2983/GOB.json"
5,7,0,0,106,11,73,3,11,0,30,0,1,0,2,1,"2019-05-12 22:15:01","2984","http://www.datosoficiales.com/resultados/CO/1/112/264/2984/GOB.json"
8,3,1,4,116,8,58,3,13,5,25,0,8,0,4,0,"2019-05-12 23:05:01","2985","http://www.datosoficiales.com/resultados/CO/1/112/264/2985/GOB.json"
1,2,0,2,103,12,80,2,12,0,16,1,6,0,5,0,"2019-05-12 23:15:01","2986","http://www.datosoficiales.com/resultados/CO/1/112/264/2986/GOB.json"
1,4,0,9,101,7,81,2,7,1,26,0,5,0,1,0,"2019-05-12 23:00:01","2987","http://www.datosoficiales.com/resultados/CO/1/112/264/2987/GOB.json"
3,8,0,4,115,10,65,0,19,0,15,0,5,0,4,4,"2019-05-12 22:30:01","2988","http://www.datosoficiales.com/resultados/CO/1/112/264/2988/GOB.json"
3,6,1,3,110,6,64,0,23,0,24,1,5,0,2,0,"2019-05-12 22:40:01","2989","http://www.datosoficiales.com/resultados/CO/1/112/264/2989/GOB.json"
2,2,0,4,110,7,72,0,15,1,23,0,2,0,6,0,"2019-05-12 23:20:01","2990","http://www.datosoficiales.com/resultados/CO/1/112/264/2990/GOB.json"
3,4,0,3,103,12,70,1,11,0,38,0,5,0,2,1,"2019-05-12 23:40:01","2991","http://www.datosoficiales.com/resultados/CO/1/112/264/2991/GOB.json"
2,4,1,2,104,9,60,1,15,0,28,0,6,0,5,4,"2019-05-12 22:10:01","2992","http://www.datosoficiales.com/resultados/CO/1/112/264/2992/GOB.json"
4,2,0,2,110,9,79,1,12,0,27,0,5,0,4,2,"2019-05-12 23:40:01","2993","http://www.datosoficiales.com/resultados/CO/1/112/265/2993/GOB.json"
0,8,1,7,101,8,58,1,18,1,28,1,9,0,0,0,"2019-05-12 21:50:01","2994","http://www.datosoficiales.com/resultados/CO/1/112/265/2994/GOB.json"
1,5,0,1,109,7,66,3,16,1,22,0,6,0,1,0,"2019-05-12 23:40:01","2995","http://www.datosoficiales.com/resultados/CO/1/112/265/2995/GOB.json"
3,3,1,4,98,9,74,4,8,0,35,0,6,0,2,4,"2019-05-12 22:10:01","2996","http://www.datosoficiales.com/resultados/CO/1/112/265/2996/GOB.json"
3,0,1,4,87,6,65,3,24,1,20,1,4,0,2,0,"2019-05-12 23:35:01","2997","http://www.datosoficiales.com/resultados/CO/1/112/265/2997/GOB.json"
5,5,0,2,109,5,78,1,22,0,25,1,4,0,1,0,"2019-05-12 23:45:01","2998","http://www.datosoficiales.com/resultados/CO/1/112/265/2998/GOB.json"
4,2,0,2,94,10,76,2,15,0,18,0,6,1,1,1,"2019-05-12 23:40:01","2999","http://www.datosoficiales.com/resultados/CO/1/112/265/2999/GOB.json"
4,5,0,8,101,11,71,2,14,0,18,1,6,0,2,5,"2019-05-12 23:40:01","3000","http://www.datosoficiales.com/resultados/CO/1/112/265/3000/GOB.json"
2,2,1,6,98,8,74,2,18,0,27,0,4,0,2,1,"2019-05-12 23:40:01","3001","http://www.datosoficiales.com/resultados/CO/1/112/265/3001/GOB.json"
4,2,0,1,108,7,68,2,6,1,35,0,2,0,1,5,"2019-05-12 23:45:01","3002","http://www.datosoficiales.com/resultados/CO/1/112/265/3002/GOB.json"
3,5,0,9,54,11,116,6,19,1,7,0,10,0,13,3,"2019-05-12 21:25:01","3003","http://www.datosoficiales.com/resultados/CO/1/112/266/3003/GOB.json"
1,2,0,10,43,4,127,4,29,0,25,1,8,0,10,0,"2019-05-12 20:40:01","3004","http://www.datosoficiales.com/resultados/CO/1/112/266/3004/GOB.json"
2,4,1,6,55,11,114,6,25,0,14,1,14,0,5,0,"2019-05-12 22:00:01","3005","http://www.datosoficiales.com/resultados/CO/1/112/266/3005/GOB.json"
3,6,0,3,35,7,113,5,23,0,16,0,14,0,9,0,"2019-05-12 22:25:01","3006","http://www.datosoficiales.com/resultados/CO/1/112/266/3006/GOB.json"
1,3,1,4,50,8,134,4,26,0,17,0,8,0,7,0,"2019-05-12 21:00:01","3007","http://www.datosoficiales.com/resultados/CO/1/112/266/3007/GOB.json"
5,6,2,6,37,9,130,3,18,1,13,0,8,0,12,3,"2019-05-12 23:15:01","3008","http://www.datosoficiales.com/resultados/CO/1/112/267/3008/GOB.json"
3,6,0,6,41,10,141,3,31,0,7,1,21,0,2,0,"2019-05-12 21:50:01","3009","http://www.datosoficiales.com/resultados/CO/1/112/267/3009/GOB.json"
2,1,1,7,49,13,125,6,33,0,12,1,13,0,8,0,"2019-05-12 22:25:01","3010","http://www.datosoficiales.com/resultados/CO/1/112/267/3010/GOB.json"
4,7,1,7,52,11,126,2,35,1,18,0,7,0,4,0,"2019-05-12 23:20:01","3011","http://www.datosoficiales.com/resultados/CO/1/112/267/3011/GOB.json"
3,1,5,3,42,0,147,2,22,0,14,1,7,261,14,0,"2019-05-12 23:40:01","3012","http://www.datosoficiales.com/resultados/CO/1/112/267/3012/GOB.json"
3,4,0,4,47,8,125,0,27,0,15,1,12,0,17,0,"2019-05-12 22:30:01","3013","http://www.datosoficiales.com/resultados/CO/1/112/267/3013/GOB.json"
0,4,0,3,47,7,134,2,22,1,16,0,3,0,10,0,"2019-05-12 22:40:01","3014","http://www.datosoficiales.com/resultados/CO/1/112/267/3014/GOB.json"
4,2,0,4,48,9,133,4,22,0,10,0,24,0,4,0,"2019-05-12 21:00:01","3015","http://www.datosoficiales.com/resultados/CO/1/112/267/3015/GOB.json"
3,6,1,5,48,12,129,2,31,0,16,1,9,0,9,11,"2019-05-12 23:35:01","3016","http://www.datosoficiales.com/resultados/CO/1/112/267/3016/GOB.json"
4,0,0,4,59,7,120,2,23,1,9,1,9,0,2,3,"2019-05-12 23:45:01","3022","http://www.datosoficiales.com/resultados/CO/1/112/268/3022/GOB.json"
3,6,0,12,53,15,103,5,19,0,11,1,9,1,6,1,"2019-05-12 22:25:01","3023","http://www.datosoficiales.com/resultados/CO/1/112/268/3023/GOB.json"
4,4,0,8,62,11,113,3,19,2,17,2,2,0,3,1,"2019-05-12 23:30:01","3024","http://www.datosoficiales.com/resultados/CO/1/112/268/3024/GOB.json"
0,8,0,8,66,8,115,0,17,1,14,0,0,0,7,0,"2019-05-12 23:20:01","3025","http://www.datosoficiales.com/resultados/CO/1/112/268/3025/GOB.json"
3,2,2,3,67,15,100,3,12,1,17,0,12,7,6,3,"2019-05-12 23:20:01","3026","http://www.datosoficiales.com/resultados/CO/1/112/268/3026/GOB.json"
0,4,0,6,66,12,102,4,11,0,21,1,5,0,2,2,"2019-05-12 22:55:02","3027","http://www.datosoficiales.com/resultados/CO/1/112/268/3027/GOB.json"
5,4,0,5,68,13,89,3,17,3,13,0,15,5,10,4,"2019-05-12 21:40:01","3028","http://www.datosoficiales.com/resultados/CO/1/112/268/3028/GOB.json"
3,4,1,2,77,8,115,2,17,1,21,2,4,0,6,0,"2019-05-12 23:25:01","3029","http://www.datosoficiales.com/resultados/CO/1/112/268/3029/GOB.json"
2,2,0,1,58,7,105,1,20,3,19,0,15,0,4,2,"2019-05-12 22:55:02","3030","http://www.datosoficiales.com/resultados/CO/1/112/268/3030/GOB.json"
0,3,0,8,57,12,104,4,23,0,24,0,3,2,11,2,"2019-05-12 22:15:01","3031","http://www.datosoficiales.com/resultados/CO/1/112/268/3031/GOB.json"
5,2,1,4,65,11,92,2,20,2,31,0,6,0,5,8,"2019-05-12 23:15:01","3032","http://www.datosoficiales.com/resultados/CO/1/112/268/3032/GOB.json"
2,6,0,3,48,8,119,2,23,0,18,0,11,0,11,2,"2019-05-12 23:35:01","3033","http://www.datosoficiales.com/resultados/CO/1/112/269/3033/GOB.json"
4,12,0,6,69,11,99,3,22,0,16,0,10,0,2,0,"2019-05-12 22:30:01","3034","http://www.datosoficiales.com/resultados/CO/1/112/269/3034/GOB.json"
3,6,10,6,60,10,100,3,17,0,13,1,9,0,7,0,"2019-05-12 23:35:01","3035","http://www.datosoficiales.com/resultados/CO/1/112/269/3035/GOB.json"
1,5,2,8,58,9,98,1,26,0,18,0,14,0,10,0,"2019-05-12 23:40:01","3036","http://www.datosoficiales.com/resultados/CO/1/112/269/3036/GOB.json"
4,7,0,0,60,8,115,6,22,0,14,0,8,0,3,0,"2019-05-12 22:05:01","3037","http://www.datosoficiales.com/resultados/CO/1/112/269/3037/GOB.json"
2,4,0,4,70,4,115,5,11,1,17,0,7,0,6,0,"2019-05-12 22:40:01","3038","http://www.datosoficiales.com/resultados/CO/1/112/269/3038/GOB.json"
1,4,0,7,60,11,97,3,18,0,14,0,8,0,11,0,"2019-05-12 22:35:01","3039","http://www.datosoficiales.com/resultados/CO/1/112/269/3039/GOB.json"
1,1,2,3,67,11,86,3,21,0,14,0,8,0,12,0,"2019-05-12 22:10:01","3040","http://www.datosoficiales.com/resultados/CO/1/112/269/3040/GOB.json"
3,1,3,6,62,10,105,5,21,0,9,0,11,0,8,1,"2019-05-12 21:30:01","3041","http://www.datosoficiales.com/resultados/CO/1/112/269/3041/GOB.json"
1,1,0,4,50,6,127,5,19,0,16,0,7,0,6,0,"2019-05-12 23:15:01","347","http://www.datosoficiales.com/resultados/CO/1/112/27/347/GOB.json"
1,9,1,4,51,9,106,3,27,0,17,2,10,0,8,0,"2019-05-12 23:00:01","348","http://www.datosoficiales.com/resultados/CO/1/112/27/348/GOB.json"
1,4,0,3,61,10,126,3,31,0,9,0,3,0,6,0,"2019-05-12 23:10:01","349","http://www.datosoficiales.com/resultados/CO/1/112/27/349/GOB.json"
2,8,1,5,45,12,127,3,17,0,17,0,6,0,11,0,"2019-05-12 22:20:01","350","http://www.datosoficiales.com/resultados/CO/1/112/27/350/GOB.json"
0,4,0,2,44,6,137,5,19,0,14,0,6,0,8,0,"2019-05-12 21:20:01","351","http://www.datosoficiales.com/resultados/CO/1/112/27/351/GOB.json"
4,6,0,9,43,14,121,4,25,0,12,1,8,0,4,0,"2019-05-12 23:10:01","352","http://www.datosoficiales.com/resultados/CO/1/112/27/352/GOB.json"
1,5,1,6,34,17,122,2,25,0,20,1,7,0,9,0,"2019-05-12 22:30:01","353","http://www.datosoficiales.com/resultados/CO/1/112/27/353/GOB.json"
0,5,1,1,44,7,118,3,29,1,13,0,9,1,20,0,"2019-05-12 23:15:01","354","http://www.datosoficiales.com/resultados/CO/1/112/27/354/GOB.json"
0,3,0,3,38,10,127,5,24,0,20,2,11,0,6,0,"2019-05-12 22:10:01","355","http://www.datosoficiales.com/resultados/CO/1/112/27/355/GOB.json"
2,9,1,3,57,12,97,7,16,1,12,1,12,2,11,0,"2019-05-12 22:35:01","356","http://www.datosoficiales.com/resultados/CO/1/112/27/356/GOB.json"
4,8,0,9,42,6,125,4,20,0,14,0,0,0,7,0,"2019-05-12 22:35:01","3042","http://www.datosoficiales.com/resultados/CO/1/112/270/3042/GOB.json"
1,4,1,4,43,8,134,2,22,1,11,1,14,0,7,3,"2019-05-12 23:25:01","3043","http://www.datosoficiales.com/resultados/CO/1/112/270/3043/GOB.json"
2,4,2,8,37,8,145,0,22,1,18,0,14,1,9,1,"2019-05-12 23:25:01","3044","http://www.datosoficiales.com/resultados/CO/1/112/270/3044/GOB.json"
1,7,0,7,57,10,121,0,21,1,10,0,10,0,15,0,"2019-05-12 22:40:01","3045","http://www.datosoficiales.com/resultados/CO/1/112/270/3045/GOB.json"
1,2,2,5,37,3,127,4,19,1,6,1,5,0,30,0,"2019-05-12 23:40:01","3046","http://www.datosoficiales.com/resultados/CO/1/112/270/3046/GOB.json"
2,1,2,2,54,13,122,4,20,0,16,0,13,0,11,0,"2019-05-12 21:05:02","3047","http://www.datosoficiales.com/resultados/CO/1/112/270/3047/GOB.json"
0,7,0,6,44,4,135,5,19,1,14,0,7,0,12,1,"2019-05-12 22:35:01","3048","http://www.datosoficiales.com/resultados/CO/1/112/270/3048/GOB.json"
1,5,1,1,45,15,126,5,12,0,4,0,5,13,13,3,"2019-05-12 23:35:01","3049","http://www.datosoficiales.com/resultados/CO/1/112/270/3049/GOB.json"
2,3,1,11,37,7,115,3,33,1,17,1,9,0,3,6,"2019-05-12 22:55:02","3050","http://www.datosoficiales.com/resultados/CO/1/112/270/3050/GOB.json"
1,3,0,1,49,4,127,7,25,2,13,0,8,0,10,0,"2019-05-12 23:35:01","3051","http://www.datosoficiales.com/resultados/CO/1/112/271/3051/GOB.json"
1,1,1,7,49,5,118,6,14,0,10,3,12,0,4,23,"2019-05-12 22:40:01","3052","http://www.datosoficiales.com/resultados/CO/1/112/271/3052/GOB.json"
0,5,0,2,47,3,142,2,11,0,13,1,19,0,5,0,"2019-05-12 22:20:01","3053","http://www.datosoficiales.com/resultados/CO/1/112/271/3053/GOB.json"
1,1,0,3,47,8,136,2,21,0,9,0,7,0,7,0,"2019-05-12 22:55:02","3054","http://www.datosoficiales.com/resultados/CO/1/112/271/3054/GOB.json"
