"1","151","166","180","190","191","192","193","23","40","41","50","64","67","673","674","675","72","74","842","863","882","883","901","908","914","915","BLC","IMP","OBS","REC","hora_proceso","numero","url"
2,29,3,1,7,5,7,3,7,17,10,5,4,17,46,8,6,24,19,0,3,1,1,2,10,4,1,13,0,0,0,"2023-04-16 19:50:01","700","https://neuquen.datosoficiales.com/resultados/NE/1/10/6/700/DIP.json"
2,36,5,8,4,8,4,3,6,19,10,2,3,19,53,8,3,17,21,6,5,3,2,7,9,2,3,10,0,0,0,"2023-04-16 20:15:01","701","https://neuquen.datosoficiales.com/resultados/NE/1/10/6/701/DIP.json"
3,46,6,4,3,11,1,6,5,11,2,1,5,18,54,5,2,24,19,4,2,2,4,5,5,3,5,7,3,0,0,"2023-04-16 20:15:01","702","https://neuquen.datosoficiales.com/resultados/NE/1/10/6/702/DIP.json"
2,63,2,5,6,12,1,3,3,23,1,1,1,21,54,8,4,8,15,3,2,4,1,2,4,3,2,15,0,0,0,"2023-04-16 19:55:01","703","https://neuquen.datosoficiales.com/resultados/NE/1/10/6/703/DIP.json"
4,53,3,5,3,18,4,1,5,25,2,4,9,15,57,8,2,23,12,2,4,0,2,5,2,2,1,9,0,0,0,"2023-04-16 19:55:01","704","https://neuquen.datosoficiales.com/resultados/NE/1/10/7/704/DIP.json"
2,60,3,1,2,16,4,4,3,22,1,3,8,17,40,10,5,16,20,2,3,1,2,6,3,3,2,6,0,0,0,"2023-04-16 19:20:01","705","https://neuquen.datosoficiales.com/resultados/NE/1/10/7/705/DIP.json"
6,36,4,7,4,10,4,5,4,19,5,5,10,21,56,5,2,19,20,1,0,3,1,10,6,3,1,14,0,0,0,"2023-04-16 19:50:01","706","https://neuquen.datosoficiales.com/resultados/NE/1/10/7/706/DIP.json"
4,48,5,10,5,5,6,2,3,20,1,5,8,10,51,8,8,14,23,3,3,1,6,6,6,4,3,9,0,0,0,"2023-04-16 19:40:01","707","https://neuquen.datosoficiales.com/resultados/NE/1/10/7/707/DIP.json"
5,43,2,7,1,12,8,7,5,17,3,3,2,20,49,9,3,24,19,4,2,1,3,6,10,4,5,12,0,1,0,"2023-04-16 19:50:01","708","https://neuquen.datosoficiales.com/resultados/NE/1/10/7/708/DIP.json"
1,40,0,6,7,11,4,6,5,16,3,6,4,15,45,9,8,9,12,5,4,3,0,4,18,2,5,6,0,0,0,"2023-04-16 19:40:01","657","https://neuquen.datosoficiales.com/resultados/NE/1/10/8/657/DIP.json"
1,40,2,5,5,13,3,8,2,17,4,2,10,9,52,8,13,13,6,2,0,0,1,6,9,3,1,4,0,1,2,"2023-04-16 19:40:01","658","https://neuquen.datosoficiales.com/resultados/NE/1/10/8/658/DIP.json"
0,19,0,8,6,9,4,5,4,10,5,4,8,16,44,3,15,17,11,1,3,0,1,3,13,4,2,12,5,0,0,"2023-04-16 20:25:01","659","https://neuquen.datosoficiales.com/resultados/NE/1/10/8/659/DIP.json"
1,40,6,8,2,8,4,8,3,13,4,7,15,13,40,7,9,14,8,4,3,4,0,2,11,4,1,8,0,0,0,"2023-04-16 20:25:01","660","https://neuquen.datosoficiales.com/resultados/NE/1/10/8/660/DIP.json"
1,32,3,6,7,15,5,6,3,16,7,3,7,14,39,6,12,12,11,5,1,2,3,4,17,3,1,5,0,0,0,"2023-04-16 19:40:01","661","https://neuquen.datosoficiales.com/resultados/NE/1/10/8/661/DIP.json"
1,50,2,5,7,14,0,5,7,10,2,8,12,12,33,9,12,13,12,2,3,2,2,3,11,2,2,7,0,0,0,"2023-04-16 19:40:01","662","https://neuquen.datosoficiales.com/resultados/NE/1/10/9/662/DIP.json"
1,38,1,3,4,11,2,4,6,13,2,7,8,6,58,7,13,16,11,1,3,3,2,2,14,1,3,4,0,0,0,"2023-04-16 20:00:01","663","https://neuquen.datosoficiales.com/resultados/NE/1/10/9/663/DIP.json"
4,36,0,7,8,17,9,4,3,10,4,7,6,10,45,14,7,12,11,4,1,4,4,5,8,2,1,14,0,1,0,"2023-04-16 19:30:01","664","https://neuquen.datosoficiales.com/resultados/NE/1/10/9/664/DIP.json"
4,23,1,2,2,9,8,5,6,18,7,5,12,19,49,7,9,15,15,2,1,5,4,4,5,5,1,5,0,0,0,"2023-04-16 19:40:01","665","https://neuquen.datosoficiales.com/resultados/NE/1/10/9/665/DIP.json"
3,87,7,2,11,25,18,2,4,3,2,4,6,1,6,1,5,0,0,3,6,6,1,5,7,15,2,2,0,3,0,"2023-04-16 19:50:01","787","https://neuquen.datosoficiales.com/resultados/NE/1/11/1/787/DIP.json"
5,84,5,4,7,25,16,2,2,2,3,3,6,0,4,2,7,2,1,3,2,8,2,3,7,15,3,10,0,0,0,"2023-04-16 19:50:01","788","https://neuquen.datosoficiales.com/resultados/NE/1/11/1/788/DIP.json"
3,86,2,4,8,32,11,2,4,5,1,6,7,0,3,0,7,1,2,0,3,6,3,8,7,12,3,7,0,0,0,"2023-04-16 19:50:01","789","https://neuquen.datosoficiales.com/resultados/NE/1/11/1/789/DIP.json"
3,69,5,5,8,29,14,9,1,2,5,2,8,3,8,6,1,1,0,3,3,11,1,9,4,11,3,3,0,1,0,"2023-04-16 19:50:01","790","https://neuquen.datosoficiales.com/resultados/NE/1/11/1/790/DIP.json"
5,80,1,4,4,28,16,1,5,0,0,6,5,3,6,4,0,0,0,2,4,14,3,4,9,18,1,8,0,0,0,"2023-04-16 19:50:01","791","https://neuquen.datosoficiales.com/resultados/NE/1/11/1/791/DIP.json"
7,77,5,4,7,24,9,5,6,1,4,2,6,0,4,1,2,1,0,1,8,8,4,4,7,16,8,4,0,1,0,"2023-04-16 19:50:01","792","https://neuquen.datosoficiales.com/resultados/NE/1/11/1/792/DIP.json"
0,4,0,1,2,3,0,0,1,3,1,0,1,3,1,0,0,1,2,0,0,1,1,1,0,3,1,3,0,1,0,"2023-04-16 19:15:01","785","https://neuquen.datosoficiales.com/resultados/NE/1/120C/1/785/DIP.json"
1,14,1,2,2,8,4,3,2,4,4,1,3,2,6,0,5,0,2,0,2,3,2,1,6,1,0,1,0,0,0,"2023-04-16 19:15:01","930","https://neuquen.datosoficiales.com/resultados/NE/1/170C/1/930/DIP.json"
1,34,3,9,7,19,10,9,3,5,5,4,14,0,15,8,28,3,0,4,4,2,2,4,28,3,1,7,0,0,0,"2023-04-16 19:35:01","140","https://neuquen.datosoficiales.com/resultados/NE/1/22/1/140/DIP.json"
2,40,11,10,12,21,11,6,4,1,6,0,17,1,17,16,19,1,1,2,1,5,2,4,32,1,2,8,0,0,0,"2023-04-16 19:30:01","141","https://neuquen.datosoficiales.com/resultados/NE/1/22/1/141/DIP.json"
4,36,7,11,7,28,6,12,2,3,6,7,12,2,16,10,31,1,0,3,1,3,4,4,29,2,1,12,0,1,0,"2023-04-16 19:30:01","142","https://neuquen.datosoficiales.com/resultados/NE/1/22/1/142/DIP.json"
7,48,8,11,6,14,7,11,1,8,3,1,23,0,11,9,23,2,1,0,5,4,1,7,27,1,3,6,0,0,0,"2023-04-16 19:30:01","143","https://neuquen.datosoficiales.com/resultados/NE/1/22/1/143/DIP.json"
2,32,15,7,10,18,13,0,0,2,2,2,21,2,9,9,25,4,3,3,3,5,7,2,31,4,1,13,0,0,0,"2023-04-16 19:30:01","144","https://neuquen.datosoficiales.com/resultados/NE/1/22/1/144/DIP.json"
2,43,5,16,7,15,3,11,2,5,1,4,20,3,10,6,19,0,5,4,5,3,5,7,22,2,1,9,0,0,0,"2023-04-16 19:30:01","145","https://neuquen.datosoficiales.com/resultados/NE/1/22/1/145/DIP.json"
0,51,5,9,10,14,8,8,2,1,3,3,22,2,15,11,20,0,1,5,4,2,4,4,35,3,2,11,0,0,0,"2023-04-16 19:30:01","146","https://neuquen.datosoficiales.com/resultados/NE/1/22/1/146/DIP.json"
2,43,4,7,12,18,11,7,1,6,7,4,14,3,15,8,16,0,2,2,2,1,1,5,37,3,3,11,0,0,0,"2023-04-16 19:30:01","147","https://neuquen.datosoficiales.com/resultados/NE/1/22/1/147/DIP.json"
1,43,5,11,4,17,7,10,2,6,4,2,25,0,13,19,30,2,1,3,3,4,5,3,24,3,0,9,0,1,0,"2023-04-16 19:30:01","148","https://neuquen.datosoficiales.com/resultados/NE/1/22/1/148/DIP.json"
2,46,7,8,8,19,4,9,5,2,4,4,25,2,10,18,22,5,1,1,1,3,4,1,29,1,2,17,0,0,0,"2023-04-16 19:30:01","149","https://neuquen.datosoficiales.com/resultados/NE/1/22/1/149/DIP.json"
1,43,3,7,16,23,7,13,2,9,5,3,15,0,18,6,6,2,4,6,2,3,4,4,29,1,2,7,0,0,0,"2023-04-16 19:15:01","253","https://neuquen.datosoficiales.com/resultados/NE/1/22/10/253/DIP.json"
3,39,3,4,12,19,6,12,2,4,5,6,14,3,12,12,13,4,7,2,8,3,5,6,25,2,3,12,0,0,0,"2023-04-16 19:15:01","254","https://neuquen.datosoficiales.com/resultados/NE/1/22/10/254/DIP.json"
2,43,3,5,14,18,7,8,6,7,5,9,16,0,12,7,5,4,4,2,5,3,1,6,28,1,0,13,0,0,0,"2023-04-16 19:15:01","255","https://neuquen.datosoficiales.com/resultados/NE/1/22/10/255/DIP.json"
3,44,4,5,9,16,13,11,5,5,8,2,18,4,14,12,4,5,3,4,4,5,2,3,23,3,1,11,0,0,0,"2023-04-16 19:15:01","256","https://neuquen.datosoficiales.com/resultados/NE/1/22/10/256/DIP.json"
2,45,2,4,12,21,4,9,5,12,8,4,9,2,7,7,3,5,2,1,3,3,1,6,26,4,1,7,0,0,1,"2023-04-16 19:15:01","257","https://neuquen.datosoficiales.com/resultados/NE/1/22/10/257/DIP.json"
3,38,7,10,11,18,8,10,1,7,9,10,12,3,12,18,16,1,2,2,4,2,1,7,38,3,3,8,0,1,0,"2023-04-16 19:15:01","35","https://neuquen.datosoficiales.com/resultados/NE/1/22/100/35/DIP.json"
3,39,8,9,17,24,8,11,3,4,6,6,14,3,11,10,8,4,4,2,0,2,1,5,31,4,1,12,0,0,0,"2023-04-16 19:15:01","36","https://neuquen.datosoficiales.com/resultados/NE/1/22/100/36/DIP.json"
6,53,3,11,8,18,8,8,3,6,10,3,14,2,9,12,14,4,6,3,1,1,1,2,43,3,5,13,0,0,0,"2023-04-16 19:15:01","37","https://neuquen.datosoficiales.com/resultados/NE/1/22/100/37/DIP.json"
5,39,4,7,9,42,6,6,5,6,8,1,8,2,14,19,6,3,2,6,1,2,4,7,29,4,3,17,0,0,0,"2023-04-16 19:15:01","38","https://neuquen.datosoficiales.com/resultados/NE/1/22/100/38/DIP.json"
1,42,8,11,11,18,10,10,2,8,5,5,14,6,8,16,14,2,4,3,1,1,3,6,34,3,1,3,0,0,0,"2023-04-16 19:15:01","39","https://neuquen.datosoficiales.com/resultados/NE/1/22/100/39/DIP.json"
6,44,8,11,11,15,9,8,5,9,7,3,12,1,11,8,8,3,2,0,2,1,3,11,27,9,3,10,0,0,0,"2023-04-16 19:15:01","40","https://neuquen.datosoficiales.com/resultados/NE/1/22/100/40/DIP.json"
